"","United States of America","Canada","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Mexico","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Ethiopia","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Mauritius","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Pakistan","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Republic of Vietnam","Malaysia","Singapore","Philippines","Indonesia","Australia","New Zealand"
"Madagascar",15.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2950001,0.0099999998,5.0650001,3.6220839,0.1779158,92.706001,1.624,0.119,0.2,0,0,0,0.1,0.037999999,0,7.204,0,0,0,0,0,0,0,0,0.1,0.60600001,0.059999999,0.11,0,0,0,0,4.2340002,0.0020000001,0,0,0.60799998,0,0,0,0,0,0,0.0099999998,0,0.359,0,0,0,0,0.003,0.68699998,0.017999999,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.79400003,1.5420001,0.026000001,0,0,0.94,0,0,3.1099999,0,0,0,0.66000003,0,0,0.18000001,0,0,0,0,0,0,0,4.4619999,0.35499999,0.69999999,0,0,0,0,0.059999999,0,0,0,0,0.044,0.029999999,0,0,0,0
"Mauritius",1.11,0.257,0,0,0,0.0020000001,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0.0080000004,0,0,0,0.0070000002,0.001,9.9890003,0.118,0.69499999,0.53378081,0.0262192,4.4699998,0.70899999,0.34200001,0.086000003,0,0.122,0.115,0.20999999,0.057,0.048999999,1.207,0.001,0,0.32300001,0,0.0040000002,0.071999997,0.122,0.36000001,0.184,0.377,0.017999999,0.20900001,0,0,0,0,0.017000001,0,0,0,0,0,0,0,0,0.0049999999,0,0,0,0.0040000002,0,0,0,0,0.0020000001,2.0020001,0.013,0,0,0,0.37900001,0.0089999996,0,0,5.6290002,0,0.037,0,1.5930001,0,0.082999997,0.0020000001,0,0,0,3.5840001,0,0.001,0.171,0,0.0049999999,0,0.472,0,0.25799999,0.25099999,0.287,0,1.226,0,0.12800001,0,0.071000002,2.632,1.829,0.62300003,1.388,0.068000004,0,0,7.888,0.001,0.0060000001,0,0,0.458,0.81599998,0.003,0.064000003,4.8720002,0.48199999
"Morocco",42.259998,1.8,13.43,0,0,0,0,0,0.41999999,0,0,0,0.241,0,0,0.050000001,2.9000001,0,0.0099999998,0,3.6400001,0,0,0,0.11,0,29.209999,1.77,16.4,20.37899,1.001011,171.16,6.1799998,17.459999,5.8299999,0,1.0599999,14.5,3.3199999,1.1900001,2.3900001,30.07,0,0,3.5699999,0.49000001,0.0089999996,0.57999998,1.15,31.51,2.95,11.53,1.76,2.1099999,0,0,0,0.016000001,0.2,0.40000001,0.023,0,6.4400001,0,0.34,0.016000001,0,0.02,0.0099999998,0.13,0.02,0.88,0.13,0.37,0.0099999998,0,0,0,0,0,0,0,0.0040000002,0,0,0,0,0,0,0,0.090000004,0,0,12.62,0.57999998,0,0,0,0.17,0,0,0,0.55000001,0,0,0,0,0,0,0,13.16,0,1.03,0,0,10.97,1.4400001,1.98,0,0.14,0,0,0.16,0,0,0,0,2.47,0.77999997,0,0,0.090000004,0
"Algeria",88.800003,3.5999999,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.18000001,0.1,0,0,0,6.0999999,0,0.035,0,5,0,27.4,0.89999998,16.9,31.740891,1.559105,445.60001,9.8000002,26.6,0,0,0,7.8000002,4.4000001,1.55,0,84.900002,0.0099999998,0,3.52,0.89999998,0,1.4,5,36.799999,3.3199999,7.0999999,1.5599999,3.2,0,0,0,0.186,0.024,0.039999999,0.0040000002,0.097999997,13.5,0,0,0.001,0,0,0.0040000002,1.209,0.80000001,1.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91799998,0,12.2,0,6.9000001,0.1,0.43399999,0,0.40000001,0,6.5,0.02,2.4300001,0,0,0,0,0,0,0,11.7,0,0,0,0,11.3,0.25,0.039999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tunisia",49.080002,4.0999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,1.8099999,0,0.197,0,0.07,0,7.9299998,0.029999999,4.8000002,3.3265979,0.16340169,86.660004,3.22,2.9000001,0.36000001,0,0.75999999,5.1399999,4.04,1.6900001,2.6500001,23.790001,0.029999999,0,4.8400002,0.60000002,0,1.29,1.3,4.9099998,0.15000001,1.76,0.34999999,1.52,0,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0.0020000001,0,0.0060000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30000001,0,1.4299999,1.36,0,0.1,0.12899999,0.029999999,1.5599999,2.7,0.69999999,0.5,0.1,0,0,0,0,0,0,0,0.02,0,0,0,0,0.43000001,2.97,0.2,0,0,0,0,0.18000001,0,0,0,0,0,0,0,0.1,0.2,0
"Libya",126.4,0.60000002,0.1,0,0,0,0,0,0.30000001,0,0,0,0,0.2,0.163,0.80000001,0.80000001,0,1.2,0,0,0,0,0,0.60000002,0,83.400002,0.5,24.799999,8.8645744,0.43542561,33.599998,9.1000004,3.4000001,0.0099999998,0,0.89999998,7.0999999,2.2,4.0999999,4.4000001,153.39999,1.5,0.2,9.3000002,6.0999999,1.1,6.1999998,8.3000002,6.8000002,0.89999998,2.4000001,0.60000002,3.9000001,0,0,0,0,0,0,0,0.60000002,0.40000001,0,0,0,0,0.0060000001,0,0.1,0,0,0,2.4000001,0,0,0.2,0.5,0.0020000001,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.69999999,0.60000002,8.8999996,0,0.40000001,0.1,3.5,0,3.3,0.69999999,10.4,0,0,0,0,0.1,0,0,15.1,0,1.8,0,0,32.900002,2.0999999,0.69999999,0,7.5,0,0,0,0,0,0,0,0.2,0.5,0,0,1.8,0
"Sudan",7.6440001,0.87,0.0060000001,0,0,0,0,0,0.003,0,0,0.273,0,0.80000001,0,0,0,0,0.50999999,0.003,0.003,0,0,0,0,0,51.16,0.003,9.8149996,5.5856352,0.27436501,9.2209997,2.4349999,0.37900001,0,0,0.89300001,3.549,2.5150001,4.072,3.2190001,13.014,0.003,0,2.237,0.71200001,0.112,0.43399999,2.47,12.575,0.528,2.375,0.96200001,1.757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020000001,0.032000002,0,0.061999999,0.003,0,0,1.691,0.56,0.169,0,0,0,1.057,0,0,0,0,0,0,0,0,0,0,0.0060000001,0,0.032000002,0,8.7729998,0.0099999998,0.42500001,11.096,0.322,1.924,0.115,0,0,0.132,0.86699998,1.803,0,14.352,0,0,0,0.028999999,21.735001,25.465,2.576,0,0.057,0,0,0.014,0,0,0,0,0.118,0.155,0.043000001,0.101,0.33899999,0
"Iran",196.3,2.9000001,0,0,0,0,0,0,0,0,0,0.032000002,0,0,0,0,0,0,0,0.25,0.40000001,0,0,0,1.9,0.1,190,0.27000001,41.799999,24.306089,1.193909,86.800003,24.799999,2.3,0.40000001,0,1.9,5.4000001,13.8,7.5999999,14.3,69.699997,0.039999999,0,20,0.69999999,0.1,2.9000001,25.200001,50.900002,8.1999998,21.799999,4.4000001,13,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020000001,0.1,0,0,0,0,0.1,0.223,0.5,0.2,0,0,0.025,0.1,0.79500002,0,0,4.3000002,0,0,0,0,0.001,0,0,0.1,0,0.2,0,0.5,0.5,0,0.029999999,0.60000002,0.2,9.1999998,0,0,0.039999999,7.3000002,0.40000001,1.7,0,9,0,1.5,152.5,36.700001,5.8000002,0,5.1999998,0,0,1.1,0,0,0,0,4.0999999,2.7,0,0,10.7,0.5
"Turkey",128.11,7.8400002,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0.079999998,1.16,0,0,0,0.2,0.1,92.129997,0.51999998,18.25,14.27864,0.70136303,25.35,35,7,1.41,0,11.94,10.37,10.48,19.74,12.46,74.209999,0.02,0.039999999,2.97,0.40000001,0.28400001,3.97,7.6100001,33.540001,3.4000001,10.7,1.72,3.3900001,0.039999999,0,0,0,0,0,0,0,0,0,0,0,0,0.059999999,0,0,0,0,0,0,0,0,0,0.40000001,0.105,0,0,0.0099999998,0.001,0,0,0,0.56,0,0,0,0.0099999998,0,0.039999999,0,0.1,3.1500001,0.029999999,1.2,0,25.43,6.2800002,0.72000003,4.9400001,1.42,1.74,7.4400001,0.0099999998,0,0.2,0,0.2,0,0.029999999,0,0.02,8.8400002,1.75,2.1199999,0,0.02,0,0,1.97,0,0,0,0,0.83999997,3.78,0.02,0.029999999,7.4200001,0
"Iraq",16.299999,2.4000001,4.5,0,0,0,0,0,0,0.75199997,0,0,0,0,0,0,0,0,0.050000001,0.090000004,1.8,0,0,0,0.039999999,0,52.400002,0.1,6,14.2977,0.70229942,22.299999,8.1999998,2.9000001,0.89999998,0,4,4.5999999,5.4000001,4.5,8.8999996,32.099998,0.0099999998,0,4.4000001,2,0,6.6999998,5.8000002,43.400002,2,13,0.80000001,3.4000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.103,1.8,0.60000002,0,0,0.1,0.1,0,0,0,0.1,0,0.30000001,0,0,0.109,0.2,0,0,0,0.2,1.7,1.7,0,10.4,5.6999998,10.5,3.3,0,0,0,0.02,2.8,0,19.9,0,0,0.1,0.2,35.400002,13.5,3,0.69999999,14.7,0,0,0.60000002,0,0,0,0,10,1.3,0.30000001,0.30000001,2.0999999,0
"Egypt",45.130001,2.8,0.68000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5599999,0,0,0,1.45,0.236,27.76,0.38,12.01,2.850008,0.1399917,85,15,30.610001,0,0,28.09,13.85,1.67,11.09,20.52,37.509998,0.029999999,0,14.33,4.9200001,0.46000001,9.1099997,12.56,86.480003,3.23,7.3600001,1.01,3.53,0,0,0,0.035999998,0,0,0,0,0,0,0,0.034000002,0,2.3299999,0,0.41800001,0.38999999,0,0,0,0,0,0.248,2.5,0.66799998,0,0,0.086999997,0.80199999,0.162,0,0,0,0,0,0,0,0,0,4,0,0.1,8.3000002,6.96,1.98,6.8299999,0,5.4499998,9.3400002,0.17,0,0.12,0,4.0700002,2.3,0,12.9,0,0,0,0,5.77,40,4.6900001,0,3.4000001,0,0,0.47,0,0,0,0,0.28999999,1.02,0.2,0.54000002,5.5599999,0
"Syria",13.43,1.84,5.29,0.017000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,1.25,0,0,0,1.22,0.063000001,16.959999,0.18000001,7.4000001,6.7008562,0.3291443,24.49,6.23,8.3500004,0.0099999998,0,8.21,7.8699999,6.6900001,3.99,17.1,32.110001,0,0,1.59,0.77999997,0.2,3.6099999,14.4,32.98,1.91,8.54,0.15000001,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.0020000001,0,0,0,0,0,0,0,0.42699999,0.315,0,0,0,0.013,0,0,0,0,0,0,0,0,0.001,0,0,0,0.14,0.38,0.88999999,5.6100001,23.16,4.98,0,17.030001,3.9200001,0,0.14,0,0,0.25999999,0,19.530001,0,0,0,0,15.69,3.3099999,3.1500001,0,3.73,0,0,0,0,0,0,0,0.1,0.25999999,0,0,0,0
"Lebanon",52.34,2.45,0.039999999,0.024,0,0,0,0,0.64999998,0.15899999,0.030999999,0,0,0,0,0,0,0,0.07,0.28,4.21,0.001,0.033,0.17,2.8,0.20999999,36.610001,0.63,12.65,10.94251,0.53749311,39.549999,9.6800003,5.4699998,1.91,0,3.28,3.04,6.5300002,5.5300002,10.43,41.32,0.16,0,4.23,6.21,0.46000001,6.7199998,12.05,10.52,2.2,6.6500001,0.97000003,4.5300002,0,0,0.003,0,0.0099999998,0,0,0,0.73000002,0.12,0,0.014,0.001,0.25999999,0,0,0.16,0.44,0,0.0099999998,0.079999998,0.56,0.0060000001,0.059999999,0.039999999,0,0,0.02,0.55000001,0,0,0,1.12,0,0,0,0.090000004,0.001,1.45,0.12,0.33000001,0.22,1.1,1.75,6.5,22.77,5.77,29.77,0,5.4200001,0,10.89,0.0099999998,0.13,0.86000001,1.4400001,10.33,0,0.74000001,0,0,21.67,2.2,0.75,0.017999999,1.8099999,0,0,0.079999998,0,0,0,0,0.029999999,0.70999998,0.47999999,0.0099999998,6.71,0
"Jordan",16.09,0.27000001,0,0,0,0,0,0,0,0.352,0.0070000002,0,0,0,0,0,0,0,0,0.1,0.81999999,0,0,0,0.91000003,0.003,27.129999,0.059999999,4.0500002,2.9453261,0.14467371,4.6300001,1.38,0.75,0.44,0,3.3299999,1.24,1.27,1.11,2.9400001,6.2199998,0.029999999,0,1.29,0.63,0.65799999,1.87,4.1399999,6.1100001,0.22,2.3499999,0.029999999,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045000002,0.41600001,0.2,0,0,0,0.68000001,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0.039999999,0.88999999,2.0999999,4.8800001,12.63,12.63,0,0,7.46,0,0,0.0099999998,0,4.8299999,0,0,0,0,14.39,3.3,2.1199999,0,0.76999998,0,0,0.16,0,0,0,0,0.1,0.079999998,0,0,0.2,0
"Israel",310.76999,9.6099997,0,0,0,0,0,0,0.41,0.11,0.0099999998,0,0,0,0.23999999,0.56999999,1.39,0,0.1,2.3199999,2.8699999,0.1,0.0099999998,0.11,13.63,4.4299998,245.42,0.72000003,71.209999,46.08625,2.2637451,52.049999,51.259998,3.9300001,3,0,0.0099999998,0.12,11.26,4.7199998,0.88999999,70.269997,0.1,0,10.75,3.1300001,1.34,1.5,17.389999,0.30000001,10.95,31.68,3.4400001,7.1799998,0.029999999,0,0,0,0,0.039999999,0,0.0099999998,2.26,0.090000004,0,1.5599999,0,1.9400001,0.039999999,0.026000001,0.029999999,4.3699999,6.5900002,0.0099999998,2.24,0.74000001,1.83,0.79000002,0.28999999,0,0,0,1.71,0.40000001,0,0.11,5.79,0,0,0,0,0.001,0,0,0,0,0,2.73,3.3399999,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.1,18.940001,0.55000001,0.0099999998,0.0099999998,0.61000001,0,0,0.1,0,0,0,0,0.43000001,2.22,0.13,0,3.7,0.30000001
"Saudi Arabia",138.3,1,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0.86000001,0.039999999,0,0,0,0,0.029999999,0,66.900002,0.28999999,37.599998,17.44319,0.85680521,27.299999,11.2,0.60000002,0.69999999,0,0.30000001,1.5,1.1,0.40000001,3.3,39.299999,0.050000001,0,3.0999999,0.1,0.30500001,0.1,2,4.0999999,0.91000003,5.4000001,0.1,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31099999,0.1,0,0,0,0,0,0,1.5,0.43000001,0,0,19.6,9,0.024,0,0,0.1,0,0,0,0.1,0,0.2,0,0,0,7,0.80000001,0.1,1.9,5.5999999,11.8,71.300003,14.3,0,0,0.69999999,1.6,10.3,0,0,0,1.2,0,0,77.199997,20.700001,9.8000002,0.57300001,8.6000004,0,0,8.8999996,0,0,0,0,4.3000002,2.0999999,0,0,13.8,0
"Yemen Arab Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0.89999998,0.19063599,0.0093639996,1.3,0,0,0,0,0,0,0,0,0,2.5999999,0.1,0,0,0,0,0,0,0,0.70999998,0.1,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24699999,0,0.02,0.2,0,0,0.029999999,0,0,0,0,7.0999999,0,0,0,0,0,0,0,2,0.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,0
"Yemen People's Republic",2.8699999,0.0099999998,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.19,0.02,4.8499999,0.64816242,0.031837601,2.76,1.67,0.51999998,0.050000001,0,0.25,0.77999997,0.40000001,0.40000001,1.5599999,3.27,0.23,0,0.059999999,0.02,0,0.07,0.27000001,2.1700001,0.079999998,0.77999997,0.69,2.6099999,0,0,0,0,0,0,0,0,0,0.1,0,0,0.07,0,0,0,0.13,0,0,0,0.039999999,0,0.029999999,2.05,0.11,0,0,5.1799998,2.0999999,0,0,0,0.16,0,0,0,0.16,0,0,0,0,0,0.23,32.509998,0.0099999998,4.54,5.1999998,0.52999997,0.98000002,0.050000001,0,1.23,4.6799998,0,29.59,0,4.6599998,0,0,0,0.050000001,28.559999,10.28,3.8599999,0,3.4200001,0,0,5.5799999,0,0,0,0,0.38999999,3.0599999,0,0.47999999,3.8599999,0
"Kuwait",96,1.6,0.1,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0.1,0.40000001,0,0,0,1.2,0.60000002,81.599998,0.69999999,14.4,7.3394861,0.36051369,20.1,11.2,1.9,0,0,2.3,2.5,2.5999999,3.2,4.4000001,32,0.1,0,2.4000001,1,0.5,2.3,7.6999998,6,0.40000001,4,0.69999999,8.1999998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040000002,0,0,0,0,0,0,0.30000001,1.3,1,0,0,1.8,0.2,0,0,0,0,0,0,0.1,0,0.001,0.2,0,0,0,0.30000001,8,0.80000001,7.3000002,4.4000001,8.1999998,22.9,6.4000001,0,1,0,0.1,0,0,25,0,4.4000001,0.60000002,0.5,94.599998,30.9,7,0.74900001,5.5999999,0,0,1.5,0,0,0,0,1,1.8,0,0,11.7,0.2
"Afghanistan",6.9809999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040000002,5.1820002,0,1.795,0.19063599,0.0093639996,1.191,1.8,0,0,0,0,0.043000001,0.40000001,0,0.458,1.716,0,0,0,0.0099999998,0,0,0,41.700001,0,0.2,0.97000003,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5739999,0,0,0,0,0.212,0,0,0,0,0,0,0,10.538,0,0,0,0,14.592,11.44,3.5769999,0,0,0,0,0,0,0,0,0,0,0.213,0,0,2.0339999,0
"China",0,113.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0.001,0,0,0,0,0,0,0.31999999,0,130.8,0,23,15.63215,0.7678473,44.799999,14.5,0.83999997,0.0099999998,0,0,0,4.0999999,7.5599999,0,56.299999,0.050000001,0,0.62,0.02,0,0,38.509998,0,5.6999998,11.8,4.7600002,1.3,0,0,0,0,0,0,0,0,0,0,0,0.0040000002,0,1.118,0,0,0,0,0,0,0,0,1.245,1.335,10.95,0,0,0,0.53100002,14.801,0,0,0,0,0,0,0,0,4.7600002,8.3999996,0,0,18.452999,0,0.1,5.3000002,13.96,11.46,0.029999999,0.69999999,0.029999999,0,0,0.029999999,0,0.50099999,0,0,0,0,0,390.79999,0.40000001,28.969999,0,40.367001,0,0,0,0,0,0,0,45.119999,57.099998,0,0,119.11,5.5
"Mongolia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,3.1500001,0,0,0,0,0,0,0,0,2.0999999,0,0.059999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40000001,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Taiwan",393,11.7,0,0,0,0,0,0,3.0999999,2.901,0.015,0,2.983,0,0.027000001,0,0.40000001,0,0,1.38,13.43,0,0,0,0.80000001,0.32600001,11.4,0.30000001,6.6999998,2.7642219,0.13577791,9.3999996,10.6,0.54000002,0.1,0,0,0,1.4,0,0,6.5,0,0,0,0.0099999998,0,0,0,0,0,1.7,0.70999998,2.3499999,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.21600001,0,0.086000003,0,0,0,0.023,0,0,0,0,0,0,0,0,0,1.48,0,0,0,0.73199999,0,1.52,0.40000001,0,0,0.02,0,0,10.5,0,0,0,0,0,0,0,0,13.3,606.40002,2.03,0,0,0,0,0,30.549999,0,0,0,0,17.639999,10.17,14.1,0,32.349998,0
"North Korea",0,0.30000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69999999,0,13.5,0.095317997,0.0046819998,8.6000004,0.30000001,0,0,0,0,0,0.2,2.3599999,0,1.8,0,0,0,0,0,0,12,0,0,0.5,0.039999999,0.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.200001,0.090000004,1.12,0,0,0,0,0,0,0,0,0,0,3.1300001,0,0,1.62,0
"South Korea",530.20001,22.299999,0,0,0,0,0,0,3,0.064000003,0,0.0040000002,0,0,0.5,0,0.2,0,0,2.5,0,0,0,0,0.69999999,0.011,32,0,18,7.8160758,0.38392359,36.400002,2.8,0.40000001,0.039999999,0,0,0,1.1,0,0,17.799999,0,0,0,0,0,0,0,0,0,17.6,1.3,0.2,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,26.200001,0.55000001,0,0,0,0,0,0.1,20.6,0,0,48.799999,0,0,0,23.200001,0,0,753.90002,13.4,0.30000001,0.055,0,0,0,0.80000001,0,0,1.3,0,47.700001,10.1,37.400002,14.7,14.3,3.3
"Japan",4094.1001,669.5,68,2.5,2.5,0.89999998,1.5,0,215.60001,24.200001,15.9,19.5,32.599998,2.4000001,1.8,15.6,21.700001,4.9000001,44.799999,210.7,148.3,12.1,1.6,196.8,96.400002,2.3,330.39999,7.8000002,79.5,58.334621,2.865381,149.5,149.2,19.6,7.5999999,0,31,43.700001,14.6,5,10.7,85.099998,0.12,0,4.1999998,8.1999998,0.2,8.6999998,14.3,461.60001,7.5,59.099998,23.700001,27.5,0.2,0,0,2.5,4.3000002,1.5,5.0999999,0.2,11.2,0,1.7,39.200001,8,41.700001,3.5999999,3.2,13,2.5999999,0.1,0.69999999,3.2,33.200001,26.9,4.9000001,13.6,0.1,0.2,0.2,8.3999996,288.70001,0,0.1,298.5,0,0.1,28.700001,3.9000001,0.1,12,4,0.2,0,26.299999,817.59998,17.799999,3.5999999,40.900002,0.89999998,1.6,0.2,19.700001,637.59998,1.5,10.6,265.60001,0.2,234.60001,0.40000001,180.5,32.200001,133.89999,0,321.20001,37.599998,12.9,12.6,0,1.6,167.39999,7.3000002,0,3.3,0,408.39999,66,468.10001,397.39999,1243.5,143.89999
"India",612.84003,103.66,0,0.001,0,0,0.0099999998,0,0.22,0,0,0,0,0,0,1.9400001,0,0.0070000002,0,3.47,5.1799998,1.6900001,0.090000004,0.13,7.6500001,0.039999999,147.12,0.1,25.5,10.38966,0.51033747,35.700001,15.03,0.72000003,0,0,29.58,29.51,3.1300001,25.450001,36,62.389999,0.0099999998,0,8.5799999,0.02,0.0089999996,11.77,10.05,275.26999,1.5700001,14.89,1.5,6.1300001,0,0,0.2,0,0,0.07,0,0,0.37,0.13,1.4,0.0080000004,1.4,1.98,0,0,0.40000001,0,0.12,0,11.56,13.39,5.6399999,9.6099997,25.42,0,0,0.0099999998,0.02,19.469999,0,0.02,0.11,0,0.1,0.039999999,0.2,0.1,3.6400001,0,0.5,0,28.469999,53.150002,1.13,3.5799999,30.790001,0,0.0099999998,5.54,0.76999998,1.9400001,0,0.28,2.4000001,13.79,0.30000001,0,0.14,0.1,0.44,91.169998,0,0.02,30.129999,4.5599999,0.029999999,21.33,16.08,0,0,9.9499998,0,13.48,6.8000002,0.97000003,0.11,37.43,1.04
"Pakistan",245.87,22.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.001,0,0,0.0099999998,0,127.27,0.15000001,13.32,9.9130716,0.4869276,38.700001,17.66,1.11,0.18000001,0,0.23,21.209999,2.2,6.8899999,19.549999,45.02,0,0.40000001,21.030001,0.02,0.016000001,6.54,5.3699999,30.15,1.11,8.0600004,2.73,2.6600001,0.001,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061999999,0.91000003,0.27000001,0,0,0,0.42199999,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.12,21.48,0.28999999,1.5700001,0.17,0,0.34,0,0,6.5900002,0,0.050000001,1.8099999,17.25,26.370001,0,0,0.38999999,2.6600001,111.48,0,0,0.70999998,5.96,0,0,0.079999998,0,0,0,0,4.8699999,3.7,0.15000001,0.44999999,8.4799995,0.88
"Myanmar",11.487,0.56699997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.932,0.001,4.3010001,1.668065,0.081934899,4.3660002,0.48500001,0.057999998,0.035999998,0,2.187,1.29,0.33000001,0.26100001,11.529,2.4890001,0,0,3.8429999,0,0,0.76499999,0.088,2.552,0.52399999,1.311,0.55900002,2.4909999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0,0,0,0,0,0,0,0.072999999,0,0,0,0,0,0,0,0,0,0,0.546,0,0,0,0,0,0,0.0040000002,0,0,0,0,0,0.43799999,0,0,0.189,0.847,35.587002,19.424999,1.489,0,0.428,0,0,0.097999997,0,0,0,0,1.418,3.4719999,0.059999999,0.046999998,3.4519999,0.43900001
