"","United States of America","Canada","Cuba","Haiti","Dominican Republic","Mexico","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","Germany","Poland","Austria","Hungary","Czechoslovakia","Italy","Albania","Yugoslavia","Greece","Bulgaria","Romania","Russia","Estonia","Latvia","Lithuania","Finland","Sweden","Norway","Denmark","Liberia","Ethiopia","South Africa","Iran","Turkey","Iraq","Saudi Arabia","Yemen Arab Republic","Afghanistan","China","Mongolia","Japan","Nepal","Thailand","Australia","New Zealand"
"Iran",4.4899998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6300001,0,0.37,0.93000001,0,0.81999999,0,0,0,10.51,0.07,0.02,0,0.82999998,0.11,0,0.0033470001,0,0,0,15.34,0,0,0,0,1.5,0.002288,0,0,0,0,0,0.0055200001,0.079999998,0,0,0.0055200001,0.029999999,0,1.85,0,0,0,0
"Turkey",7.1500001,0,0.001358,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,4.8499999,0,0.74000001,0.19,0,1.85,1.64,0.99000001,0,33.220001,0.34,2.0599999,0.55000001,2.8800001,1.61,0.000344,0.22,0.46000001,0.40000001,1.2,4,0.059999999,0.039999999,0.039999999,1.17,1.63,0.69,0.19,0,0,0,0.55000001,0,0.0002061,0,0,0,0,0,1.17,0,0,0,0
"Iraq",0.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050000001,0,0.28999999,0.006641,0,0.0025190001,0,0,0,0.0099999998,0,0.0099999998,0,0.0031830999,0.00093889999,0,0.00039299999,0,0,0,0.0025648,0,0,0,0,0.0014656,0.0099999998,0,0,0,0,0.0093432004,0.00066409999,0,0.00052669999,0,0,0.000229,0,0.029999999,0,0,0.00084729999,0
"Saudi Arabia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064790002,0.0025790001,0,0,0,0,0.00034900001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035953,0,0,0,0,0,0,0,0,0,0
"Yemen Arab Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000071000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00058499997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,0,0,0,0
"China",54.619999,5.8299999,0.005806,0,0,0,0,0,0,0,0,0,0,0,0.0027619,0,0.62,0,0,0.0038095,0.17,0.0099999998,32.540001,0,1.35,7.6500001,0,5.4099998,2.4100001,0,0.25,44.23,0.94,1.17,0.20999999,2.3499999,2.25,0,0.007458,0.0083630001,0,0,0.38,0.059999999,0.02,0,0.02,1.79,0.85000002,0.69999999,0,0,0.090000004,0.059999999,0,0,0,0,0,0,0,46.169998,0,0.69999999,3.8499999,0.13
"Mongolia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9700003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Japan",245.78999,21.18,0.11,0.14,0.25,5.1300001,0.050000001,0.00059399998,0.003665,0.13,0.001743,0.0048460001,0.14,0.07,0.44,3.49,13.63,0.001342,0,2.8800001,8.6999998,2.76,21.18,0.02,1.45,4.6399999,0,5.8000002,3.6800001,0.62,0.47999999,33.369999,1.11,1.97,0.090000004,1.6900001,1.09,0,0.00016700001,0,0.000034000001,0.001081,6.3800001,0,0,0,1.36,6.6799998,4.48,0.22,0,0,6.6700001,0.44999999,1.29,0.0031602001,0,0,0,44.93,0,0,0,2.54,52.810001,6.1300001
"Nepal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thailand",1.85,0.0045178998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04,0,0.77999997,0.2,0,0.0099999998,0.66000003,0,0,2.6800001,0.0042360001,0.0086559998,0,0,0.039999999,0,0,0,0,0,0,0,0,0,0,0,0.059999999,0.47,0,0,0.0099999998,0,0,0,0,0,0,2.01,0,12.76,0,0,0.61000001,0
"Australia",63.860001,29.92,0.039999999,0.00027700001,0,1.24,0,0,0,0,0,0,0,0,0.0099999998,0,0.14,0,0.0099999998,0,0.38999999,0.00045260001,190.03999,0.0049284999,3.3399999,3.8499999,0,4.2600002,2.95,0,0.2,17.719999,0.15000001,0.47,0.050000001,1.8200001,2.02,0,0.039999999,0.039999999,0,0,0.0099999998,0.0099999998,0.19,0.07,0.44999999,5.1700001,1.75,0.20999999,0,0.029999999,1.23,0,0,0.00077859999,0,0,0,3.47,0,19.73,0,0.0099999998,0,7.5999999
"New Zealand",22.1,13.11,0.75,0,0.00040300001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000079999998,0,0.07,0,86.160004,0,0.81999999,1.61,0,0.83999997,0.55000001,0,0,2.9400001,0.029999999,0.14,0,0.56,0.17,0,0.0051580002,0.0078830002,0,0,0.75999999,0.0029879999,0.0099999998,0.0099999998,0,1.35,0.28,0.07,0,0.000925,0.46000001,0,0,0,0,0,0,0.58999997,0,5.23,0,0,19.48,0
