"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Fiji","Samoa"
"Colombia",1895.5601,190.14999,1.02,0.56999999,0.0099999998,3.8499999,1.27,10.32,0.018999999,0.44999999,0.0099999998,0,0,0.0099999998,80.889999,0.0099999998,0.25,1.12,0.50999999,0.30000001,2.8299999,175.12,0,354.57001,0.52399999,0.090000004,90.199997,151.47,286.32001,6.7800002,1.78,68,73.290001,2.6199999,116.22,2.4400001,39.66,41.059601,1.940398,145.67,83.510002,141.44,0.88999999,0,27.219999,13.96,12.03,1.2,9.2600002,124.42,0.12,0,8.1700001,0.079999998,0,0.15000001,13.57,7.3499999,27.110001,75.919998,2.99,28.219999,0.36000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0.25999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099999998,0.31,0,10.17,0,0,0,0,0,0,0,0.0099999998,0,0,0,0,0,8.7799997,0,0,0,0,0,6.5100002,0.5,0,0,0,0,0,0,0,0,0.94,0,13.81,0.49000001,10.6,608.03003,0.40000001,0,0.19,0.0099999998,0.0099999998,0.36000001,0,0,0.02,0,0,0,1.5700001,12.18,0.91000003,0.079999998,1.16,0.12,0.23999999,0,0,0,0
"Venezuela",5865.2002,503.79999,5.5599999,4.4000001,1.1,50.599998,9.8999996,13.2,0.12899999,0,0,0,0.04925926,0,86.900002,0,11,6.5999999,0.027000001,0.103,3.3,210.10001,262.89999,0,6.711,36.299999,61.599998,55,515.90002,5.5,13.2,56.099998,146.3,4.4000001,286,25.299999,232.10001,153.3528,7.2471628,431.20001,107.8,337.70001,22,0,0,3.3,18.700001,2.2,14.3,603.90002,0,0,3.3,6.5999999,0,1.1,3.3,1.1,15.4,69.300003,15.4,37.400002,0.074000001,0,0,0,0,0,0,0.0020000001,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,2.2,0,2.2,0,0,0,3.3,0,0,0,0,0,0,0,0,0,53.900002,0,73.699997,0,49.5,1309,1.1,0,4.4000001,0,0,0.116,0,0,0.47999999,0,0,0,1.26,7.6999998,2.2,12.1,36.299999,0,52.799999,0,0,0,0
"Guyana",55.256001,11.37,1.187,1.217,0,0.037,4.3829999,110.725,0.55699998,0.064000003,0.0080000004,0.32800001,0.47600001,0,0.037,0.011,0,0.0040000002,0,0,0.149,0.78600001,1.024,1.365,0,0.597,0,0.148,5.7470002,0,0,0,0.079999998,0,32.798,0.046,5.671,1.51825,0.071749598,4.5960002,0.551,0.016000001,0.018999999,0,7.2800002,0,0.028000001,0.011,0.0070000002,1.012,0,0,0.027000001,0,0,0,0.001,0.38,0.11,0.32800001,1.0829999,2.3659999,0.032000002,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0.001,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.252,0,0,0.003,0,0.0020000001,0.0099999998,0,0.0060000001,0,0,0,0.024,0.035999998,0,0,0,0,0,0,0,0,0.32600001,0,0.70999998,0.082000002,0.463,6.7529998,1.845,0,0.021,0.0020000001,0,0.0040000002,0,0,0,0,0,0,0.041999999,0.001,0.003,0.0080000004,0.47499999,0,0.38699999,0,0,0,0
"Suriname",151.836,2.362,0.001,1.575,0.0070000002,2.848,2.3859999,101.662,1.123,0.0060000001,0,0.79799998,0.35499999,0,0.81800002,0,0.92000002,2.003,0.18099999,0,0.45699999,6.8260002,2.8659999,1.124,0.34299999,0,0,0.029999999,17.972,0,0,0.026000001,0.13,0.015,11.865,0.097999997,87.737999,5.958416,0.2815834,3.04,2.348,2.803,0.0020000001,0,0,0,0.106,0,0.197,5.3860002,0,0,0.003,0.02,0,0,0.0049999999,0.028999999,0.123,1.923,0.59899998,2.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.018999999,0,0,0,0,5.6110001,0,0,3.2820001,8.8999996,40.206001,0.44999999,0,0.07,0,0,1.615,0,0,0.029999999,0,0,0,0.057999998,0,0.87,0.117,0.092,0,0.023,0,0,0,0
"Ecuador",741.17999,53.09,0.13,0,0.0011605184,0.07,0,25.98,0,0,0,0,0,0,21.389999,0,9.5200005,0.029999999,0.0099999998,0.0099999998,4.25,16.5,47.439999,15.31,0.061999999,0,0,35.959999,77.919998,1.28,0.0049999999,34.790001,24.370001,0.56999999,60.099998,2.1900001,22.870001,9.8161087,0.46389061,28.540001,52.049999,49.93,1.92,0,0.28999999,2.51,5.5300002,0.89999998,6.3600001,70.660004,0,0,3.0999999,2.8499999,0,1.11,0,6.0500002,1.5599999,24.469999,8.79,18.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.55,0,0,0,0,0,0,0,0,0,0,2.3900001,0,0,0.059999999,0,0,0,0,0,11.2,0,0,0,0,0,0,0,0,0,0.70999998,0,43.66,0,8.8999996,245.34,0,0,0.02,0,0,0.71600002,0,0,0.63999999,0,0,0,1.77,1.47,0.0099999998,2.05,10.15,0,0.07,0,0,0,0
"Peru",1230.62,71.470001,0.11,0.039999999,0,0.47,0.0099999998,1.29,0.063000001,0.02,0,0,0,0,29.24,0,0.079999998,0.029999999,0.039999999,0.079999998,1.22,22.790001,32.630001,20.9,0.153,0,32.470001,0,263.98001,23.34,1.49,48.220001,121.33,19.83,70.370003,3.45,38.290001,26.287689,1.242306,66.82,45.919998,133.49001,2.28,0,0,1.3200001,20.4,1.36,6.3899999,85.349998,0.0099999998,0.02,0.44999999,2.4000001,0,0.38,7.71,3.3099999,7.1100001,44.259998,3.6199999,8.71,0.029999999,0,0.0099999998,0.0099999998,0,0,0,0.0099999998,0,0,0,0,0.0099999998,0,0.0099999998,0.0099999998,0,0,0,0.0099999998,0.0099999998,0,0.0099999998,0,0,0,0,0,0,0,0,0,0,0.039999999,0.0099999998,0,0.36199999,0,20.35,0,0,0,0,0,0,0,0.0099999998,0,0,0,0,0.050000001,0.40000001,0,0,0,0,0.0099999998,0.93000001,0.059999999,0,0,0.02,0,0,0,0,0.0099999998,1.5,0,42.43,0,9.4399996,404.10001,2.6500001,0,0.38,0.02,0,0.57999998,0,0,0.0099999998,0,0.0099999998,0,0.14,5.0900002,1.65,0.02,10.62,0,55.099998,0,0,0,0
"Brazil",3480.0701,567.48999,30.997999,0,0.011,0,2.6730001,6.4790001,0,0,0,0,0.00037037037,0,928.98297,0.0049999999,0.198,0.198,0.198,0,0.022,39.380001,4.8400002,1152.943,5.9829998,0.23100001,279.466,82.752998,0,33.506001,186.879,363.495,653.11401,171.556,297.022,8.2609997,164.065,162.47189,7.6781111,656.54602,305.62399,112.145,27.907,0,128.02901,140.09599,22.231001,11.726,20.955,569.45898,0,0,1.166,0.31900001,0.0020000001,11.407,48.355999,234.63,50.886002,314.336,70.763,22.957001,1.298,0,0,0,0,0,0,0.0089999996,0,0,0.097000003,0.90200001,0,0,0,0,0.82499999,0.018999999,0.132,261.21701,248.62199,0,0,0.088,16.202999,0,0,0.0020000001,0,0,0,0,0,115.192,14.894,10.714,0.011,0,94.039001,0,0,0,0.044,0.066,0,0.14300001,2.585,203.76401,0.0099999998,385.38501,0,56.814999,2.552,3041.1589,0.098999999,0.0099999998,0,0,29.040001,3515.27,0,0,251.504,0,372.427,451.82501,0,0,402.54501,0,16.136999,0,4.1030002,1070.828,1.683,0,0.022,0,1.716,0.11,0,0,0.528,0,0,0,5.9180002,42.526001,0.033,14.982,22.539,5.1700001,0.121,0,0,0.055,0
"Bolivia",143.755,5.7950001,0,0,0,0,0,0,0,0,0,0,0,0,1.793,0.059999999,0.108,0,0,0,0.233,0.035999998,1.794,0.13,0.001,0,0.57300001,13.599,50.519001,0,5.0279999,14.799,72.357002,1.013,19.780001,0.95999998,6.2880001,3.5712299,0.16876949,6.3530002,5.9299998,3.95,0.34999999,0,0,0,0.80000001,0,2.3336372,8.5389996,0,0,0.02,0,0,0,0,0,0.25999999,5.882,0.46000001,1.97,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.89999998,0,0,0,1.6,54.396,0,0,0.02,0,0,0.066,0,0,0,0,0,0,0.02,0,0,0,0.02,0,0,0,0,0,0
"Paraguay",57.524502,0.3883,0.079999998,0,0,0,1.995,0.61000001,0,0,0,0,0,0,0.71499997,0,0.012,0,0,0,0,0.001,0.43669999,0.095700003,0,0,0.1199,0.2651,169.686,0.1705,0,7.9727998,124.4793,9.0156002,37.414299,0.0242,10.8878,2.2248571,0.1051425,11.6083,5.3999,6.6571999,0.4598,0,0,0,1.2342,0,0.8021878,7.2512002,0,0,0.02,0.0253,0,0,0,0,0.0605,2.3594999,0.1001,1.1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92729998,0,0,0,0,0,0,0,0,83.167702,0.0055,0,0,0,0.02,0,0,0,0,0,6.8000002,0,0,0,0,0,0,0,0,0,1.8,0,5.7199998,0,1.7127,35.241798,0.4763,0,0.059999999,0.050000001,0,0.20299999,0,0,0.059999999,0,0,0,0.079999998,0.17,0,0,0.0099999998,0,0,0,0,0,0
"Chile",916.09998,55.5,0.16,0,0,0.0099999998,0,1.58,0,0,0,0,0,0,11,0,0.38699999,0.014,0.112,0,2.3659999,21.1,11.2,260.39999,0,0,32.799999,33.400002,258.39999,9,14,0,151.89999,21.200001,76.099998,6.5999999,36,35.043892,1.656108,124.6,43.700001,149.8,2.23,0,0,0,13.6,0,0,73.099998,0.029999999,0,0.15000001,0.02,0,0,0.27000001,0,4.0599999,26.1,2.3099999,27.299999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44299999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,1.16,0,0,0,0,0,13.9,6.0999999,0,0,0,0,0,0.1,0,0,21.700001,0,47.400002,0,51.200001,229.60001,0,0,0.20999999,0.23999999,0,3.5480001,0,0,0.18000001,0,0,0,0.46000001,3.9200001,1.76,0,2.8499999,0,46.830002,0,0,0,0
"Argentina",1177.05,55.5,0.41999999,0.0099999998,0,0,21.67,0.050000001,0,0,0.02,0,0,0,61.91,0.001,1.23,0.059999999,0.050000001,0,0.27000001,25.610001,25.860001,20.52,0,8.5900002,35.73,21.280001,687.87,395.69,49.27,146.59,0,89.849998,68.519997,7.7399998,97.129997,71.66333,3.386672,196.78,132.73,181.92,3.25,0,3.8299999,12.41,29.57,7.1100001,14.88,230.74001,0,0,1.47,0.38,0,5.3499999,9.9899998,33.330002,24.25,76.830002,11.87,27.280001,0,0,0,0,0,0,0,0.0060000001,0,0,0,0,0,0,0,0,0,0,0.050000001,6.1999998,0,0,0,0.67000002,0.0099999998,0,0.050000001,0.0020000001,0,0,0,0,0,0,0,0,0.28,0,31.09,0,0,0,0.090000004,0,0,0,0.0099999998,0.02,0.029999999,0,0,0,0.059999999,0,0.02,0.14,0.02,0,10.66,153.46001,0,0,0,0,0,0,0,0,10.27,0,19,0,14.57,429.60999,1.37,0,0.64999998,0.14,0,1.02,0,0,0.0099999998,0,0,0,1.52,26.620001,0.44999999,0.029999999,53.900002,0,0.95999998,0,0,0,0
"Uruguay",135.00999,10.196,0.0020000001,0,0,0.354,0.90499997,2.6429999,0,0,0,0,0,0,83.279999,0.003,0.0049999999,0.089000002,0,0,0.017999999,2.293,0.53899997,91.139999,0.035,0,34.355,0.95099998,140.623,0.118,5.7010002,8.9919996,85.985001,0,27.070999,0.60799998,9.0299997,3.9436319,0.1863685,26.646,12.838,13.197,0.366,0,0.61699998,0.79500002,3.832,1.056,1.17,21.844999,0.024,0,0.057999998,0.124,0,1.193,1.069,1.694,0.38800001,4.1700001,0.61699998,2.8299999,0,0,0,0,0,0,0,0.61199999,0,0,0,0.017999999,0,0,0,0,0,0.456,0,127.775,0,0,0,0.011,0,0,0,0,0,0,0.023,0,0,0,0,0,0.303,0,2.9430001,0,0,0,0,0,0,0,0.21799999,0,3.908,0.0049999999,0,89.163002,0.121,0,0,0,0,0,1.655,0,0,0,0,0,0,0,0,0,2.3570001,0,5.8660002,0.0080000004,2.0899999,30.534,1.774,0,0.057999998,1.551,0,0.727,0,0,0.046,0,0,0,1.551,2.1860001,0.186,0.025,5.2779999,0,0.098999999,0,0,0,0
"United Kingdom",11677.6,2524.3,30.799999,31.299999,4.5999999,10.4,163.3,113.9,26,19.9,7.6999998,27,17.200001,10.7,165.60001,23.1,24.1,8.1000004,3.5,5.6999998,26.4,16.6,59.900002,245.60001,87.199997,13.1,16.5,161.5,776.79999,37.200001,4.9000001,195.10001,107.1,40.900002,0,3492.7,7782,4782.6802,226.02029,7490.6001,2923.3999,1753.1,665,0,233.10001,265,707,76.599998,144.7,4840.1001,74.900002,0,90.599998,266,158,36.400002,90,1101.1,1492.1,2925.8,3556.2,2333.6001,127.8,0,0.80000001,0.30300134,0.30000001,3.5,6,25,2.3,9.3999996,0.89999998,98.800003,3.4000001,2.3,14.2,25.299999,137.89999,3.0999999,16.6,615.20001,47.200001,1.4,0,4.1999998,27.799999,40.299999,182.60001,34.200001,15.7,0.89999998,1.5,0.1,19.200001,13.1,18.299999,69.300003,109.1,73.900002,1313.2,1.2,33.400002,70,6,0.1,208.89999,1.1,105.5,309.70001,22,594.5,17.5,392.10001,365.39999,136.5,738,45.200001,44.599998,32.099998,483.60001,2479.7,2.0999999,46.799999,185.10001,62.900002,61.400002,470.39999,83.099998,36,339.20001,7.0999999,585.59998,0.40000001,565.09998,4654.7998,672.20001,0,143.2,44.700001,9.3999996,66.400002,0,6.6999998,134,0.1,0.5,0.1,325.10001,428.5,222.5,160.89999,860.20001,48.400002,942.70001,0.028999999,7.3000002,70.099998,0.1
"Ireland",1245.3199,118.77,2.3499999,0.34999999,0.63999999,0.0099999998,0.34,0.30000001,0.16,0,0,0.059999999,0,0,0.95999998,0,0.68000001,0.059999999,0.14,0.19,0.57999998,1.12,4.8899999,0.029999999,0.039999999,0,11.26,0.61000001,42.450001,0.039999999,0.25,6.4699998,9.2600002,0.1,4662.6299,0,367.75,200.8387,9.4912558,450.95999,101.63,101.82,31.469999,0,9.1800003,46.240002,35.450001,4.0100002,10.7,256.13,2.1199999,0,4.2399998,10.21,5.79,0.63,4.4099998,53.139999,82.519997,150.57001,32,79.099998,0.38,0,0,0,0.0099999998,0,0.72000003,4.5999999,0.44,0.039999999,0,15.11,4.8200002,0.41999999,0.31999999,0.0099999998,13.26,0.38999999,0.28999999,5.77,0,0,0,0.07,2.5599999,0.14,8.1599998,2.4300001,0,0.039999999,0.0099999998,0,0.039999999,0,1.47,0.0099999998,3.21,2.1099999,19.08,0,0,1.4,0.029999999,0,8.9099998,0.0099999998,3.72,0.38999999,7.0100002,0.02,0.11,0.20999999,7.3699999,0.25999999,2.1199999,0.0099999998,0.059999999,0.029999999,26.129999,74.18,0,0,0.17,0.079999998,0.059999999,0.2,0.02,0.85000002,11.86,0,19.280001,0.0099999998,26.02,286.45001,23.34,0,4.1300001,0.56999999,0.07,4.4000001,0,0,17.299999,0,0,0,24.290001,20,10.58,4.3299999,3.78,0.37,13.39,0,0,0.050000001,0
"Netherlands",5738.7998,501.20001,22.200001,47.299999,1.6,3.4000001,1.5,77.400002,0.1,0.1,0.40000001,0,0,0,378.39999,0.347,28.700001,16.1,8.1000004,6.9000001,19.9,13.5,136.7,150.7,2.2,96,15.6,49.200001,637.70001,4.8000002,9.5,104.2,285.20001,22.5,5888.3999,387.5,0,7665.2549,362.2453,4069,728,793.40002,209,0,214.5,151.10001,393.29999,88.5,128.39999,1905.2,17.299999,6.1999998,151.60001,187.2,12.6,20.4,98.5,2571.3,445.29999,1204.8,962.09998,610.59998,5.0999999,0,3.0999999,0.30000001,4.9000001,0.5,4.0999999,8.1999998,6.5,0.69999999,7.3060002,163.10001,2.4000001,0.89999998,15,6.5999999,38.599998,31.4,282.5,669.40002,52.799999,0.1,0.40000001,7.1999998,23.299999,9.8000002,43.099998,26.799999,2.7,1.6,0.102,0,5.1999998,170.2,14.3,17.4,19.200001,15.9,154.39999,0,0,1.2,1.7,0.5,7.1999998,0,93.199997,871.70001,48.299999,519,9.5,1750.6,95.699997,105.8,80.699997,7.1999998,2.3,1.5,169.10001,1485.5,1.8,8.8999996,423.79999,9.6000004,115.8,335.20001,98,2,192.10001,0.2,256.60001,0.1,244.2,1327.4,109.9,0,42.700001,15.6,11.8,25.4,0,0.2,603.40002,0,0,0.1,235.8,142.2,153.10001,157,193.7,12,33.400002,0.1,1.1,3.0999999,0.30000001
"Belgium",3899.0391,389.30231,25.113199,9.2622824,9.4532566,29.028179,2.1962111,21.00724,0.095487498,0,0.57292467,0,0,0,95.01001,0.38194981,5.8247342,10.88557,1.432312,3.6285231,8.2119207,29.79208,33.898041,171.209,1.623287,1.432312,9.5487442,84.983833,350.24789,11.45849,5.9202209,94.246109,137.50191,11.07654,3881.469,214.36929,9854.3994,0,0,7674.4209,1282.396,484.69431,133.77789,11358.14,129.672,101.0257,228.59689,32.370251,52.422611,1987.667,16.32835,2.4826729,51.085781,89.08979,5.5382719,25.8771,24.731251,1418.4659,192.2162,871.22748,301.64481,258.96201,11.26752,0,0,0.76389962,0.19097491,2.578161,27.213921,14.32312,3.1510861,31.892811,0,57.10149,6.8750958,1.050362,49.844452,20.911751,8.5938702,13.75019,56.433079,498.6355,99.784378,32.370251,1.909749,66.554749,553.63623,2.1962111,12.98629,7.3525329,33.038651,2.769136,0,0,2.4826729,136.2606,6.4931459,15.65994,10.98106,2.9601109,369.6319,0.095487498,0,1.145849,2.1962111,0.19097491,6.0157089,0,115.4443,130.81779,76.389954,728.28278,6.2066841,280.44659,81.259811,89.376251,59.870628,50.32188,1.718774,6.7796092,245.40269,2417.1689,0.095487498,9.5487442,16.7103,14.13214,69.696281,144.28149,73.716309,4.2969351,131.48621,0.095487498,0,0.19097491,112.8662,1043.964,202.6244,0,27.977819,17.474199,11.64947,13.17727,0,0.095487498,117.736,0,0.38194981,0.095487498,76.962883,53.854919,22.15309,57.387951,149.6288,7.3525329,77.058357,0.19097491,0.19097491,0,0
"Luxembourg",184.26109,18.39768,1.186802,0.4377178,0.44674289,1.371817,0.1037887,0.99276203,0.0045125,0,0.0270753,0,0,0,4.4899921,0.018050199,0.27526581,0.51443118,0.067688301,0.17147709,0.3880797,1.407917,1.601957,8.0910101,0.076713398,0.067688301,0.45125541,4.0161729,16.55205,0.54150653,0.27977839,4.4538908,6.4980779,0.52345628,183.4308,10.13068,465.7001,0,0,362.6785,60.603611,22.905729,6.3220892,536.76392,6.1280489,4.7742829,10.80305,1.5297559,2.477392,93.933327,0.7716468,0.1173264,2.414217,4.2102132,0.2617282,1.2229021,1.168752,67.033997,9.0837717,41.17255,14.25516,12.23805,0.53248137,0,0,0.036100399,0.0090250997,0.121839,1.286078,0.67688322,0.14891431,1.507193,0,2.698508,0.32490391,0.0496381,2.3555529,0.98824942,0.4061299,0.64980781,2.666919,23.56456,4.71562,1.5297559,0.090251103,3.1452501,26.16379,0.1037887,0.61370742,0.34746671,1.561344,0.1308641,0,0,0.1173264,6.439415,0.30685371,0.7400589,0.51894379,0.1398892,17.4681,0.0045125,0,0.054150701,0.1037887,0.0090250997,0.28429091,0,5.455678,6.182199,3.610044,34.417252,0.29331601,13.25337,3.840184,4.2237511,2.8293719,2.3781159,0.081225999,0.32039139,11.59727,114.2308,0.0045125,0.45125541,0.78969711,0.66785812,3.2937131,6.81847,3.4836919,0.2030649,6.2137871,0.0045125,0,0.0090250997,5.3338389,49.335758,9.5756407,0,1.322178,0.82579738,0.55053163,0.62273252,0,0.0045125,5.5639801,0,0.018050199,0.0045125,3.6371191,2.5450809,1.046913,2.712045,7.0711732,0.34746671,3.6416309,0.0090250997,0.0090250997,0,0
"France",9108.7998,811.40002,42.700001,55.599998,19.9,4.5999999,0.40000001,37,2.0999999,0,0.2,0,0,0,735.79999,2.5999999,11.6,10.1,8.6000004,25.9,19.200001,13.3,73.900002,336.79999,12.6,19.1,14.5,114.1,1158.9,37.099998,26.700001,206.7,254.10001,40.900002,7007.2998,666.5,6443.3999,8524.833,402.86731,0,2329,3533.6001,567.70001,0,284.20001,329.79999,681.70001,173.10001,172.39999,11099.3,12.6,15.7,263.79999,444.79999,18.4,101.2,385.70001,2883.6001,556.59998,1703.6,1447.4,845.5,23.5,0,0.30000001,1,1.7,4.5999999,16.200001,181.5,5.0999999,60.099998,244.89999,553.79999,49.599998,10.6,63.700001,1,22.799999,45.900002,271.10001,1856.3,485.79999,28.1,5.4000001,98.300003,109.4,33.200001,24.4,23,3.5999999,3.5999999,0.40000001,0.2,28.1,13.8,9.8999996,127.1,35,10.6,739.59998,0.30000001,0.60000002,3,84.699997,11.8,81.599998,0.1,613.09998,3896.1001,391.20001,614.5,41.299999,884,240.7,418.79999,339.29999,241.8,3.9000001,5.5,278.39999,7410.1001,1.34,198.60001,112.1,8.1000004,587.5,1627.6,138.10001,5.4000001,436.60001,0.89999998,381.39999,3.2,331.79999,3046.3,662,0,67.5,19.799999,6.0999999,28.700001,0,1.1,247.89999,0,0,6,292.20001,278.20001,141,153.39999,563.90002,13.9,137.7,0.89999998,0,9.6000004,0
"Switzerland",2067.2,141.3,1.1,7,2.2,0.69999999,0.1,1.7,0.80000001,0,0,0,0,0,18,0.2,21.799999,20.299999,2.0999999,8.8999996,21.799999,120,31.799999,4.1999998,0.2,0.5,7.1999998,11.5,139.60001,1.2,10.9,10.2,55.799999,13.5,1570.2,97,1233.8,1104.981,52.21928,3295.8999,0,322.5,83.099998,0,40.400002,40.700001,1063.1,94.699997,91.900002,2830.1001,1.4,2.5,70.699997,37.400002,2.7,15.8,18.799999,834.09998,157.8,538.79999,82.900002,255.2,22.299999,0,0.2,0.4045856,0.1,7.5999999,0.1,1.1,0,0,0.029999999,20.9,1,0.088,1,1.8,14.1,2.0999999,7.8000002,226,1.3,0.80000001,0.2,2,7.9000001,0.2,13.5,2.7,0.80000001,0.121,0.078000002,0,3.7,6.9000001,1.7,13.1,17.4,2.0999999,76.199997,0,0,0,2.0999999,0.1,1.9,0,11.7,139.10001,23,252.8,0.30000001,72.5,59.099998,0.40000001,40.700001,0.30000001,34.200001,0.5,151.5,141.39999,0,8.1999998,2.8,1.9,0.2,114.1,19.6,12.2,72.199997,0.60000002,86.5,0,76.699997,1061.5,75.699997,0,20.4,2.2,0.5,6.3000002,0,0.69999999,50.599998,0,0,1.3,22.299999,41.900002,17.4,23,50,1.2,13.2,0.1,0.1,0.003,0.1
"Spain",4360.04,191.46001,5.4299998,109.95,1.08,13.4,0.69,10.01,0.057999998,0.02,0.36000001,0.029999999,0.11,0,1856.48,0.68000001,1.72,27.1,4.1599998,10.83,5.5700002,13.89,87.379997,370.35001,5.79,2.4300001,7.4299998,15.24,376.23999,4.5500002,38.77,91.110001,250.12,16.209999,1553.0699,140.06,590.09003,425.01459,20.085381,2510.25,584.27002,0,149.69,0,93.610001,88.519997,141.28,20.629999,29.65,1412.47,0.92000002,11.34,28.280001,82.470001,2.04,16.700001,114.01,487.53,119.21,378.94,93.220001,145.06,26.91,0,0.090000004,1.8099999,11.43,0.33000001,2.0799999,17.049999,0.050000001,19.459999,0.34,79.800003,57.91,0.57999998,27.360001,0.56,17,5.5700002,41.049999,229.47,53.630001,4.0599999,1.97,111.44,9.9700003,22.559999,10.72,2.8699999,1.01,0.039999999,0.12,0.0099999998,9.1800003,171.39999,14.58,0.46000001,24.299999,1.7,170.89,0,0.98000002,3.99,2.5799999,0.17,0.0099999998,0,196.75,669.73999,35.57,1080.58,2.3099999,1067.22,89.040001,862.06,69.839996,10.83,1.1,1.51,33.599998,2904.02,0.02,0,179.97,0.12,203.89999,735.35999,26.620001,0.18000001,99.57,0.029999999,71.660004,1.22,56.740002,1004.63,160.27,0,25.01,8.1199999,0.76999998,7.6900001,0,0.31999999,23.27,0,0,0.36000001,74.790001,44.240002,32.779999,58.560001,121.38,19.700001,22.98,0,0.029999999,0,0
"Portugal",1025.58,59.09,0.38999999,43.860001,0,2.3699999,0,5.1100001,0,0.0099999998,0,0,0,0,2.8099999,0,4.5799999,1.87,1.61,0.44,0.17,0.98000002,5.2600002,104.44,0.83999997,2.4400001,1.16,13.29,77.779999,2.5,18.35,8.6499996,36.5,18.73,737.69,24.98,334.79999,221.1394,10.45062,824.64001,202.14999,572.88,0,0,12.91,6.5999999,56.240002,2.26,9.5,533.75,0.2,0,5.5,17.129999,0.67000002,1.63,6.2199998,86.910004,35.919998,186.85001,54.740002,50.169998,102.36,0,1.02,3.4300001,0,0.88,0.60000002,3.77,0,2.7,0.16,50.669998,0.02,0.059999999,0.28999999,0.029999999,0.090000004,0,7.3099999,227.11,7.4099998,2.0799999,12.01,17.889999,5.8899999,1.49,2.8,8.25,1.99,0,0,0,0.92000002,22.799999,14.81,1.35,13.51,5.3099999,43.919998,0,0,0,3.27,0.0099999998,0,0,32.959999,25.120001,10.4,45.27,8.9700003,209.98,46.380001,296.59,31.15,0.090000004,0.07,0,67.059998,510.01001,0,5.8299999,0,0.34999999,158.37,214.69,0,0,9.8500004,0,14.24,0.0099999998,9.25,322.97,13.55,0,2.3,2.1300001,0,1.8200001,0,0,3.24,0,0,0.0090909088,20.76,4.1700001,7.7800002,20.459999,39.349998,0.090000004,6.6799998,0,0,0,0
