"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Fiji","Samoa"
"Rwanda",10.118,2.3010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3899999,0.02,4.5419998,46.750648,2.209347,21.09,2.9949999,1.193,0.0099999998,0,0.249,0,0.046,0.14399999,0.18099999,4.4590001,0,0,0.17,0.07,0,0,0.064000003,1.3430001,0.0099999998,0.63700002,0,1.33,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0.048999999,0,0,0,0.013,0,0,0.0020000001,0,0,1.873,0.66799998,70.028999,2.4170001,1.252,0,0,0,0,0,0,0.0089999996,0.69099998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0,0,0.029999999,0,0,0,0.1,0,0,0,0,0,0,0,0,0,19.705,0,0,0,0.40000001,35.369999,0.39132187,0,0.039999999,0,0,0.017999999,0,0,0.059999999,0,0,0,0,0,0,0,0.454,0,0,0,0,0,0
"Somalia",14.333,0.479,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0.003,0,0,0,0.050000001,0,22.174,0.0020000001,4.5149999,1.222239,0.057760701,1.724,0.36700001,0.70999998,0.22,0,0.156,0,0.001,0,0.0020000001,113.595,0.014,0,0.193,0.022,0,0,3.904,0.014,0.0080000004,0.47400001,0.0099999998,0.76599997,0,0,0,0,0,0,0.003,0,0,0,0.0020000001,0,0,0,0.0040000002,0.001,0,0.001,0,0.011,0.001,0,0,0.003,0,0,18.424999,0.40700001,0,0,0,6.052,14.491,0,0,0,0.059999999,0,0.024,0,0,0.17299999,0,0,0,0,0,0,0,0,0.086000003,0.001,0.23999999,0.037,0.039999999,0,0.0060000001,0,0,7.71,0.013,0.027000001,18.559,28.048,0,14.846,0.0070000002,0,8.3509998,0,0,0.0020000001,0.0040000002,4.5,0.447,0,0.66900003,0,0.066,0.001,0,0,9.9049997,0,0,0,0.02,6.8509998,0.0020000001,0.0080000004,0.045000002,0,0,0,0,0,0
"Djibouti",8.1400003,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,12.54,0.64899999,9.1300001,5.8820271,0.27797341,72.269997,0.55000001,1.122,0,0,0,0,0.66000003,0,0.21877849,13.31,0.022,0,0.72600001,0.671,1.2364,0,0,0,0.011,0.66000003,0,1.98,0,0,0,0,0,0,0,0.0022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7670002,0,0,0,0.25189999,0,41.1917,0,0,0,0,0,0,0,0,0,0,0,0.0022,0,0,0,0,0,0,0,0,0,0.242,0,0,0,0,3.4100001,0.2013,0,0,37.598,0,0,0,0,7.04,0,4.9499998,0,8.25,27.280001,0,0,1.177,0,0,0.0176,0,0,1.837,0,0,0,0.022,0,0.044,0,0.055,0,0,0,0,0,0
"Ethiopia",30.705,5.3800001,0,0,0,0,0,0,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,0,0.0020000001,0,0,0.029999999,0.34999999,0,0,0,0.07,0,59.320999,1.1,14.698,14.77191,0.69809222,27.459,15.16,1.627,0.31,0,15.386,5.7919998,5.0640001,1.618,6.1919999,89.615997,0,0,8.3780003,5.1370001,0.029999999,2.776,2.0020001,213.44,0.26199999,18.599001,0.56699997,4.4429998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018999999,0,0,0,0,0,0,0,0,0,5.5300002,0.46799999,0,0,0,1.438,0,0,0,0.001,2.776,0.0020000001,0,0,0,0,0,0,0.001,0,0,0,0,0,0.30000001,0,0.029999999,0,1.33,0,0.014,0,5.1100001,8.6750002,0.34999999,0.177,0.012,0,0,0.1,0,0,3.9660001,0,3.5550001,0.079999998,20.743999,70.257004,8.4200001,0,0.40900001,2.1400001,0,0.73199999,0,0,0.49200001,0,0,0,0.082000002,5.527,0,0,5.5320001,0,0.029999999,0,0,0,0
"Angola",174.35001,0.76999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.896004,0,0,0,17.545,0,48.950001,0.33000001,32.560001,33.086399,1.5635999,127.93,21.780001,14.795,89.650002,0,0,4.0040002,7.8099999,7.1609998,5.5423884,65.779999,0,0,9.2729998,0.242,0,0,5.3130002,0,0.40700001,42.459999,1.881,15.147,0,0,0,0.00055045658,0,0,0,0.0044,0,0,0,0,0,0,0,0,0,0,0,0,3.0624001,0,0,5.5145235,0,0,0,0,0,0,0,0,0,0,0,0.069300003,3.7543001,0,0,0,0,0,0,0,0,0,0,3.3659999,0,0,0,0,2.4100001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66000003,0,5.9400001,0,0.22,57.09,0,0,0,0.18700001,0,0,0,0,8.1619997,0,0,0,0.011,0,0,0,0.033,0,0,0,0,0,0
"Mozambique",29.040001,25.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,0,0,0.022,108.57,0,0,0,0,0,27.389999,0.22,14.96,8.402895,0.3971048,73.260002,8.6899996,9.8669996,71.653999,0,0,0,3.96,4.0370002,7.5113945,37.400002,0,0,1.804,0.011,0,0,0,0,1.023,24.530001,8.316,1.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4025,2.2858,0,0,0,0,0,0,0,0.0253,26.3736,0.70950001,0,0,0,0,0,0,0,0,0,101.332,0,0,0,0,0,0,0,0,0,0,0,9.46,0,0,0,0,0,23.32,0,0,5.1700001,0,3.1900001,0,4.29,19.58,0,0,0,38.939999,0,0.0088,0,0,8.151,0,0,0,10.45,3.135,1.705,2.75,0.55000001,0,1.661,0,0,0,0
"Zambia",95.068184,4.8527274,0.0054545454,0,0,0,0.00090909092,0,0,0,0,0,0,0,0.0090909088,0,0,0,0,0,0.02,0.018181818,0,0,0.0018181818,0,0,0.00090909092,9.4172726,0,0,0,0.0090909088,0,129.64455,1.5045455,16.347273,20.97859,0.99140823,25.082727,12.904546,2.7490909,1.0381818,0,0.55000001,0.080909088,2.5,0.032727271,2.2409091,33.011818,0,0.0090909088,10.101818,0.49000001,0.010909091,2.8636363,15.620909,2.4436364,2.6900001,12.556364,2.7290909,4.2045455,0,0,0,0,0,0,0,0.053636365,0,0,0,0,0.0099999998,0,0,0,0.011,0,0,0.0063636363,0,0,0,0.0054545454,1.1581818,0.01909091,3.9509091,2.9545455,0.013636364,0,0,0,0.040909089,0,0.0036363637,0,52.233635,1.8309091,144.95909,0.0063636363,1.7327273,4.1881819,0,0,0.0036363637,0,0,0,0,0,0,0.095454544,0.0036363637,0,0.13545455,0,0.34545454,0.00090909092,1.6127273,193.07819,0.00090909092,0,0.00090909092,83.739998,0,0.06818182,0.0036363637,0,3.2036364,0,12.913636,0.23454545,3.9263637,62.165455,17.852728,0,0.87818182,4.2927275,0.19,0.0045454544,0,0,0.077272728,0.0045454544,0,0,1.3372728,2.0836363,0.12636364,0.0027272727,9.5636368,0.11181818,0.07,0,0,0,0
"Zimbabwe",148.798,37.494999,0,0,0,0.0020000001,0.0020000001,0,0.001,0,0,0,0,0,0.059,0,0,0,0.001,0,0.0080000004,0.014,0,0,0,0,0,0,3.256,0,0,0.18099999,0.22,0.015,236.23199,0.155,27.496,10.49407,0.49592969,79.148003,33.228001,4.6999998,1.39,0,0.041000001,0.36700001,9.2180004,0.71899998,1.887,36.580002,0.048999999,0,1.957,0.107,0.0040000002,0.38499999,0.23899999,2.7060001,5.9749999,13.101,1.21,2.6129999,0,0,0,0,0,0.082999997,0,0.0020000001,0,0,0,0.146,0,0,0,0,0.003,0,0,0.118,0,0.0060000001,0,0.91100001,0.73500001,0.001,0.28400001,0.15000001,0,0,0,0,0.044,0,8.3409996,34.216,0,14.958,363.552,0.0070000002,45.313,4.395,0,0,0.013,0.001,0.80599999,0,0,0,0,0.0070000002,0.1,0,0.001,0,0,0,11.112,0,0,0,0,0,0,0,0,0,2.174,0,14.063,2.312,1.5140001,80.985001,1.8380001,0,0.28200001,6.8959999,0,0.90200001,0,0,0.126,0,0,0,3.612,2.0139999,0.184,0.266,6.4590001,0,0.442,0,0,0,0
"Malawi",9.29,1.1109999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,44.137001,0.171,4.927,1.928846,0.091153599,6.9720001,2.306,0.52600002,0.094999999,0,0,0,1.553,0,0.001,3.161,0,0,0.17,0.029999999,0.0020000001,0,0,0,2.26,1.535,0.20999999,2.9949999,0,0,0,0,0,0,0,0.052999999,0,0,0,0,0,0,0,0,0.001,0.016000001,0,0,0,0,0,0,0,0,2.158,0.126,0,0,0,0,0,0,3.052,6.5770001,16.879999,0,105.991,0,0,0,0,0,0.0089999996,0,0,0,0,0,0,0.011,0,0,0,0,0,0,1.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,16.500999,4.4520001,0,0.61199999,0.0099999998,0,0,0,0,0.02,0,0,0,0.60699999,11.024,0,0,0.81099999,0.001,2.02,0,0,0,0
"South Africa",2368.3,188.10001,0.34999999,0,0,0,0,0,0.018999999,0,0,0,0,0,0.2,0,1.351,0.027000001,0,0,0.071999997,0,0.46000001,0,0,0,0.88,5.5,102.8,0,6.1630001,0,19.15,7.823,2089.7,33.779999,236.5,218.4753,10.32472,639,263.89999,96.129997,22.32,0,0,0,73.800003,0,0,545.09998,0.34,0,0,4.96,0,0,0,0,69.239998,160.3,55.470001,60.419998,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020000001,0,0,0,0,0,0.23493251,0.2,0,2.806,0,0,0,0,0,0,0,0,2.9619999,189.88901,13.63,0,0,0,0,0,0,3.7119999,0,0,0,0,0,0,0,0.89999998,0,0,0,0,0,78.400002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1651.6,0,0,0,0,0,15.052,0,0,1.45,0,0,0,0.43000001,0,0.31,0,145.11,0,16.040001,0,0,0,0
"Lesotho",6.3000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.563,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.40000001,0.76389962,0.036100399,1.1,0.1,0,0,0,0,0,0,0,0,0.2,0,0,0.0099999998,0,0,0,0,0,0,0.80000001,0.079999998,0.34999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58169466,0,2,0,0,0,0,0,0,0,0,0,0,0,0.090000004,0,1.97,0,0,0,0,0,0
"Botswana",5.0999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0.02,0,9.1000004,0.25,0.1,2.2916989,0.1083013,1,2.2,0.19,0.079999998,0,0,0,0,0,0,0,0,0,0.059999999,0,0,0,0,0,0.029999999,0.80000001,0.02,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,34.469002,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.57111841,0,0.059999999,0,0,0,0,0,0.02,0,0,0,0,0,0.079999998,0,0.090000004,0,0,0,0,0,0
"Swaziland",1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,0.02,0.1,0.57292467,0.0270753,1,0,0.050000001,0.079999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099999998,0.30000001,0.12,0.37,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0.0020000001,0,0,0,0,0,0,0.24223612,0,0,0,0.046999998,0,0,0.001,0,0,0,0,0.579,1.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30000001,0,0,0,0,0,0,0,0,0,0,0,0,0.30000001,4.1999998,10.22725,0,0.31999999,0.43000001,0,0,0,0,0.039999999,0,0,0,0,0,0.039999999,0,0.75999999,0,0,0,0,0,0
"Madagascar",23.277,2.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,2.01,0,0,0,0,0,6.1799998,0.02,6.4310002,6.7509632,0.31903759,143.467,2.951,0.84799999,0.059999999,0,6.6929998,0.003,1.2,0.23999999,0,14.593,0,0,0.223,0,0,0,0.156,4.1550002,0.059999999,2.385,0.079999998,1.9299999,0,0,0,0,0,0,0,0.0089999996,0,0,0,0,0,0,0,0,0,0.0080000004,0.011,0,0,0,0,0,0,0,1.036,0,0,0,0,0,0,0,0,0,0.0070000002,0,0,0,0,0,0,0.072999999,0.287,0,0.054000001,0,0,0,0,0.001,0.039999999,0,0,0,0,0,0,66.612999,0,0,0,0,11.638,0,0,0,9.1789999,0,0,0,0.60000002,25.622999,3.974,0,6.1129999,0,0,0.026000001,0,0,4.178,0,0,0,1.647,8.8500004,0,0.80000001,0.0099999998,0,0,0,0,0,0
"Comoros",0.76999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,0,2.2,1.260434,0.059565701,17.82,0.11,0.176,0.077,0,0,0,0,0,0,2.2,0,0,0,0.011,0,0,0,0,0,0,0.264,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5892999,0,0,0,0,0,0,0,0,0,0.1496,0,0,0,0,0,0.1188,0,1.2639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mauritius",24.298,0.89999998,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0.58999997,0.68699998,0,0.0020000001,0.017000001,0.001,0.037,40.875,0.59299999,4.5110002,5.4427838,0.25721559,46.926998,4.7270002,2.7609999,0.212,0,0.0080000004,0.0099999998,0.66600001,0.53500003,0.059999999,14.581,0.003,0,0.037999999,0.017999999,0.0049999999,0.003,0.017000001,1.854,0.51599997,1.358,0.168,2.0810001,0.014,0,0,0,0,0,0,0.003,0,0,0.0099999998,0.255,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0,15.264,0.079000004,0,0,0,0,0.583,0,0.264,0,1.003,0.127,41.241001,0.0099999998,0.324,0.068000004,0.44999999,0.0020000001,0,0.20999999,0.77200001,0,0,0.003,0.001,0.012,0.237,0.126,0.12,0.001,0,0,3.1470001,0,0,6.0630002,3.141,69.029999,0,0,0,0,21.528,0,7.7449999,0,5.5799999,18.764,14.851,0,1.881,0.02,5.8829999,0.377,0.55000001,0.15899999,4.118,0,0,0,7.7090001,9.1070004,0.124,0.23800001,27.872999,0,14.344,0,0,0.0020000001,0
"Seychelles",2.5999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,0.1,2.5999999,1.050362,0.0496381,5.1999998,0,0.0099999998,0.0099999998,0,0,0,1.8,0,0,3,0.69999999,0,0,0,0,0,0,0,0.02,1.9,0.28999999,0.69999999,0,0,0,0,0,0,0,0.0049999999,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,3.8,0.044,0,0,0,3.7,0,0,0,0,0.40000001,0,9.1999998,0,0,0.80000001,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30000001,0,1.5,9.3999996,0,0.1,0,0,1.6,0,0.30000001,2.0999999,0,5.8000002,4.3000002,0,1.8,0,0,0.026000001,0,0,0.1,0,0,0,0.5,5.6999998,0.02,0,1.8,0,0.2,0,0,0,0
"Morocco",257.51999,99.449997,0,0,0,11.3,0,0.68000001,0,0,0,0,0,0,2.95,0,0.20999999,0,0,0,0.12,0,2.3800001,0.75999999,0.97000003,0,0.47999999,0,65.690002,0,0,0,14.71,0.31,150.67,7.6100001,101.33,79.999382,3.780618,1069.96,31.379999,309.04001,46.610001,0,30.559999,66.370003,12.73,5.5599999,9.9399996,177.31,0.07,0,14.39,1.6900001,0.022,8.3100004,14.12,219.64,8.7799997,50.450001,3.78,14.75,0,0,0,0,2.3699999,0,0,2.45,0,0,0,23.030001,0,0.45899999,0.07,0,0.98000002,0.27000001,4.0799999,4.1300001,10.86,0,0,0.37552685,1.38,0,0.059999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31400001,0,0.014,0,0,0,3.45,1.87,0,0,3.5999999,173.17999,1.39,0.039999999,2.6700001,0,0,580.5,0,0,123.62,0,0,0.0099999998,0,0,49.720001,0,7.6799998,0,5.4400001,102.55,5.23,0,0.23,1.37,0,0.048999999,0,0,31.879999,0,0,4.3800001,4.54,0.52999997,0.94999999,13.57,11.33,0,0.72000003,0,0,0,0
"Algeria",815.67999,429.76999,0,90.720001,0,6.3200002,0,0.079999998,0,0,0.139,0,0,0,3.0699999,0,0,0,0,0,6.6199999,0.17,26.74,0.0099999998,0,0,1.22,0.15000001,180.46001,1.3,2.3599999,0.16,144.3,2.9400001,376.67999,34.59,262.32999,410.5101,19.39992,2254.1499,115.64,803.53998,8.9300003,0,97.379997,41.5,125.16,89.970001,54.470001,724.02002,1.13,9.3599997,220.3,72.239998,0.34999999,19.57,80.110001,79.050003,95.32,119.31,8.3100004,39.040001,2.71,0,0,0,0,0,3.3299999,0.0080000004,0.024,4.0700002,2.1500001,30.24,0,0,0.02,0,0.0049999999,0.001,13.79,0,3.45,0,0,0.0054777013,3.53,5.3299999,0.079999998,11.7,6.1079998,6.0799999,0,0,2.8800001,8.3299999,3.5799999,0.56999999,10.02,0,0,0.029999999,2.55,0,12.79,0,0,0.30000001,0,0,35.59,0.08955092,0.0099999998,0,139.25,0,0.88999999,40.669998,9.0200005,0.029999999,0,5.98,0,0,0.37,0,0,0.029999999,0,0,141.55,0,1.6,7.1100001,1.26,785.56,28.889999,0,4.0100002,3.23,2.05,0.07,0,0,7.0300002,0,1.3200001,0,4.7600002,6.0500002,9.1700001,5.8899999,0.80000001,0,5.1599998,0,0,0,0
"Tunisia",250.47,89.650002,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.375,0,0.85000002,0,0,0,0,0,33.799999,0,0.22,0,1.92,4.2080002,68.620003,6.98,82.910004,83.169563,3.9304349,881.12,40.279999,173.28,4.6599998,0,7.9200001,32.23,42.650002,9.4899998,9.5100002,506.32999,0.66000003,0,30.92,104.06,0.0060000001,8.6099997,18.629999,17.92,23.370001,36.040001,1.28,12.16,0,0,0,0,0,0,0,0.176,0,0,0,6.79,0,0,0,0,0,2.54,0.037999999,0,0.83099997,0,0,0.90412503,0,0,0,0,0,0,0,0,0,0,0,0.30000001,0.75700003,0,0,0,0,0,0,0,0,0,19.98,18.48,0,8.8100004,1.342,0,24.65,0,4.7199998,16.84,0,0,0,124.27,0,0,0,0,0,0.1,0,0,22.379999,0,0,0,1.6,58.43,6.3800001,0,2.27,0.54000002,0,0.34,0,0,3.1500001,0,0,0,0.07,1.96,0.37,1.5599999,0.23,0,0.94,0,0,0,0
"Libya",331.10001,105.6,0,34.200001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31900001,0,0.0022,0,0,0,12.287,0,0,0,0.64899999,0,505.78,62.172001,210.98,113.5441,5.3658791,471.13,95.040001,293.832,2.299,0,14.9,253.78101,133.42999,89.033997,23.9,2354.77,8.8000002,1.7,196.625,123.904,11.9856,90.599998,161.37,32.299999,53.713001,103.73,9.3719997,36.685001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8267999,0,4.1536002,0.0154,0.075900003,0,0,0,0,0,0,7.6999998,0,0,0,0.0055,0,0.1,0,0,0,0,5.5967999,0,0,0,0,0,0,0,0,0,0.81400001,0.29699999,84.095001,0,0,0.5,258.04901,0,0.066,44.616001,9.8999996,0,0,0.99000001,0,0,0.11,0,0,2.97,0,0,185.13,0,11.88,0,193.16,313.94,9.9586134,0,11.506,0.011,0,8.5150995,0,0,0.033,0,0,0,0.14300001,6.0279999,0,0.88,32.208,0,0,0,0,0,0
"Sudan",122.008,3.3380001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059999999,0,0,0,0,0,43.207001,0,0,0,0.079999998,0,152.57201,0.117,55.236,40.39119,1.90881,65.360001,10.447,10.75,0.32699999,0,5.862,1.617,6.198,0.56099999,15.645,26.507,0.30000001,0,1.869,10.207,0.16,2.714,5.8309999,0.21699999,0.184,8.0579996,0.82700002,3.023,0,0,0,0,0,0,0,0,0,0,0,0.986,0,0,0,0,0,0,0,0.023,0,2.2349999,0,0,0,0,5.875,4.0970001,0,0,0.021,0,0.193,0,0,0,0.801,0,0,0,0,0,0,0,0.271,0,0.02,0,0.18799999,0.17910184,0,0,3.391,0,67.376999,0.38299999,2.701,0.018999999,0,206.181,0,15.931,109.958,3.471,0.214,1.61,0,0,27.226,0,9.8610001,0,18.041,50.209,29.073999,0,6.1919999,9.0200005,0,1.531,0,0,3.6129999,0,0,0,1.891,9.2690001,0.090000004,0.011,7.8600001,0,0.48300001,0,0,0,0
"Iran",121.9,173,0,0,0,0,0,0,0.003,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,26,222,0,0,0,152,61,709,11,312,322.74759,15.25243,382,296,359,2,0,120,63,194,211,57,552,0.0099999998,0,208,19,0.018999999,229,463,270,78,210,15,100,0.55699998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.38,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,7.5599999,9,2,0,0,774,0,0.029999999,18,2,0,0,7,0,8,102,1,15,127,0,0.17091623,51,0,36,4,400,1250,96,0,109,17,4.5798521,15,0,0,124,0,0,0,3,68,0,3,295,0,290,0,0,0,0
"Turkey",808.65997,74.25,0,0,0.02,0,1.806,0,0,0,0,0,0,0,12.51,0,0.11,0,0,0,0.059999999,0.55000001,0.02,8.04,0,0.0099999998,0,0,34.91,0.20999999,0.029999999,0,0.98000002,3.0699999,431.10001,1.53,157.41,137.8075,6.5125189,259.57999,328.95001,94.699997,4.9000001,0,21.209999,43.990002,117.7,23.48,42.040001,411.94,0.15000001,2.1700001,23.610001,14.41,0.11,59.830002,103.58,106.34,27.85,101.72,28.809999,23.549999,0.029999999,0,0,0,0,0,0,1.75,0,0,0,0.15000001,0,0,4.4000001,0,3.23,3.21,0,0,0.15000001,0,0,0,0,0,0.11,0.075000003,0,0,0,0,0,0,0,0,0.34,0,29.209999,0,0,0,0.02,0,0,0,46.75,8.6899996,17.67,889.62,0.02,747.71002,0,1417.58,13.07,14.22,2.9200001,7.5100002,26.15,494.54999,0,0,92.389999,0,0,0.41999999,0,0,2.75,0,7.46,0.81,5.4000001,355.37,2.0799999,0,11.4,7.2199998,0,0.18000001,0,0.029999999,0.38,0,0.0099999998,0,27.74,23.41,0.74000001,0.86000001,14.29,0,1.23,0,0,0,0
"Iraq",930.82001,172.7,0,0,0,0,0,0,0,0,0,0,0,0,11.22,0,0,0,0,0,0,0,0.044,0,0.0011,0,0,0,349.67899,0,0,0,127.039,0.1925,1677.83,91.794998,322.19,354.39209,16.74789,1587.52,369.04999,299.10101,74.25,0,0,284.80099,287.42999,300.608,188.22243,1827.21,8.6350002,0,791.68103,128.326,42.044201,0,903.16602,0,169.16901,518.87,28.809,157.498,0.0242,0,0,0,0,0,1.3398,0,0,0,0,0,0,0,0,0,0.0308,0,0,0,0,0,0,0,0,0,0,0.1056,0,0,0.0022,0,0,0,0,0,40.791302,0,0,0,0,0,0,0,0,0,16.863001,0,3.839,0,2.6487999,0,671.47302,0,0.73699999,0.132,0,208.912,0,58.41,0,0,981.75,0,0,79.75,0,0,133.87,0,29.59,0,0,3019.3899,76.690628,0,35.629002,31.118999,0,51.369999,0,0,22.66,0,0,0,25.586,26.059,13.816,4.1799998,220.935,0,19.030001,0,0,0,0
"Egypt",1726.46,107.72,0,56.150002,0.0023210368,0,0.0070000002,0,0,0,0,0,0.02,0,0.2,0,0.69999999,0,0,0,0.02,2,0.18000001,9.6300001,0,0,3.96,0.37,95.989998,0.001,0,5.6100001,102.46,32.59,397.98999,110.37,318.32001,125.5087,5.9313021,681.28998,174.88,213.05,3.03,0,81.93,47.740002,55.450001,30,134.27,686.51001,1.26,1.3099999,133.59,311.13,15.87,19.059999,197.75,175.67,109.33,156.91,6.8699999,54.25,0,0,0,0,0,0,0,0.36000001,0,0,0,4.4099998,0.059999999,0,2.71,0,6.6599998,0,1.76,0,0,0,0,0.19,1.47,0.15000001,6.0500002,0.61000001,0,0,0.12,0,7.0700002,0,0.56999999,5.9299998,9.2399998,2.6800001,0,0,0,0,0,0,0.315,0,0.54000002,1.74,0.090000004,0.41999999,43.119999,0,107.36,0.92000002,0,0.28,35.599998,0.07,68.980003,52.139999,0.11,0.029999999,3.8900001,0,4.0700002,2.1800001,0.039999999,0.28,56.400002,0,49,3.01,41.360001,412,60.57,0,1.37,6.3800001,0,40.169998,0,0,6.0700002,0.46000001,0,0,2.6199999,30.98,3.28,13.89,213.44,0,7.9400001,0,0,0,0
