"","United States of America","Canada","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Mexico","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Ethiopia","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Madagascar","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Pakistan","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Republic of Vietnam","Malaysia","Singapore","Philippines","Indonesia","Australia","New Zealand"
"Ethiopia",13.5,0.60000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,1.912339,0.0876607,4.8000002,1.8,0.1,0,0,0,0.60000002,2.4000001,0.80000001,2.0999999,27.1,0.050000001,0,1.5,0.30000001,0.1,0.30000001,0.2,1.6,0.1,1.9,0.60000002,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69999999,0.1,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.1,6,0,2.0999999,0.1,0,0.40000001,0,2.4000001,0.69999999,0,0.89999998,0,0,2.2,0,0,0,0.1,19.5,2.0999999,0.60000002,0,0.60000002,0,0,0.40000001,0,0,0,0,0.1,0.89999998,0,0,0.2,0
"Zambia",46.110001,5.02,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,88.036362,0.1,6.6218181,2.629467,0.1205335,8.6772728,2.2636364,0.22818182,0.37363636,0,0.11,0.15000001,1.6018182,0.32090908,1.7318182,17.375454,0.20999999,0,2.9300001,0.027272727,0,0,0.11,0.49818182,0.14272727,3.6863637,0.81818181,2.0754545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33000001,0.2,4.0754547,19.6,0,0,0,0,0,45.129089,1.1209091,104.36,0,0,0.66000003,0,0,0,0,0,0.92363638,0,0,0,0,0,0,1.8836364,1.6972728,0,0,0,0,0.74545455,0,0.22,0,0,26.043636,2.4036365,2.0818181,0,0,0,0,0,0,0,0,0,0.13,0,0,0.11,12.333636,0.5
"Zimbabwe",4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30000001,2.7,0,4.6999998,1.816722,0.083277702,4,2,0,1.8,0,0,0,1.3,0,0,1.4,0.0099999998,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8499999,0,1.7,0,0,0,0,0,0,0,0,0,3.5999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0
"Malawi",2.2,0.55000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.110001,0,0.69999999,0.31553599,0.014464,0.5,0.22,0,0.11,0,0,0,0.11,0,0.44,1.1,0,0,0,0,0,0,0,0,0.22,0.44,0.11,0.44,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40000001,0.1,0,0,0,0,5.3899999,16.17,0,5.9400001,0,0,0,0,0,0,0,0,2.6400001,0,0.11,0,0,0,0,0.11,0.44,0,0,0,0,0,0,0,0,0,6.5999999,1.21,0.11,0,0.11,0,0,0,0,0,0,0,0,0.11,0,0,1.21,0.11
"South Africa",427,73.5,0,0,0,0,0,0,0.69999999,0.60000002,0,0,0,2.0999999,0,0.2,1.9,0,3.05,0.40000001,11.4,0,0.003,0,1.9,1,726.20001,0.80000001,65.599998,30.406191,1.393806,95.599998,43.900002,8,4.8000002,0,0,0,13.3,0,0,105,0.25999999,0,0,0.2,0,0,0,0,9.6999998,39.700001,11.3,10.6,0,0,0,1.013,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.40000001,0,1.4,3.9000001,0,0,0,0,0,0,0,35.832001,0,1.3,0,0,0,0,0,0,0,0,0,66.099998,0.1,23.700001,0,0,0.050000001,0,4,13.2,0,9.6899996,0,0,0,0,0,0,1,157.10001,0.1,0,0,17.200001,0,0,1.7,0,0,0,0,2.8099999,0,0.89999998,0,45.700001,3.9000001
"Lesotho",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Botswana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Madagascar",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,3.3,1.912339,0.0876607,94,0.2,0.1,0,0,0,0,0,0.1,0,3.5999999,0,0,0,0,0,0,0,0,0.1,0.60000002,0.1,0.1,0,0,0,2.0999999,0.001,0,0,0.1,0,0.30000001,0,0,0,0,0.89999998,0,0.1,0,0,0,0,0,0.60000002,0,0,0,0,0,0,0,0.1,0,0,0,0,1,1.1,0.1,0,0,1.3,0,0,0,0,0,0,0.30000001,0,0,0,0,0,0,0,0,0,0,3.9000001,0.2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
"Morocco",52.599998,3.8,13.9,0,0.43000001,0,0,0,0,0,0,0,0,0,0,0.1,0.69999999,0,0,0,8.5,0,0,0,0.30000001,0,17.6,0.1,11.7,5.545784,0.25421619,193.8,4.5,15.1,5.4000001,0,2.5,6.8000002,2.0999999,0.89999998,3.5999999,18.4,0,0,1.4,0.2,0,2.9000001,4.6999998,18.9,1.7,8.1999998,1.9,1.8,0,0,0,0.69999999,0.1,0.0020000001,0.1,3.5999999,0,0.60000002,0,0,0,0,1,0.1,0.60000002,0.30000001,0.80000001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69999999,0,6.4000001,0.40000001,0.40000001,0,0,0,0,0.30000001,0,0.30000001,0,0,2.5,0,0.050000001,0,0,13.2,0,13.2,0,0,5.3000002,0.30000001,1.6,0,0.30000001,0,0,0.2,0,0,0,0,3.4000001,0,0,0,0,0
"Algeria",51,4.9000001,3,0,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,12.4,0,0,0,3.3,0,10.5,0,9.3000002,6.4063358,0.2936635,380.29999,2.2,2.8,0,0,2.2,3.9000001,2.8,0,4.0999999,20.799999,0,0,6,4.8000002,0,3.2,0.40000001,28.700001,2,2.0999999,0.30000001,1.4,0,0,0.40000001,0.041000001,0,0.048999999,0.1,12.6,0,0.30000001,0,0,0,0,0.69999999,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,4.0999999,0,1.4,0.30000001,0.5,0.89999998,0,0,3.0999999,0.1,0.27000001,0,0,0,0,0,0,0,6.3000002,0,0,0,0,6.9000001,0.89999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tunisia",66.300003,0.1,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.027000001,0,0,0,4.5,0,5,3.0597429,0.14025719,82.900002,1.5,1,0,0,1,4.5999999,2.3,0.60000002,2.5,16.200001,0,0,4.6999998,0.30000001,0,4.3000002,2.0999999,8.3999996,0.60000002,2,0.60000002,1.6,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.89999998,0,0.1,0.1,3.4000001,0.2,0,0,0,0.059999999,0,0,0,0,0,0,0,1.2,0,0,0,0,0.2,5.3000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Libya",59.900002,0.40000001,0.89999998,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,52,0.2,20.299999,7.4581232,0.34187689,29,4,7.9000001,0,0,0.69999999,6.5,1.9,3.7,4,136.5,1.8,0.1,7.3000002,4.6999998,0.40000001,8.6000004,6.8000002,3.2,0.30000001,1.9,0.40000001,2.5999999,0,0,0,0,0,0,0,0.40000001,0,0,0,0,0,0,0,0.1,0,0,0.2,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0.1,9.6999998,0,0.1,0.1,1.7,0,1.5,1,8.8999996,0,0,0,0,0.1,0,0,10.1,0,0,0,0,18.9,1,0.2,0,3.4000001,0,0,0,0,0,0,0,0,0.2,0,0,0.69999999,0
"Sudan",18.6,0.30000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,47,0.30000001,6.5999999,4.3983798,0.2016197,4.9000001,2.3,0.2,0,0,1,2.7,1.8,2.9000001,2.2,9.3999996,0,0,1.1,0.69999999,0.30000001,0.5,4.0999999,3,0.30000001,1.1,0.30000001,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.89999998,0,0,0,0,0.60000002,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.1,9.5,0.5,2.0999999,0,0,0,0,0.07,0,0,17.1,0,0,0,0,13.2,22.700001,0.2,0,0.1,0,0,0.1,0,0,0,0,1,0.40000001,0,0,2.0999999,0
"Iran",208.60001,1.9,3.9000001,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,2.1700001,0.30000001,0,0,0,0,1.6,0,139.60001,0.1,45.799999,19.98394,0.91605479,59,20.9,2.0999999,0.5,0,1.5,3.7,17.1,5.5999999,9.6999998,57.900002,0,0,10.9,0.5,0.1,5.5,14,30.799999,4,14.6,4.1999998,16.4,0,0,0,0,0,0.017000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.40000001,0.5,0.2,0,0,0,0.1,0.1,0,0,2,0,0,0,2.4000001,0,0.30000001,0.1,0.1,0,0.2,2.9000001,0.5,0.2,4.1999998,0,9.1999998,0,0,0.02,5.3000002,0.5,5.8000002,0,7.0999999,0,1,77,23,3.5,0,4.5,0,0,0.89999998,0,0,0,0,4.0999999,0.5,0.1,0,11.9,0.30000001
"Turkey",123.8,1.9,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.30000001,0,0,0,0.1,0.1,88.800003,0.30000001,15.4,11.47404,0.5259645,27.4,19.5,1.9,2.0999999,0,12.5,7.4000001,10.1,17.299999,13.2,50.5,0.18000001,0.1,5.3000002,0.2,0.1,5.3000002,7.5999999,27.700001,3.5999999,10.6,2.3,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0.30000001,0,0,0.69999999,0,0,0,0,0,0,0.40000001,0.2,0,0,0,0,0,0,0,0.80000001,0,0,0,0.80000001,0,5.0999999,1.8,0.1,0.2,0,23.299999,0.89999998,5,0.5,0.2,8.5,8.1999998,0,0.14,0.40000001,0,0.1,0,0,0,0,17.1,0.30000001,2.4000001,0,0,0,0,0.30000001,0,0,0,0,1.1,0,0,0,8,0
"Iraq",38.900002,0.80000001,0.80000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,54.299999,0.40000001,10.6,11.18718,0.51281542,17.1,6.1999998,0.60000002,1.2,0,2.5999999,3.8,3.8,3.9000001,6.8000002,21.799999,0,0,1.9,2.5999999,0,4.1999998,4.8000002,34.900002,1.7,10.8,1.5,5.6999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60000002,0,1.1,0.60000002,0.2,0,0,0.80000001,0,0,0,0,0,0,0,0,0.1,0,0,0,0.89999998,2,2.9000001,0,5.5,2,8.1000004,2.5,0,2.5,0,0.0099999998,0.89999998,0,17.6,0,0.5,0,0,25.799999,8,3.7,0.1,10.8,0,0,1.1,0,0,0,0,10.3,1.4,0,1.7,12.9,0.1
"Egypt",69.300003,1.3,8.6999998,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,3.0999999,0,0,0,0.30000001,0,29.9,0.60000002,8.8999996,1.816722,0.083277702,36,7.9000001,26.4,0,0,32.799999,17.5,2.7,7,23.799999,27.799999,0,0,26.6,8.3000002,0.5,10,42.900002,165.2,6.9000001,12.1,0.69999999,1.5,0,0,0,0.032000002,0,0,0,0,0.30000001,0,0,0,0.40000001,0.1,0,0.2,0,0,0,0,0,0,0.30000001,0.1,0,0,0.80000001,0.40000001,0,0,0,0,0,0,0,0.30000001,5.1999998,0,0.40000001,15.2,1.6,1.8,2.7,0,2.9000001,2.0999999,0,0,13.6,0,5.1999998,4.3000002,0,23.299999,0,0,0.2,0,9.1000004,42.200001,3.9000001,0,5.1999998,0,0,0.30000001,0,0,0,0,1.4400001,2,0.1,0,5.0999999,0.1
"Syria",9.3999996,0.30000001,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0,0.40000001,0,16.700001,0.1,3.5999999,3.4422109,0.1577893,20,4.3000002,1.1,1,0,3.8,2.5,5.0999999,4.5,15.2,29.6,0,0,1.6,0.5,0.1,1.7,13.7,27.6,1.3,1.6,0.40000001,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.69999999,3,17.1,1.3,0,9.5,3.5999999,0,0.40000001,0,0,0.1,0,13.6,0,0,0,0,8.1000004,3.2,0.1,0,2.5,0,0,0,0,0,0,0,0.13,0,0,0,1.4,0
"Lebanon",46.419998,1.8200001,0.23,0,0,0,0,0,0.090000004,0,0,0,0,0.2,0,0,0.0099999998,0,0,0.30000001,2.71,0,0,0.16,1.14,0,28.58,0.41999999,11.04,10.17365,0.4663552,39.34,8.2399998,4.8000002,1.27,0,3.3499999,2.4200001,4.6799998,3.54,8.8800001,35.34,0.07,0,2.27,2.21,0.41,7.3400002,7.6199999,5.6300001,2.1900001,7.2800002,0.85000002,7.5700002,0,0,0.0099999998,0.02,0,0.1,0.0099999998,0.55000001,0.15000001,0,0,0,0.18000001,0,0.059999999,0.050000001,0.40000001,0,0,0.36000001,0.1,0.1,0.039999999,0.1,0,0,0,1.77,0,0,0,0.72000003,0,0,0.029999999,0.28,0.12,0.029999999,0.14,1.26,1.9,11.75,16.870001,4.0300002,51.25,0,4.2399998,0,12.49,0.1,0.029999999,0.74000001,2.1400001,8.1999998,0,0.20999999,0,0,13.41,2.71,0.43000001,0,1.12,0,0,0.079999998,0,0,0,0,0.029999999,0,0.23,0.25,12.48,0
"Jordan",18.799999,0.69999999,0,0,0,0,0,0,0,0,0,0.1,0,3.5,0,0,0,0,4.2399998,1.8,1.2,0,0,0,0.40000001,0,18.9,0.1,4.5,2.007956,0.092043802,4.6999998,1.1,0,0.60000002,0,0.80000001,1,1.1,1,3.5,5,0.02,0,1.8,0.40000001,0.40000001,0.30000001,2.3,3.3,0.2,1.5,0.2,1.1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0.2,0.80000001,1.8,0,0,0.1,0.60000002,0,0,0,0,0,0,0,0,0,0,0,0.80000001,0.1,0.69999999,1.1,3.4000001,7.5999999,10,0,0,5.8000002,0,0.30000001,0,0,4.0999999,0,0,0,0,5.6999998,3.0999999,0.2,0,0.89999998,0,0,0,0,0,0,0,0.2,0,0,0,1.4,0
"Israel",195.7,3.5,0,0.001,0,0,0,0,0.2,0,0,0,0.5,0.5,0.1,0.40000001,0.2,0,0.1,0.40000001,0.69999999,0,0.0080000004,0.1,9.8000002,1.2,146,0.69999999,35.700001,25.24288,1.157122,32.5,27.6,1,2.2,0,0,2.5999999,3.8,6.5999999,0.30000001,27,0.2,0,11.8,2.5,0.60000002,2.0999999,5.0999999,0.60000002,7,10.1,2.5,3.5999999,0.1,0,0,0,0,0,0,2.5,0,0,0,0.1,0.60000002,0,0,0.1,3.3,4,0,1.2,0.1,2.8,1.8,0.5,0,0,0,1.4,0.1,0,0,3.4000001,0,0,0,0,0,0,0,0,1.2,3.0999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.299999,0.1,0,0,0.2,0,0,0.1,0,0,0,0,0.60000002,1,0,0,2.9000001,1
"Saudi Arabia",113.6,0.69999999,0,0,0,0,0,0,0.30000001,0.40000001,0,0,0,0.40000001,0,0,0.30000001,0,1.36,0.2,0.1,0,0,0,0.1,0,40.799999,0.30000001,23.299999,13.00391,0.59609312,17.200001,2,0.30000001,0.5,0,0,2.2,2.8,0,1.7,39.200001,0.0099999998,0,3.5999999,0.89999998,0.30000001,0,3.3,3.4000001,0.80000001,2,0.1,0.60000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.7,3.2,0,0,14.1,6.1999998,0,0,0,0.1,0,0,0,0.30000001,0,0,0,7.9000001,0.80000001,0.1,3.7,7,15,29.299999,4.8000002,0,0,0.30000001,3.7,4.4000001,0,0,0,6.9000001,0,0,33.5,7.5999999,6.0999999,0,7,0,0,6.5999999,0,0,0,0,3.5,0,0,0,10.8,0
"Yemen Arab Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40000001,0,0.5,0.095616996,0.0043830001,0.89999998,0,0,0,0,0,0,0,0,0,1.1,0.050000001,0,0.30000001,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,7.3000002,0,0.02,0,0,0,0,6.9299998,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0
"Yemen People's Republic",3.0899999,0.40000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.370001,0,6.0100002,0.70756549,0.032434501,2.05,1.53,0.059999999,0.1,0,0,0.69,0.30000001,0,1.24,3.1400001,0.090000004,0,0,0.17,0.19,0,0,1.15,0,0.30000001,0.60000002,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2.02,0.5,0,0,3.76,2.1900001,0,0,0,0.31,0,0,0,0,0,0,0.1,0.34,23.75,0.0099999998,4.21,4.1599998,0.5,0.52999997,0,0,2.5,4.1700001,0,31.040001,0,1.84,0,0.050000001,0,0,25.73,7.3600001,2.49,0,2.97,0,0,1.85,0,0,0,0,0.50999999,2.75,0,0,7.3000002,0.07
"Kuwait",133.3,1.7,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,75.300003,0.40000001,12.7,7.840591,0.359409,16.9,9.8999996,1.5,0.2,0,0.69999999,5.0999999,2.0999999,2.9000001,3.7,27.9,0.30000001,0,3,0.89999998,0.1,1,4.4000001,10.8,0.2,4.0999999,0.69999999,6.0999999,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.69999999,0,0,0,0,0,0,1.2,0.40000001,0.5,0,0,1,0,0,0,0,0.60000002,0,0,0,0.1,0,0,0.1,0.1,11.1,0.60000002,7.0999999,3.5,4.6999998,17.9,4.6999998,0,0.69999999,0,0.02,0,0,17.700001,0,0.89999998,0,0.2,75.400002,18.6,5.5999999,0.89999998,3.0999999,0,0,1.1,0,0,0,0,1.5,1.7,0,0,14,0
"Afghanistan",17.745001,0.69999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5880001,0,1.3789999,0.095616996,0.0043830001,0.90799999,1.2970001,0,0,0,0,0,0.40000001,0,0.79400003,1.2690001,0,0,0.1,0,0,0,0,66.514999,0,0.2,0.1,0.30000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.855,0,0,0,0,0.551,0,0,0,0,0,0,0,5.618,0,0,0,0,10.628,6.3299999,3.2620001,0,0,0,0,0,0,0,0,0,0,0.84500003,0,0,0,0
"China",0,84.5,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.38999999,6.5,0,108.1,0.1,12.2,21.70505,0.99494952,93.199997,21.299999,0.2,0,0,0,0,13.7,0,0,73.900002,0.31,0,1,0,0,0,39.439999,0,11.9,43.900002,7.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0.80000001,0,0,2.5999999,0,0,0,0,0,4,3.0999999,7.6999998,0,0,0,1,8.7580004,0,0,0,0,0,0,8.3000002,3.5999999,0.60000002,0,7.5999999,3.9000001,0.60000002,5.3000002,18.9,7.8000002,0.15000001,0.2,0,0,0,0,0,0.38100001,0,0,0,0,0,288.29999,0,34.599998,8.1000004,31.5,0,0,0,6,0,0,0,6.5999999,0,0,0.69999999,194.39999,10.6
"Mongolia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60000002,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Taiwan",333,11.7,0,0,0,0,0,0,2.0999999,0.69999999,0,0.2,1.5,0,0,0,0,0,0,0.89999998,1.7,0,0,0,0.1,0.2,6.0999999,0,3.2,1.912339,0.0876607,3.9000001,4.8000002,0.1,0,0,0,0,0.40000001,0,0,8.6999998,0,0,0,0.1,0,0,0,0,0,1.5,2.3,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30000001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,1.5,1,0.80000001,0.1,0,0,0.07,0,0,4.5,0,0,0,0,0,0,0,0,3.0999999,328.20001,0.2,0.2,0,0,0,0,14.1,0,0,0,0,13.3,0,13.7,0,21,0
"North Korea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.69999999,0.095616996,0.0043830001,8.1000004,0.1,0,0,0,0,0,0.1,0,0,0.69999999,0,0,0,0,0,0,5.0799999,0,0,0.1,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1999998,0,0.1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,5.9000001,0
"South Korea",305.20001,8.3999996,0,0,0,0,0,0,0.80000001,0.2,0,0.1,0.1,0,0.1,0,0.69999999,0,0,0.1,0.60000002,0,0,0,1,0,5.3000002,0,6,1.912339,0.0876607,16.700001,0.5,0.1,0,0,0,0,0.1,0,0,6.4000001,0,0,0,0.1,0,0,0,0,0.2,2.2,0.80000001,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80000001,0,0,0,0,0,0,0,0,12,0.1,0,0.1,0,0,0,0.69999999,0,0,0,18.9,0,0,0,27.200001,0,0,443.10001,1.1,0.80000001,0,0,0,0,0.5,0,0,0.5,0,19.6,5,21.9,1.3,8.8999996,2.0999999
"Japan",3212.7,633.40002,26.1,2.5,0.2,1.1,1.8,0.1,171.8,18.799999,5.0999999,16.299999,51.299999,1.8,4,9.8999996,29.200001,2,12.9,154.60001,85.599998,10.7,0.69999999,166.89999,52.299999,2.5999999,257.10001,4.4000001,100.6,46.374229,2.125773,87.400002,87.099998,22.1,9.6000004,0,15.3,26.299999,7.0999999,1.4,18,54.799999,0.2,0,11.4,11.2,0.2,15.1,32,454,12.2,46.5,36.299999,21.1,0.5,0,0.60000002,4.5,0.40000001,6.5999999,0.2,7.3000002,0.1,0.30000001,12.3,0.40000001,19.299999,2.5999999,1.7,16.200001,3.7,0.40000001,1.2,6.9000001,9,15,5.5999999,9.3999996,0,0.2,0,5.9000001,138.10001,1.3,0.60000002,304.60001,0,0,1.9,11.1,3.0999999,0.60000002,0.1,17.299999,528.79999,26.6,42,19.1,5,1.1,0.2,15.6,521,1.5,10.3,300.70001,0.30000001,269.5,0.69999999,137.10001,29.6,92.400002,0,258.79999,37.599998,12,12.7,0,0.69999999,160,7.0999999,0,4.5999999,0,334.5,36,374.5,195,792.5,111.8
"India",1027.7,137.10001,0,0.001,0,0,0,0,8.3999996,0,0,0,0,0,0,1.4,1.5,0,0,2.3,4.9000001,1.5,0,0.60000002,2.5999999,0,217.8,0.2,33.900002,26.86837,1.2316329,42,19.1,5.9000001,0.1,0,29.299999,32.900002,6.3000002,19.200001,36.200001,45.799999,0.0099999998,0,18.5,1.1,0,2.4000001,6.0999999,133.10001,1.7,24.200001,4.9000001,6.3000002,0,0,0,0,0,0,0.1,0,0,0,0,0,1.2,0.5,0,0.80000001,0,0,0,12.9,1.3,3.2,10.7,14.6,0,0,0,0.2,3.3,0,0,0,0,0,0.1,3.2,1.1,1.3,0,20.200001,45.599998,0.40000001,4.4000001,41.5,0.2,0.16,5.5,0.2,25.200001,0,0.80000001,11.2,8.6000004,0,0,0.89999998,0,0.40000001,137.7,0,2.8,18.1,4,0,22.6,34.900002,0.89999998,0,0,0,12.8,7.3000002,0.5,0.1,94.900002,1.9
