"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Fiji","Samoa"
"Morocco",262.44,92.3,0,18.753,0.09,8.33,0.014,0.16,0.021,0,9,0,9.0004,0,22.9,0,0.008,0.009,0.174,0.06,0.426,0.21,2.88,1.51,0.207,0.011,0,0,48.644,0,0,0,18.54,0.032,25.56,1.4,12.26,57.9977,2.6423,428.86,26.9,107.98,6.13,0,7.529,19.47,5.97,11.76,3.4757,69.53,0.04,0,22.21,1.1,0.094,19.998,39.21,19.884,11.3,30.16,14.92,9.5,18.6,0,0,0,0,0.275,0.132,2.886,0.619,0.89,0.398,16.45,1.026,0.136,0.435,0.1147,0.017,2.388,2.152,14.07,5.116,0.001,0,3.6944,1.44,0,1.17,0,9,0,0,9,0.02,0,0,0,0.228,0,0,0,0.94,0,1.38,0,1.057,9,0,0,7.65,6.3,0.192,0,33.99,68.23,1.34,4.42,1.283,1.71,9,612.15,14.3493,0,124.98,0,0.11,105.94,0.02,0,39.9,0,12.4,9,3.92,23.59,20.55,0,0.41,6.18,9.099,0.344,0,0.2,67.84,0,9,0,1.41,0.78,21.01,29.07,1.13,0,0.59,0,0,0.057,0
"Algeria",4295.97,21.37,0,126.067,0,22.99,0.008,5.66,0.01,0,0,0,0,0,12.81,0,0,0.03,0.33,0,0.272,0.96,27,1.29,0,0,0.31,2.53,12.654,0,30.15,0,41.64,2.4,81.96,35.26,61.22,311.0873,14.1728,259.97,16.57,231.95,41.3,0,76.896,51.71,67.14,44.6,45.41,308.3199,0.4,0.449,117.02,56.5,26.633,16.783,47.55,67.85,83.85,87.96,1.33,93.91,2.49,0,0,0,0,2.871,0.394,31.777,10.194,1.43,34.221,16.5,0.341,0,0.002,0,16.257,0.007,0.919,2.4,1.08,0,0,0.5378,7.93,0,4.81,41.939,0,0.001,0.046,9,3.65,41.572,34.984,1.44,9.18,0,0,0.02,5.65,0,7.811,0,2.348,0,0,0,50.88,1.59,3.52,0,15.25,0,0.27,38.18,6.169,0.02,0,35.72,0,0.37,0,0,2.31,0.1,0,0,87.46,0,0.11,4.402,1.43,111.7,298.54,0,6.66,0.49,0,0.8,0.01,0.19,8.3,0,0,7.51,8.33,17.77,22,0.61,8.07,9,3.79,0,0,0,0
"Tunisia",267.82,90.42,0,0,0,0.32,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,1.4,0.004,0,0,0,43.63,0,0.085,0,9.87,1.032,26.68,2.41,40.47,19.798,0.902,487.1,36.86,110.01,1.53,0,3.975,26.12,38.69,16.85,2.7,78.34,0.13,0,19.57,114,0.213,0.441,7.09,36.127,20.63,51.58,11.24,19.08,0.78,0,0,0,0,0,0,17.928,0,0,0.009,0.06,0,0,0.036,0,0.001,0,0.248,4.4,0.292,0,0,0.5049,0,0,0.578,0,0,0,0.157,0,0,0,0,0,0.224,0,9,0,0,0,0,0,0,0,7.65,50.88,0,51.78,2.584,53,14.84,8.851,1.32,5.78,0,0.16,0,420.39,0.0335,0,0,0,0.11,0.5,0,0,3.07,0,0,0,2.2,114.36,7.06,0,2.24,0.91,0,1.244,0,0,4.05,0,0,0,0.14,2.08,1.02,18.91,0.46,0,0.78,0,0,0,0
"Libya",4951.7,85.3,158.07,34.2,0,0,0.037,0,0,0,9,0,0,0,0.4,0,0,0.8,1.2,0,1.074,0.111,4.9,0.4,1.104,0,0.6,0,397.218,0,0,0.1,0.3,11.5,433.6,115,60.4,60.0636,2.7364,20.4,111.1,1077.3101,1.19,0,135.58,38.8,143.2,65.22,23.9,802.6001,54.91,10.7,169.71,149.09,8.994,166.36,273.7,32.3,33.9,80,15.63,34.38,0.006,0,0,0,0,0,0.352,0.448,0,0,67.643,0,0,0,2.691,0,0.139,0.072,0.004,0.3,0,0,1.43,0,0,7.7,0.513,0.002,0,0.09,0,9.1,0.5,0,0,0,0.6,0,9,9,9,0,0.1,0,0.004,0,6.3,1.59,51.78,0,1.482,0.5,593.64,0,0.21,11.08,9.79,0.28,0,0.1,1.0009,0,0,0,0,1.6,0,0,1.7,0,15.1,0,540.7,291.9,4.98,0,14.39,0,0,8.394,0,0,1.55,0,0,9,0.19,3,0.7,0.7,171.4,0,0.21,0,0,0,0
"Sudan",107.887,0.983,0,0,0,9,0.001,0,0.011,0,9,0,9,0,0,9,0,0.089,0,0,0,0,0.03,0,0,0,0,0,9.086,0,0,0,0.05,0,174.495,0.308,47.435,30.3091,1.3809,52.645,10.182,4.774,3.555,0,18.956,0.569,14.279,0.701,2.938,23.261,1.711,0.582,10.345,9.595,0.028,0.945,2.219,42.6528,2.519,8.84,2.665,5.938,0.054,0,0,0,0,0,9,0,9,0,0,1.161,0,0,9,0,0.413,0,0.256,0.291,9,0.008,0,0,0.039,4.049,5.902,0.545,0,0,0.05,0,0.968,1.4476,0,0.025,0.516,0,0,9,0,0,0.014,0,0.001,0,0.192,3.52,2.584,1.482,0,0,3.858,0.5214,22.527,0.618,6.9802,3.944,0,39.31,0.7701,11.3987,98.186,0.068,0.268,0.773,0.059,0,25.492,0,22.587,0,37.339,32.145,33.576,0,8.896,23.058,0.005,1.78,0,0,4.003,0,0,0.072,0.805,10.471,0.002,0.471,6.136,0,0.976,0,0,0,0
"Iran",234.2,80.6,0,0,0,0,0.001,0,0.001,0,9,0,9,0,2,0,0,0,0,0,0,0,0,0.6,0,0,0,30.96,84,0,9,31.4273,52.26,44,538.8,12.65,290.4,105.4938,4.8062,21.8,488.4,936.72,188.44,0,59,37.13,242,36.52,12.2836,14.9,0.25,9,87.11,79.37,2.808,180,553.72,194,4.05,249.9,28.06,110.66,1.845,0,9,0,0,9,0,0,0,0,0,0.35,0,9,0,0.0016,0.109,0.846,0.004,0,0,0,9,0,0,0,30.56,0,31.726,14.492,5.816,0,0,0,82,0.9082,3,3.033,0,0,0,0,0,9,0.001,9,0,0,53,0.5,0,0,191.1,0,0.03,3.46,5,1.91,0,14.6,0,8,147.2,22.58,8.55,373.3,4.97,0.126,118.3,9,130.7273,25,614,285.7,1643.72,0,80.58,35.9,5.076,91.1,0,9,236.59,0,0,0,94.21,251.9,7.68,1,180.36,0.019,205.92,9,0,0,0
"Turkey",307.06,75.45,0,0.495,0.275,0,0.103,0.56,0.001,0,9,9,0,9,6.8,0,0.273,0.047,0,0,0.048,4.3,1.36,26.9,0.117,0.01,0,0.05,42.901,0.09,0,0.75,0.59,3.094,183.28,4.89,69.62,76.2654,3.4746,132.5,460.38,64.51,58.25,0,11.995,56.53,18.71,25.86,19.4703,88.34,0.43,1.842,27.65,1.19,1.8,47.068,319,49.774,17.45,40.28,19.79,15.28,0.005,0,0,9,0,9,0,1.523,0,0,0.271,0,0,0,1.87,0.0048,1.827,0,2.844,14.1,0.01,0.013,0,0.0202,0.1,0,0.171,0.128,0,0,0.011,0,0.57,0,0,0,1.773,0,24.83,9,9,9,0.08,9,2.641,9,33.99,15.25,14.84,593.64,3.858,191.1,0,1007.126,48.51,78.09,83.97,25.6,0.46,186.66,0.2762,0,48.3,0.1,2.12,2.6,0.06,0.15,43,0.8,6.78,0,5.73,159.62,22.13,0,1.7,4.02,0.017,2.343,9,0,8.15,0,0,0,18.46,14.33,0.41,1.64,13.94,0.015,0.46,0,9,0.001,0
"Iraq",838.36,197.21,0,0,0,0,0,0,0.017,0,9,0,0,0,0,9,9,0,0,0,0,0,0,0,0.0022,9,0,0,1905.706,0,9,0,40.392,2.8666,1221.35,37.588,284.17,318.6812,14.5188,872.7,297.38,192.261,351.55,0,0,176.162,175.58,237.574,0.8256,636.65,2.202,0,249.928,11.795,37.6098,0,669.84,0,143.168,625.69,20.823,174.766,0.06,0,0,0,0,0,0.002,0.1952,0,0,10.0419,0.01,0,9,0,9.0016,0.001,0,0,0,0,9,9,0,0,0,0.1155,0.6699,0,0,10.762,9,0,0,0,0.0245,17.0643,0,0,0,9,9,11.1269,0,0.009,0,68.23,0,8.851,0,0.5214,0,1007.126,0,2.248,944.409,0,211.797,0,52.36,0.7202,0,1109.0801,0,0.19,79.35,0.01,0,205.02,0,33.0191,0,11.77,2396.68,146.872,0,87.988,13.943,0,32.8288,0,0,13.827,0,9,0,14.026,45.057,20.768,9.91,103.755,0,71.332,0,0,0.029,0
"Egypt",1325.05,72.36,10.09,93.79,0.002,0,0.003,0.01,0.001,0,0,0,0,0,1.12,0,0.281,0.15,0,0,0.4,5.84,0.23,0,0.006,0,0,0.15,102.305,0,0.5,3.45,30.93,52.35,377.32,54.14,225.89,92.5534,4.2166,665.77,99.29,181.95,3.81,0,25.719,15.36,6.94,1.97,53.5465,1447.77,0.16,0.566,9.26,309.13,2.219,34.581,163.62,82.911,105.16,92.08,5.32,40.87,4.23,0,0,0,0,0,0,0.012,0.01,1.66,0.013,1.12,0.12,0,0.127,0.2665,4.365,0,2.63,0.6,0,0,0,0.2285,0.67,0.799,4.871,0.514,0.121,0.25,0.006,0.022,3.609,0,0.11,4.2618,0.65,1.69,0.15,0,0,0.18,0,0,0.173,0,1.34,0.27,1.32,0.21,22.527,0.03,48.51,2.248,0,8.16,15.289,10.71,9.71,34.28,7.4534,13.57,10.79,0.69,1.31,4.92,1.23,0.02,63.78,0,46.09,13.854,2.69,168.02,78.13,0,0.87,3.29,1.636,20.148,0,0,1.71,0.06,0,0.033,2.73,61.13,2.16,5.36,221.17,0.697,7.31,0,1.34,0.11,0
"Syria",105.84,20.91,0,27.43,0,9,0.013,0,0,0,0,0,9,0,9,0,0,0,0,0.962,0,0,1.33,0,0,0,0,0,40.4,0,9,0,6.18,12.105,76.04,11.15,95.37,122.4417,5.5783,108.97,42.24,121.09,10.41,0,98.898,22.83,66.56,41.14,59.2226,233.03,0.02,0,13.46,19.24,34.38,91.494,25.23,52.706,31.99,54.36,5.35,10.89,0.006,0,0,0,0,0,0,13.652,9,0.02,0,0,9,0,0.049,9.0484,0.07,9,0,0.1,0,0,0,0,0,0,0.615,0.029,0,9,1.64,0,0.46,9,0,0,7.269,0,9,0,0,0,0,0,0,0,4.42,38.18,5.78,11.08,0.618,3.46,78.09,944.409,8.16,0,52.347,5.9,9,230.81,0.3863,0.27,6.6,0.13,5.1,2.39,0,9,46.8,0,0,0,26.9,206.11,29.01,0,2.16,32.3,9,1.368,0,0,31.86,0,9,0,9.85,1.76,0.95,0.1,0.29,9.017,1.68,0,0,0,0
"Lebanon",305.65,48.53,0,0,0,0,0.0011,0,0,0,9,0,0,0,0.11,0,0,0.5327,0,0,1.9041,0.004,0.199,0,0,0,0,0.198,40.084,0,9,0,3.545,0.5236,122.63,7.706,83.15,100.1761,4.5639,370.58,158.25,77.67,6.449,0,0,28.413,30.85,36.618,53.716,474.28,0.055,0,18.376,59.02,37.4665,0,231.67,0,19.956,23.32,5.738,18.005,0,0,0,0,0,0,0,0.2916,0,0,0.0176,2.2,0,0.0044,0.4894,0.1324,0.9603,0.8767,0.004,22.5,0,0.038,0,0,0,0,0.7813,0.0122,0,9,0.0228,0,0.0003,0,0,0.3153,3.4783,9,0,0,0,0,0,9,0,9,1.283,6.169,0,9.79,6.9802,5,83.97,0,15.289,52.347,0,57.629,0,44.43,1.8016,0,60.64,7.869,17.5,42.16,2.18,0,105.82,0,19.25,9,13.31,174.35,5.974,0,0.527,2.31,0.0704,2.6173,0,0,3.179,0,9,9,1.342,9.153,1.023,1.1,5.066,0,0.308,0,0,0.012,0
"Jordan",509.5,6.75,0,0.05,0,0,0.001,0,9,0,9.015,0,0,0,0,0,2.99,1.04,0,0,1.46,0.007,0.1,0,0.449,0,0,0.55,50.59,0.81,0,0,1.22,0.17,154.66,2.51,59.67,43.7948,1.9952,133.71,24.54,82.74,2.71,0,4.34,4.54,24.29,7.62,10.93,183.74,0.1,0,6.48,50.02,10.478,42.428,38.91,36.93,14.89,28.59,1.69,24.92,0,0,0,0,0,0,0.001,0.002,0,0,0.003,0,0,0,0,0,0.002,0,0,0.03,0,0,0,0,0,0,4.31,2,9,0,0.006,0,0.13,0,27.21,0.07,13.893,9,0,0,9,0,0,0,0.001,0,1.71,0.02,0.16,0.28,3.944,1.91,25.6,211.797,10.71,5.9,57.629,0,0,430.74,0.8395,1.32,21,0.2,10.76,19.36,1.22,0,34.7,0,33.6,0.57,23.45,201.4,33.93,0,11,3.97,0,6.419,0,0,4.2,0,0,0,1.01,5.36,0.06,4.1,2.96,1.144,3.72,0,0,0,0
"Israel",350.1,43.2,0.03,0,0.652,0.27,0.092,0.21,0.354,0,0,0,9.0033,0,7.8,0.009,0.284,0.002,0.248,0.032,0.895,0.418,2.7,6.2,0.463,0,13.3,2.09,29.464,0.2,0.107,21.8,52.65,14.483,81.7,16.11,78.8,92.0082,4.1918,27.4,350.6,24.92,52.37,0,0,0,10.8,2.57,0,188,0.02,0,7.92,19.52,18.752,4.2,28.37,0.1,18.98,17.7,24.64,4.76,0.993,0,0,0,0,9,0,0.144,0.2,0,0.006,1.96,0.11,0,0.126,0.0097,1.092,0.2,0.421,111.3,8.688,5.164,0,0.1,2.1,0,8.988,6.267,0,0.3,9,0,4.193,0,0,2.92,9.738,1.782,4.8,0,0,0,0,9,3.833,0,9,0,0,0,0,0,0.46,0,9.71,9,0,0,0,0,0,9,0,0,0,0,0,0,0.3,0,4.2,0,6.8,75.1,1.23,0,0,0,0.999,0.186,0,0,5.59,0,0,0,0,26.26,4.9,1.8,32.7,4.149,5.41,0,0,0.032,0
"Saudi Arabia",7682.7,1924.3,217.14,4.3,9.6,0,0.022,804.35,0.005,9.2,9,0,9,9.7,0.1,0,28.8,12.3,0,0,2.4,113.886,0.03,0,0.295,0,9.2,0,4325.4308,1.2,10.58,97,254.8,2.488,1653.7,80.41,3614.0999,3741.9219,170.4778,10118.2,469.4,2945.53,483.78,0,6.7,33.8,632.3,36,105.7,5680.6001,4.5,15.1,30.17,124.55,43.023,35.1,353.84,47.5,453.33,1218.1,136.29,124.88,1.9,0,0,0,9,0,0.148,16.39,0,0,0.015,36.61,0.5,0,91.048,0,0.001,10.025,0.459,1.1,0,0.019,0,0.4934,12.3,2.86,372.722,20.62,0,0.426,84.79,0.58,9.138,0.44,11.55,157.9373,1.9,0,0,0,12.8,45.1,55.421,0,0.001,9,612.15,35.72,420.39,0.1,39.31,14.6,186.66,52.36,34.28,230.81,44.43,430.74,0,0,344.92,39.63,118.9,2332.4599,74.99,55,1.16,6.19,228.8,0.6,1029.3,128.56,2543.6,14973.5001,450.16,0,621.9,383.91,0.9,280.2,9,0,1199.24,0,0.2,0.1,481.19,4727.43,1033.99,638,951.42,0.57,177.92,0,0,0.2,0
"Yemen Arab Republic",44.9916,0.2928,9,11.5374,9,0,0.006,9.0075,0,0,9,0,9,0,9.0484,0,1.3124,9,9,9,9.2108,0.4184,9.03,9.0544,0,0,2.2382,0,14.3323,9.677,0,11.3163,0.0125,9,61.843,2.1874,60.9771,7.5271,0.3429,134.9537,5.1073,4.4941,0.4462,0,0.2087,10.1476,6.9723,9.0767,2.3327,85.1558,0.18,9,2.4195,36.5138,2.3627,9.5525,6.4424,7.8216,0.0298,7.3407,0.5707,6.3149,0,0,0,9,0,9,9.214,9,9,9,0,9,9,0,9,9,9,0,0,9.007,9,9,0,0,0,9,2.7207,9.1675,0,0.931,12.5107,3.917,2.3292,0,9,0.0285,9.144,9,9,0,0,10.1104,9,0,0,1,14.3493,0,0.0335,1.0009,0.7701,0,0.2762,0.7202,7.4534,0.3863,1.8016,0.8395,0,344.92,0,1.1409,5.2263,1.6235,0.2799,1.9389,1.3492,9.034,69.8458,0,18.3064,9.8704,40.1727,275.7463,22.7159,0,8.1033,0.6,0,5.1283,0,0,1.7259,9,9,0,12.1624,72.1401,8.0408,1.0222,25.3622,9,1.6403,9,0,0,0
"Yemen People's Republic",4.96,0.99,0,0,0,9,0.0072,0,0,0,9,0,9,0,0,0,9,0.007,0,0,9,0,0,9,0,0,0,0,0,0,0,9,0,0,55.24,1.243,53.24,8.7322,0.3978,16.2,1.43,7.392,0.165,0,0,0,3.04,0,0,5.94,0,0,1.034,2.057,0.0088,0,4.741,0,0.11,3.08,0.774,17.556,0,0,9,0,0,0,9,0,9,9,0,0,0,0,9,0,0.008,9,0,0.1,0,0,0,0,0,0,20.2255,10.828,0,0.146,2.838,0,26.6633,0,0,0,0.1991,9,0,9,0,0,0,9,1.228,0,0,0.37,0,0,11.3987,8,0,0,13.57,0.27,0,1.32,9,39.63,1.1409,0,155.21,29.337,57.761,346.61,0,9,33.39,0,0.88,0,0.34,101.6,6.203,0,53.562,0,9,10.4821,9,0,6.129,0,0,0,11,16.597,0.055,0,34.529,0,0.715,0,0,0,0
"Kuwait",892.5,76.2,0,9,9,9,0.006,0.03,0.003,0,0,0,9,0,1.5,0,0,0.481,0,0,0.168,0.082,0.08,0,0,0,0,0,610.231,0,0,5.1,20.78,3.216,420.4,23.58,885.7,23.815,1.085,193.3,67.5,131.41,5.71,0,12.5,22,42.9,23.67,16.7,34.3,0.72,0,88.55,35.45,14.889,13.5,193.56,15.5,16.69,78,13.71,65.77,0,0,0,0,0,0,9,0.046,9,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,15.244,0.099,9,0,1.2681,0,0.05,0,0,0.0018,0,0,0,0,0,5.1,2.4,0,0,0,124.98,0,0,0,98.186,147.2,48.3,1109.0801,10.79,6.6,60.64,21,0,118.9,5.2263,155.21,0,4.26,8.03,114.8,17.52,0,128.8,0,1688.2,0,1378.5,1998.5,223.01,0,411.87,26.99,4.7,12.914,0,0,37.6,0,0,0,20.6,885.21,430.48,67.7,368.04,0.267,42.25,9,0,0,0
"Bahrain",328.19,3.82,0,0,0,0,0.003,0,0,0,0,0,9.0104,0,0,0,1.15,0,0,0,0.227,0,0.01,0,0.002,0.004,0,0,2.25,0,0,0,0.04,0,214.55,3.01,7.65,1.9511,0.0889,3.16,16.55,8.59,6.6,0,0,0,4.35,0,0,5.04,0.8,9,0.48,5.49,7.042,0,0,0,12.84,5.7,1.41,18.88,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0.002,0,0,0,0,0,9,0,0,0,9,0,6.879,56.671,0,22.762,20.18,28.041,0,0,6.644,92.75,15.539,15,0,0,0,9,0,9,84.339,18.8,0,0,0,0,0.068,22.58,0.1,0,0.69,0.13,7.869,0.2,0,2332.4599,1.6235,29.337,4.26,0,4.76,698.97,169.49,0,18.85,9,10.59,9,28.76,166.63,49.82,0,77.68,0.32,0.138,0.052,9,0,17.76,0,0,0,35.69,275.76,97.53,17.31,24.36,0,67.29,0,0,0,0
"Qatar",47.74,8.54,23.443,0,0,9,0,0,0,0,0,0,0,0,12.52,0,10.02,9,0,0,0.11,9,0.01,0,0,0,9,0,229.672,9,9,3.27,0.6,9.11,227.4,1.37,657.09,42.3697,1.9303,716.99,21.54,434,20.17,0,10.35,9.41,10.19,9.55,1.24,421.98,0.77,9,2.39,10.1,3.3,9.11,9.39,9.66,37.94,19.51,4.83,20.72,0,0,0,0,0,0,0.022,0.001,0,0,0,9.08,0,0,0,0,9.99,0,0,0,0,0,0,9,0,0,0.763,0,9,9,0.0494,9,0,9,9,0,0,0,0,0,11.03,9,13.75,0,0.012,9,0.11,2.31,0.11,0,0.268,8.55,2.12,0.19,1.31,5.1,17.5,10.76,0,74.99,0.2799,57.761,8.03,4.76,0,10.56,0.25,9,7.06,0,11.81,10.84,17.36,1917.6601,28.3,0,12.05,5.27,9.5,1.21,0,0,325.36,9,0,9,50.83,35.63,1.59,0.55,3.34,9,70.09,0,0,0,0
"United Arab Emirates",757.3,14.6,60.06,0,0,0,0,22.2,0,0,0,0,0,0,0,0,0,0.033,0,0,9.042,0.138,0.02,0.2,0,0,0,0,288.632,0,0,22.2,1.05,1.86,297.5,0.56,108.9,105.7807,4.8193,1608.8,227.6,506.43,301.14,0,0,4.2,16.3,0,6.3,246.2,0.94,0,51.03,19.95,11.32,0.66,49.4,8.1,10.68,138.5,19.36,14.7,0.807,0,0,0,0,0,9.027,13.186,0,0,0,19.8,0,0,9,0,0,0,0.27,0.5,0,0,0,9,0,0.55,198.375,118.6,0,0,18.116,0,0.1,0,93.15,0.0836,0,0,0,0,0,0,23.2,9,0,0,105.94,0.1,0.5,1.6,0.773,373.3,2.6,79.35,4.92,2.39,42.16,19.36,0,55,1.9389,346.61,114.8,698.97,10.56,0,364.73,0.5,147.7,0,140,0,41.2,7077.0998,355.71,0,250.38,192.94,0,7.661,0,0,51.02,0,0,0,168.91,170.53,30.8,17.6,45.78,0.003,18.46,9,0,0,0
"Oman",190.81,9.74,9,0,0,0,0.001,0,0,0,9,0,0,0,9.01,0,9.37,9,9,0,9.23,9,0.05,0,0,0,0.04,0,3.58,9.05,0,14.43,1.55,9.16,248.25,2.95,1.72,7.9957,0.3643,39.22,6.53,5.68,0.12,0,9.01,23.64,8.74,0.1,0.01,43.06,0.13,0,1.75,3.42,4.039,9,3.47,9,5.12,15.62,62.45,19.93,0.04,0,0,9,0,0,0,0.6,0,0,0,0,0,0,0.25,0.06,9,9,0,0.01,9,9,0,0,0,0,30.932,0.09,0,0.039,0.014,0,0,9,2.3,0.0282,0.34,9,0,9,4.68,0.17,0.01,0,0,9,0.02,0,0,0,0.059,4.97,0.06,0.01,1.23,0,2.18,1.22,0,1.16,1.3492,0,17.52,169.49,0.25,364.73,0,9,16.62,0,112.33,9,28.56,1801.64,59.31,0,9.23,0.7,0.15,0.81,0,9,4.99,9,0,9,17.04,42.79,143.28,1.9,34.3,0.043,10.65,0,0,0,0
"Afghanistan",6.444,0.1,0,0,0,0,0,0,0.015,0,9,0,9,0,0,0,9,0.015,0,0,9.001,0,9,0,9,0,0,0,0,9,0,0,0,9,30.481,1.85,2.3,1.8172,0.0828,10.1,9.7,0.86,0,0,13.2968,0.327,1.5,0,13.7528,4.4,0.17,0,0.66,5.18,0,0,9,88.8985,0.05,0.6,0.21,0.48,0.016,0,0,0,0,0,0,16.654,0,0,0,9,0,9,0,9,0,9,0,0,0,9,0,9,9,0,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0.126,0.15,0,0.02,9,0,0,0,6.19,9.034,9,0,0,9,0.5,9,0,0.935,0,0,0,16.6,77.97,14.284,0,51.693,1.46,0,0.904,0,0,1.83,0,0,0,1.56,25.34,0.32,0.1,0.06,0.009,0.06,0,0,0,0
"China",2620,969.4,0,104.63,4.269,0.05,0.568,8.86,1.083,0.11,0.116,0,0.1859,0,22.7,0.025,102.623,2.871,8.8,21.232,0.026,1.953,14.95,51.4,0.673,4.807,6.26,79.28,318.298,6,20.6,27.6,96.58,3.618,131,8.27,125.6,36.9181,1.6819,114.8,102.8,36.45,4.02,0,18.18,8.43,190,7.27,56.0572,56.5,3.05,0.11,26.65,9.84,2.921,9.76,51.51,19.14,51.14,4.7,3.39,9.51,1.874,0,9,1.139,1.76,17.71,3.024,20.672,28.211,6.7268,6.716,9.79,16.28,1.469,8.496,12.5178,6.298,13.771,29.783,515.9,11.076,0.34,0.04,5.2515,31,1.1,14.599,18.588,5.169,22.433,4.508,2.86,8.351,9.15,12.98,16.6455,54.139,0,0,0,0.2,0,10.789,0,21.196,2,39.9,87.46,3.07,1.7,25.492,118.3,43,205.02,63.78,46.8,105.82,34.7,0.3,228.8,69.8458,33.39,128.8,18.85,7.06,147.7,16.62,0.935,0,0.65,0,98.39,0,899.6001,1.39,0,152.78,91.7,9.491,16.156,0.77,6.81,166.73,0.87,7.62,0,154.86,659.31,93,191.1,185.25,4.924,135.76,0.5,2.142,11.974,1.424
"Mongolia",4.9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,9,0,0,9,0,9,0,0,9,0,0,9,0,0,0,0,9,9.8,0,0.79,9,9,0.43,2.69,0.02,0.1,0,0,9.63,2.45,2.34,7.3725,1.15,0,0,1.52,0,0,0,0.046,0,0.352,0,0.039,0.124,9.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.8,0,0,0,0,0,0,0.6,0,0,0,9,0,0,0,0,0.65,0,0,0,0,3.25,9,0,0.09,9,9,0,0,0,9,0,0,0,0.088,0,0,0,0.03,9,9.01,0,0,0,0
"Taiwan",4326.4004,472.2,1.42,0,0,18.79,7.153,26.67,5.338,0,0.41,0,0.1641,0,0,2.187,10.606,2.809,4.077,0,7.323,17.353,16.66,57.4,0.593,0,18.1,19.36,65.695,0,4.647,25.3,71.35,2.7,398.8,17.01,233.9,0,0,266.1,16.3,39.5,9.87,0,0,0,50.5,0,0,138.8,2.92,0,0.61,37.36,11.525,0,0,9,8.82,70.7,11.6,15.3,4.585,0,0,0,0.11,0.22,0,2.219,8.241,0,6.663,37.03,1.3582,8.888,3.126,2.332,11.881,1.496,23.41,0,0,0.345,0.7273,4.5291,0.2,0,8.827,4.93,0.321,0,0.043,6.8582,3.479,12.21,3.85,0,6.45,0,0,0,0,0,0,0.33,7.485,0.3,12.4,0.11,0,15.1,22.587,130.7273,6.78,33.0191,46.09,0,19.25,33.6,4.2,1029.3,18.3064,0.88,1688.2,10.59,11.81,140,112.33,0,0,0,0,0,92.5,2875.7002,45.88,0,0,0.03,0,36.061,9,9,117.31,0,0,0,8.7,316.44,114.22,43.3,266.99,5.607,7.68,9.134,0.25,13.703,0.315
