"","United States of America","Canada","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Mexico","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Ethiopia","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Mauritius","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Pakistan","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Republic of Vietnam","Malaysia","Singapore","Philippines","Indonesia","Australia","New Zealand"
"Belgium",690.76489,102.2966,2.9609671,2.196846,1.6237561,0.4775753,1.432726,0,13.65865,2.005816,0.66860533,0.095514998,2.196846,2.005816,0.4775753,14.42277,39.3522,1.146181,3.1519971,45.274139,46.420311,7.9277501,1.146181,23.783251,71.540779,8.4053249,575.95569,19.77162,1161.75,0,0,1227.8459,103.0608,40.593899,21.20434,1662.917,28.081421,17.956829,21.96846,11.55732,14.42277,344.0452,0.3820602,0.095514998,10.98423,15.66447,0.57309031,2.9609671,7.1636291,63.326481,43.841412,168.202,38.588081,47.75753,0.95515049,0,0.66860533,0,1.528241,1.432726,11.65284,0.095514998,9.3604755,0.1910301,0.095514998,22.73258,2.769937,5.4443579,3.0564821,3.7250869,13.84968,1.7192709,0.095514998,5.8264179,4.8712678,310.61499,0.3820602,2.005816,6.4950242,1.337211,2.292361,0.3820602,0.7641204,0.3820602,0.7641204,2.8654521,83.098099,0,0,0,0.095514998,0.095514998,19.580589,18.625429,9.0739298,70.012543,5.3488431,72.018349,15.47344,52.628792,6.1129632,1.050666,26.839729,0,30.94688,59.028301,0,0.28654519,52.533279,0,11.27078,0.66860533,2.8654521,0.57309031,0.57309031,66.096413,37.919479,22.8281,1.814786,0.95515049,0,3.4385419,7.4501739,0.1910301,0.095514998,0,0,8.1187792,3.0564821,5.7309031,12.51247,53.774971,19.294041
"Luxembourg",32.435139,4.8033791,0.13903341,0.1031538,0.076244101,0.0224247,0.067274198,0,0.64134753,0.094183899,0.031394601,0.0044849999,0.1031538,0.094183899,0.0224247,0.67722708,1.847798,0.053819399,0.1480033,2.125865,2.1796851,0.37225071,0.053819399,1.116752,3.359226,0.3946754,27.044241,0.92838418,54.550419,0,0,57.653999,4.8392591,1.906103,0.99565852,78.082939,1.318575,0.84317023,1.031538,0.54267871,0.67722708,16.154779,0.0179398,0.0044849999,0.515769,0.73553139,0.0269097,0.13903341,0.33637109,2.973521,2.0585909,7.8979931,1.811919,2.2424741,0.0448495,0,0.031394601,0,0.071759202,0.067274198,0.54716361,0.0044849999,0.43952489,0.0089699002,0.0044849999,1.067418,0.1300635,0.255642,0.1435183,0.174913,0.65031737,0.080729097,0.0044849999,0.2735818,0.2287323,14.58505,0.0179398,0.094183899,0.30497649,0.062789299,0.1076387,0.0179398,0.035879601,0.0179398,0.035879601,0.1345484,3.9019051,0,0,0,0.0044849999,0.0044849999,0.91941428,0.87456483,0.42607,3.287467,0.2511571,3.3816509,0.72656149,2.4712059,0.28703669,0.049334399,1.26027,0,1.453123,2.771698,0,0.0134548,2.4667211,0,0.52922392,0.031394601,0.1345484,0.0269097,0.0269097,3.1035841,1.780524,1.071903,0.085213996,0.0448495,0,0.1614581,0.34982589,0.0089699002,0.0044849999,0,0,0.38122049,0.1435183,0.26909691,0.58752823,2.5250261,0.90595949
"France",1319.5,117.1,14.7,5.0999999,1.2,1.7,1,0.30000001,28.700001,1.6,6.6999998,0.30000001,1.1,2.5,0.2,5.9000001,41,1.8,3.5999999,22.799999,95.699997,2.5999999,1.7,43.900002,64.5,7.5,658.90002,29.6,854.40002,1387.452,65.148354,0,350.10001,175.3,37.299999,0,36,43.700001,51.299999,24.4,29.6,1328.3,0.30000001,0.40000001,28.1,40.799999,4.4000001,12.2,44.400002,182.8,77.800003,276.10001,54.799999,71.699997,1,0.1,0.80000001,1.4,91.5,9.3999996,14.6,25.4,175.8,1.7,3.4000001,12.7,0.30000001,4.3000002,21.6,72.599998,35.200001,60.200001,12,14.2,9.8999996,58,1.2,3.4000001,5.3000002,0.69999999,0.30000001,0.60000002,4,67.699997,1.2,1,67.199997,0,0,0,42.299999,0.5,188.89999,557.40002,40.799999,175.3,11,73.900002,36.099998,270.10001,16.200001,7.1999998,3.5999999,0.1,29.6,76.400002,0.30000001,0.30000001,125.9,1,53.299999,0.2,1,0.89999998,3.8,122.2,34.299999,24.6,1.9,6.5,0,0.40000001,12.2,6.5999999,0.1,7,0,44.900002,2,7.8000002,17.5,127.1,43
"Switzerland",404.39999,35.099998,2.5999999,1.5,0.40000001,0.2,0.69999999,0,18.6,4.8000002,7.0999999,1.4,0.80000001,2.4000001,1,8.6999998,1.5,0,5.0999999,10,21.6,1.6,0.60000002,5.5999999,20.1,5,330.89999,4.4000001,160.89999,148.2394,6.960639,586.70001,0,39.5,15.7,0,8.6000004,11.8,170.2,17.1,28.6,450.70001,0.5,0.1,13.1,7.1999998,0.40000001,4.5999999,5.9000001,13.6,20,127.6,22.9,58,0.5,0,0.97600001,0,1.3,0,0,0.1,3,4.0999999,0.1,0.068999998,1.8,6.5,0,1.2,14.1,0.80000001,0,0.1,1,1.5,1.2,1.4,2.9000001,0,0,0,1.1,10.3,3.5,0.30000001,10.3,0,0,0,0.5,0.1,2.5999999,38.900002,13.5,20.1,3.3,8,14.3,0,6.4000001,0.40000001,1.7,0,13.9,2.2,0,0.1,6.6999998,1.9,16,0.1,4.4000001,1,1.8,70.800003,13.1,2.3,0.89999998,2,0,0.1,2.5,0.2,0,0,0,3.2,0.30000001,1.4,8,6.6999998,3.3
"Spain",590.20001,54.080002,40.52,0.022,5.1999998,0.079999998,0.1,0,8.6999998,0.60000002,0.60399997,0,0.1,0.69999999,0,19.5,50.310001,2.4000001,1.84,23.48,59.470001,2.8280001,1.7359999,19.299999,86.360001,11.83,281.39999,5.4400001,109.09,66.70771,3.132287,343.07001,95.879997,0,14.73,0,3.53,16.790001,14.44,3.6199999,7.3299999,220.97,0.2,0,3.5,9.4200001,4.4000001,6.7800002,12.12,18.950001,18.25,86.690002,19.049999,26.42,2.77,0,0.025,0,2.54,0.0020000001,2.1340001,0.1,7.73,0,0,0.5,0,2.1199999,0,3.55,16.219999,1.2,0,0,0.259,3.4300001,1.3,0.98000002,5.6100001,0.1,0,0,0,7.3000002,0,0.5,33.07,0,0,0,0.30000001,0,19.219999,2.75,2.4100001,110.36,1.79,17.17,18.129999,57.560001,10.94,2.4100001,3.01,0,6.5799999,172.3,0,3.74,35.599998,0,1.6,0,0.62,0,0.1,41.689999,3.23,9.79,0.44,1.55,0,0,2.8599999,0.40000001,0,0.059999999,0,19.4,0.92000002,7.0300002,1.75,12.07,3.5
"Portugal",66.599998,4.6999998,0,0,0,0,0,0,1.7,2.3,0,0,2.2,0,0,0.80000001,2.8,0.1,0,0.60000002,11.3,0,0,0.2,2.0999999,0.30000001,138.8,0.40000001,26.200001,24.7384,1.1616009,73.900002,38.099998,44.299999,0,0,0.60000002,3.3,13.3,0.2,2.3,63.900002,0.1,0.40000001,0,5.0999999,0,0,5.0999999,2.5999999,4.3000002,26.299999,8.5,10.3,2,0,0.40000001,0,0.40000001,0,0.2,1.4,0,0,0,0,0,0,0,0.1,13,0,0,0,0,0,0,0,0.40000001,0,0,0,0,2.4000001,0,0.2,6.3000002,0,0,0,0.2,0,4.8000002,0,0,0,0.40000001,1.6,7.9000001,30.4,1.3,0,0.1,0,0.40000001,0.30000001,0,0.89999998,0,0,0.1,0,0.1,0,0,7.6999998,0.30000001,5.3000002,0.40000001,0.40000001,0,0,1.6,1.1,0,0,0,2.2,1.49,0.1,1.1,2.8,2.3
"German Federal Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1622.801,76.199257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"German Democratic Republic",29,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9200001,0,0,0.20999999,7.8000002,30.299999,0,0,0,7.5999999,0.60000002,30,0.2,27.4,14.32726,0.67274219,26.299999,16.299999,6.1199999,0.5,0,0,0,25.799999,128.03999,0,23.299999,0,0,54.5,8,1.1,0,77.099998,0,11.3,41.200001,10.1,20.6,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0.69999999,0,0,0,0.1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0999999,0.1,2.3,0,3.5,2.5,11.7,0.1,22.6,0.40000001,1.7,0,0,0,0,0,0,0,0,0,0,0,0,2.8,27.799999,0.30000001,1,2,0,0,0,1.6,0,0,0,0,0.059999999,0,0,1.4,0
"Poland",82,17.4,0,0.003,0,0,0,0,1.7,1.3,0,4.9000001,0,0.69999999,0,2.9100001,0,0,1.3200001,8.8999996,15,0,0,1.5,9.1999998,1.8,106.8,1.4,26.299999,21.77743,1.022568,83.199997,17.4,11.8,1.8,0,0,0,39,71.970001,0,88.5,0,0,37,5.9000001,0.69999999,0,58.630001,0,19.799999,37.900002,11.8,26.6,2.3,0,0,0,0,0,0,0,2.9000001,0,0,0,0,4.9000001,0,0,3.2,0,0,0,0.40000001,0,0.60000002,0.30000001,1.1,0,0,0,0,2.0999999,0,0,0,0,0,0,0,0,8.1000004,5.6999998,8,0,5.0999999,7,7.8000002,0.80000001,20,4.3000002,0.60000002,0,0,0,0,0,0,0,0,0,0,0,0,7.0999999,34.5,16.5,0.5,4.5999999,0,0,1.9,0,0,0,0,13.53,5.3899999,0,0,22.700001,1.9
"Austria",83.5,12.2,0.2,0.0099999998,0.1,0.1,0,0,1.3,2,4.0999999,1,0.80000001,1.3,0.2,2.5,0,0,5.8000002,3.8,25.200001,0.1,0.2,2.2,7.1999998,4.8000002,153.60001,0.80000001,76.699997,42.5042,1.995802,98,186.8,7.0999999,11.8,0,23,40.799999,0,40.5,46.400002,179.3,0.1,0.5,45.200001,8.1999998,0.60000002,11.9,22,58.400002,8,52.5,10.9,35.5,0.1,0.1,0,0,0,0,0,0,1.2,3.7,0,0.001,0,6,0,0.1,2.8,0.69999999,0,0,0.2,0,2,0.69999999,1.4,0,0,0,0.5,3.8,0.30000001,1.3,15,0,0,0,0.1,0,1.2,0.30000001,1,0,1.5,4.0999999,15.1,0.80000001,3.9000001,1.6,1.5,0,6.8000002,0,0,0.1,0,0.30000001,8.1999998,0,0.80000001,0,2.7,15.3,2.5,2.5,0.30000001,1.3,0,0,2.2,0,0,0,0,5.4000001,0.1,1,1.8,5.0999999,1.2
"Hungary",11.29,11.33,3.1099999,0,0,0,0,0,1.3,0.1,0,3.2,0,0,0,0.47999999,0,0,1.6900001,2.1600001,12.67,0,0,0,6.2399998,1.6,25.02,0,13.5,8.071022,0.3789781,25.030001,17.16,5.5999999,0.60000002,0,148.17999,84.980003,41.34,0,121.05,53.369999,0,3.29,23.33,5.6599998,0,21.93,30.700001,488.35001,5.1500001,9.3299999,3.47,4.98,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40000001,6.5,0,0,0,0,0,0,0.1,0.1,0,0,0,0,2.9000001,0,0,0,0,0,0,0.1,0,2.6400001,1.15,1.3,0,2.5999999,2.6800001,11.15,0.22,5.9699998,1.5,0.14,0,5.5599999,0,0,0,0,0,8.0100002,2.3499999,0,1.65,0,3.8199999,21.17,3.1300001,0,0.40000001,0,0,0,0,0,0.63999999,0,2.47,0.07,0,0,9.7600002,0
"Czechoslovakia",14,10.4,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,1.92,0,0,0.56999999,2.0999999,10.1,0,0,0,3.9000001,2.8,44.799999,0.5,29.6,19.86713,0.93286908,38.299999,25.9,9.8900003,1.9,0,0,0,46.400002,132.24001,0,55.400002,0,0,54.900002,8.6999998,0.89999998,0,112.84,0,8.8999996,20.799999,7.3000002,9.8999996,0.69999999,0,0.42199999,0,0,0,0,0,0,0,0,0,0,2.4000001,0,0,1.2,0,0,0,0,0,0.30000001,1.7,0.69999999,0,0,0.001,0,2.5999999,0,0,0,0,0,0,0,0,6,3.0999999,4,0,4.3000002,5.6999998,13.7,0.60000002,32.700001,1,2.1300001,0.40000001,0.1,0,0,0,0,1.5190001,0,0,0,0,0,3.3,42.299999,7.4000001,0.40000001,0.69999999,0,0,0.2,1.3,0,0,0,1.21,2.4300001,0,0,11,1.1
"Italy",1193.6,149,7.3000002,3.3,1.5,0.2,1.3,0,35.900002,5.9000001,8.5,0.69999999,3.4000001,5.1999998,8.1999998,4.1999998,46.200001,1,13.9,24.200001,136.39999,0.1,1.2,57.400002,224.89999,12.2,434.70001,4,399.10001,306.50781,14.3922,1162.6,251.10001,50.799999,18.1,0,28.9,82.400002,195.39999,63.799999,64.199997,0,2.5999999,4,203.8,75.400002,5,48.700001,79,284.5,53.700001,157.60001,52.900002,95.599998,4.5,0,0.40000001,0.30000001,4.9000001,0.1,9.8999996,3.2,43.200001,0.1,0.30000001,22,2.5999999,12.1,1.2,4.3000002,36.900002,0.89999998,1.3,0.60000002,4.0999999,68.599998,2.0999999,3.7,5.9000001,0.1,0,13.9,12.1,65.699997,0,0.5,80.300003,0,0,0,2.2,0.2,29.799999,50.099998,21.700001,320.60001,30.6,77,42.700001,253.8,34.099998,14,6.5,0.2,10.1,201.39999,0,1.7,299.29999,0.60000002,47.900002,0,7.5,0.60000002,3.3,84.900002,23.700001,18.5,4.1999998,7,0,0,14.1,2.2,0,1.1,0,47.299999,2.8,6.5999999,11.9,117.2,21.9
"Malta",3,1.6,0.40000001,0,0,0,0,0,0,0,0,0,0,0,0,0.30000001,0,0,0,0.1,0,0,0.1,0,0.2,0,53.400002,0.2,3.8,2.6744211,0.12557849,4.0999999,1.1,1,0.02,0,0.2,0.2,1,0.30000001,0.80000001,19.299999,0,0,0.12,0.40000001,0.1,1.1,1.4,0.40000001,0.40000001,0.60000002,0.89999998,1.5,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.0040000002,0,0,0,0,0.2,0,0,0,0,0,0.07,0,0.2,0.30000001,0,0,1.4,0,0,0.89999998,0.30000001,0,1.1,0,0,0,0,0,1.2,0,0,0,0,2.3,0.40000001,0,0,0.1,0,0,0,0,0,0,0,0,0.2,0,0.40000001,3.9000001,0
"Albania",0,2.5999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.69999999,0.095514998,0.0044849999,0.89999998,0.60000002,0,0,0,0,0,0.69999999,2.75,0,9.1999998,0,0,1.6,0,0,0,3.8299999,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yugoslavia",90.099998,1.6,5.0999999,0,0,0,0,0,0.1,0,0,0,0,0,0.1,5,2,0,3.5999999,6.1999998,14.5,0,0,1.7,4.5999999,0.80000001,87.699997,0.1,27.5,18.625429,0.87456483,65.400002,49,6.8000002,0,0,70.699997,44.599998,83.400002,53,103,247.5,2.5,2.9000001,0,25.1,0.60000002,22.6,22.1,188.10001,0.69999999,21.1,4.5999999,6.8000002,0,0,0,1.4,0,0,0,0,0.2,2.7,0,0.1,0,4,0,0.40000001,0.30000001,0,0.1,1.2,0.1,0,0.1,1,0.2,0,0,0,0.5,0.60000002,0,0.1,0.5,0,0,0,0.1,0,1.2,4,5.3000002,5.1999998,2.2,2.7,2.5,11.8,15.8,0.2,1.9,3.3,11.4,0,0,0,0,0,0.30000001,0.1,0,0,0,39.900002,20.200001,5.8000002,0.60000002,0.40000001,0,0,1,2,0,0,0,6.6999998,6.1599998,0,1,24.9,1.5
"Greece",106.78,9.7299995,1.4400001,0.0099999998,0,0,0,0,0.36000001,0,0.23,0,0,0.039999999,0.029999999,1.67,0.02,0.0099999998,2.1400001,0.75,8.0299997,0,0.02,0,19.209999,8.3100004,134.89999,0.80000001,47.169998,51.711849,2.4281509,105.37,25.700001,5.27,2.6800001,0,10.2,17.209999,23.77,8.6800003,11,143.58,0.23999999,0,42.400002,0,0.36000001,20.040001,15.62,27.1,15.13,40.66,16.280001,10.18,1.85,0.0099999998,0,0.02,1.91,0,0.07,0,1.5599999,0.30000001,0.050000001,1.61,0,2.0599999,0,0,1.6799999,2.26,0,0,0.27000001,3.1099999,0.1,0.77999997,0.31,0,0,0.49000001,0.95999998,5.5599999,0,0.059999999,3.8199999,0,0,0,0.34999999,0,4.5900002,3.3,3.47,0.079999998,0.88999999,0.02,3.3399999,22.049999,4.1700001,0.20999999,1.2,0,4.3099999,32.52,0,0.079999998,0,0.23999999,0.13,0,0.38999999,0.02,0.23,66.110001,0.87,1.4299999,0.050000001,0.31,0,0,0.37,0,0,0,0,2.0599999,0.25999999,0.050000001,0.11,5.3000002,7.1700001
"Cyprus",8.3000002,0.80000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80000001,0,0,0,1.1,0.2,57.400002,1.3,5.4000001,3.6295719,0.17042799,7.4000001,1.4,1,2.5,0,1,0.60000002,1.8,0.2,2.0999999,18.200001,0.1,0,1.4,7,0,1.3,1.5,3.9000001,1.5,2.8,0.5,3.0999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0.30000001,0,0,0,0.2,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0,0.5,0.1,1.8,0,3.5,0,0,0.02,0,0,0,0,0,0,0,5.1999998,1.4,0.60000002,0,0.1,0,0,0.1,0,0,0,0,0.2,0.82999998,0,0,0.2,0.89999998
"Bulgaria",4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60000002,0,0,0.31,0.89999998,23.1,0,0,0,1.8,0,9.6999998,0,10.2,8.3098097,0.39019051,45.299999,11.8,7.4400001,0,0,0,0,25.1,22.01,0,48.700001,0,0,27.9,10.9,0.80000001,0,19.940001,0,3.2,9.1000004,0.40000001,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,6,9.3000002,0,0,1.2,5.5,0.2,6.9000001,1.6,0.18000001,0,0.89999998,0,0,0,0,0,0,0,0,0,0,15,5.5,3.8,0,0,0,0,0,1.1,0,0,0,2.97,2.45,0,0,0.2,0
"Romania",21,0.55000001,8.1400003,0,0,0,0,0,0,1.4,0,0,0,0,0,2.1199999,0,0,0.40000001,0,4.71,0,0,0,1.05,0,110.52,0,33.189999,40.14497,1.885023,88.699997,34.689999,12.93,1.76,0,99.900002,64.269997,51.16,38.049999,110.61,112.66,0,2.79,31.15,6.71,0.81,28.129999,0,469.81,3.1700001,24.860001,0.46000001,2.8199999,0.23999999,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0.40000001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,2.3,4.4899998,9.5200005,7.9000001,0,19.309999,4.4699998,1.85,0,9.5699997,0,0,0,0,0,47.82,1.67,0,6.9499998,0,23.98,7.0599999,5.5,0,2.3299999,0,0,0.2,0.1,0,0,0,4.0500002,4.9899998,0,0,1.1900001,0
"Russia",58,82.800003,0,0,0,0,0,0,0.40000001,0,0,3.5999999,0,1.7,0,3.6600001,0,0,17.02,0.2,24.9,0,0,0,17.6,1.6,249.5,0.80000001,46.799999,45.56068,2.1393199,256.5,27.200001,17.84,0,0,0,0,68.400002,502.29999,0,179,0,0,207,24.4,4.4000001,0,455.76001,0,251.39999,78.800003,19,18.9,8.8999996,0,0,0,0.30000001,0,0,0,3.8,0,0,0,0,11.4,0,5.8000002,15.3,0,0,0,0.46200001,0,1.1,0.60000002,1.5,0,0,0.033,3.0999999,0,0,0,0,0,0,0,0,0,15.7,21.700001,4.9000001,0,13.8,31.4,29.9,4.3000002,174.7,19.6,2.4100001,0,0,0,0,0.13,0,26.566,0,0,0,0,0,179,185.39999,14,0.89999998,15.8,0,0,0.2,2.0999999,0,0,0,65.989998,36.25,0,16.700001,38.900002,10.9
"Finland",72.300003,7.0999999,6,0,0,0.2,0,0,1,4.9000001,0.30000001,1,0,3.3,0.30000001,14,3.0999999,0,0.80000001,1.8,17.9,0,0.039999999,4.1999998,3.3,0.1,212.5,0.60000002,49.700001,28.36797,1.3320301,59.799999,41.799999,8.3000002,7.9000001,0,14.6,25.9,17.6,5.4000001,10.4,38,0,0,0.89999998,2.2,0.89999998,1.2,4,262.79999,0,228.39999,35.900002,50.099998,4.3000002,0,0,0,0,0,0,0,0.5,0,0,0,0.1,1.1,0,0,0.30000001,0,0,0,0,0.1,0.40000001,2.8,0.2,0,0,0,1.1,5,0,0.1,3.7,0,0,0,0,0,3.4000001,0.2,0.2,0,1.6,11.5,0.40000001,0.1,3,0,0.2,0,5.9000001,0,0,0,0,0,7,0,0,0,0.2,25.4,1,0.5,0.2,0.1,0,0,0.2,0,0,0,0,2.8,1.39,1.5,0.69999999,4,2.5999999
"Sweden",474.20001,37.900002,5.8000002,0.1,0.2,9.1000004,43.700001,0,2.5,3.5,0.89999998,0.40000001,0.2,5.1999998,0.2,27,33.099998,2.2,5.1999998,7,60.299999,0.1,0.1,49,17,0.89999998,691.79999,4.3000002,235.2,139.0699,6.5300841,230.2,132.7,53.900002,42.700001,0,36.099998,40.599998,76.599998,15.3,23.1,186.2,0.30000001,0,20.200001,11.1,0.69999999,2.8,7,106.7,171.3,0,296.5,368.5,7.8000002,0,0.003,0,1.4,0.1,0,0.2,0.5,0,0.2,1,0,4.5,0,0.1,3.4000001,0.69999999,0,0,0.5,0.2,1.8,5.3000002,3,0,0,0,0.69999999,26,0,0.2,12.7,0,0,0,0.1,0,9,3.5,1.3,0.5,1.2,46.900002,12,8.6999998,2.0999999,0.2,2.4000001,0,12.6,32.299999,0,0,11.9,0.5,18.200001,0,3.4000001,0,6.5,86.800003,7.6999998,3.9000001,4.1999998,4.8000002,0,0,1.5,0,0,0,0,8.6999998,0.30000001,13.2,3.7,10,3.5999999
"Norway",206.2,113.3,0.5,0.30000001,1.1,18.1,1.6,0,0.30000001,1.6,0.2,0.40000001,0.30000001,0.60000002,0.2,7.5,24.700001,5.5999999,1.3,2.3,25.9,0,0.2,1.1,7.9000001,0.1,334.39999,0.89999998,86.5,57.309029,2.690969,91.099998,47.900002,19.200001,10.8,0,10.8,19.200001,23.200001,7.3000002,11.3,55.700001,0.2,0,5.3000002,2.8,0.60000002,0.40000001,0.89999998,27,45.599998,519.59998,0,184,1.1,0,0.30000001,0,1.4,0,0,0,0.40000001,10.9,0,0.89999998,0,9.3999996,0.60000002,0.1,3.0999999,0,0,0,0,0.30000001,0.30000001,0.30000001,0.30000001,0,0,0,0.89999998,0.60000002,0,0.40000001,7.4000001,0,0,0,0,0,4.3000002,0.5,0.30000001,20.799999,0.30000001,5.9000001,6,8.8000002,0.89999998,0,0.69999999,0,4.5,11.7,0,0,6.9000001,0.1,5.4000001,0,0.40000001,0.69999999,0.89999998,159.5,3.0999999,0.30000001,1.3,0.60000002,0,0,1.1,0,0,0,0,1.8,0.1,3.0999999,1.3,10.6,2.4000001
"Denmark",273.70001,17.200001,0.30000001,0.40000001,0.5,0.1,11.5,0,1.3,1.8,2.7,1.4,2.3,0.30000001,0.1,5.8000002,7.5,0.1,3.8,3.9000001,43.700001,0.0080000004,0.5,0.69999999,11.4,1,438.39999,1,120.4,74.788292,3.511714,136.2,84,25.799999,19.799999,0,19.299999,41.700001,37,6.5999999,18.299999,111.8,0.30000001,0,4.9000001,1.7,1.1,2.2,1.6,29.200001,89.900002,482.10001,136.2,0,3.0999999,0,0,0.2,4,0.60000002,0,0,3.3,0.1,0.40000001,0.2,1.4,2.4000001,0.1,0.89999998,11.2,0.69999999,0,0.1,0.40000001,0.30000001,0.1,0.89999998,2.3,0,0,0,0.40000001,0.30000001,0,0,4.6999998,0,0,0,0.60000002,0,3.7,2.0999999,0.60000002,22.799999,1.1,14.2,11.6,0.69999999,2.4000001,2.0999999,2.5999999,0,6.5,15.4,0,0.2,45.5,0.1,8.3000002,0,0.40000001,0.1,0.30000001,47,5.3000002,1.8,9,1.8,0,0,2,0,0,0,0,4.0999999,0.69999999,5,14,4.9000001,3
"Iceland",15.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,1.6,0,0,0,0.1,0,18.1,0.1,8.6999998,3.2475121,0.1524882,2.9000001,2.7,1,0.2,0,0.69999999,2.0999999,0.2,0.1,1.8,1.9,0,0,0,0,0,0,0.1,11.4,3.5999999,7.8000002,10.4,13.9,0,0,0,0,0,0,0.20299999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,4.8000002,0.1,0,0.30000001,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
"Equatorial Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69999999,1.146181,0.053819399,0.40000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
