"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Mexico","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Solomon Islands","Fiji","Samoa"
"Ethiopia",55.5,1.989,0,0,0,0,0,0,0,0,0,0,0,0.0060000001,0,0,0,0,0,0,0.050000001,0,0.001,0,0,0,1.334,0,0,0,0.016000001,0,47.308998,0.192,16.417999,4.2592721,0.19072799,15.765,25.476,1.739,0.19,0,16.746,3.122,4.4790001,4.8260002,7.4000001,78.008003,0,0,17.237,1.899,0.0020000001,2.165,4.3010001,139.008,0.30199999,10.748,1.525,5.8709998,0.0049999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.0089999996,0,0,0.001,0,0,0,0,0,0.43599999,5.119,0.26100001,0,0,0,5.454,0,0,0,0,0,0.56400001,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0.0060000001,0.17200001,0,0.045000002,0,0.052000001,0,10.298,0.87199998,0.30899999,1.322,33.442001,1.29,0,0,0,0,10.02,0,5.553,0.2,7.0320001,62.664001,6.3559999,0,0.81199998,0,0,0.037,0,0,3.365,0,0,0,0.2,5.4780002,0.02,0,4.8629999,0,0.1,0,0,0
"Angola",111.3,2.0999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.68,0,0,0,26.91,0.73799998,64.599998,0.15000001,75,26.60849,1.191514,92.599998,31.200001,44.599998,176.82001,0,0,44.529999,3.7,0,0,65.699997,0,0,28.280001,0.38,0,0,20.43,0,0.090000004,65.5,6.6799998,13.31,0,0,0,0,0,0,0,0.061999999,0,0,0,0,0,0,0,0,0,0,0.0089999996,0,0,0,0,0.56797004,0.2,0,0.113,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,83.5,1.92,0,0,0.18000001,0,0,0,0,20.139999,0,0,0,0,0,0,0,0.029999999,0,0.0099999998,0,0,0
"Mozambique",69.400002,12.1,0,0,0,0,0,0.98000002,0,0,0,0,0,0,0,0,0,0,0,0,0.73000002,0,0,0,0,0,72.290001,0,0,0,0,0,26.4,0.47999999,19.4,7.6571178,0.34288171,50.799999,12.6,2.5999999,37.220001,0,0,0,0.89999998,0,0,38.299999,0,0,3.96,1.76,0,0,0,0,3.01,16.9,5.52,3.96,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,1.5369999,17.132,0,0,0,0,0,0,0,0.50999999,0,2.7060001,0,0,0,0,0,0,0,0,0,7.98,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,26.799999,0,0,3.4000001,0,0,0,0.80000001,35.400002,0,0,0,26.5,0,0.011,0,0,4.2399998,0,0,0,8.5,4.5300002,3.3499999,0,0.93000001,0,0.77999997,0,0,0
"Zambia",76.830002,7.4209089,0,0,0,0,0,0.041818183,0,0,0,0,0,0.0081818178,0,0.0018181818,0,0,0.0099999998,0,0.0045454544,0,0.001,0,0,0,0.16818182,0,0,0,0.084545456,0.30000001,247.39091,4.358182,26.691818,12.63424,0.56575489,11.924545,11.799091,1.2818182,0.12818182,0,0.64454544,0.02,6.3954544,0.079999998,4.661818,23.844545,0.0018181818,0.050909091,14.065454,0.27000001,0.079999998,0.049090911,2.2036364,0.59636366,5.8481817,27.845455,2.9554546,2.25,0.0018181818,0,0,0,0,0,0,0.0063636363,0,0.013636364,0,0,0,0,0.003,0.014545455,0.003,0,0.00090909092,0.00090909092,0,0,0,0,0.10181818,0,12.550909,3.0154545,0.066363633,0,0.035999998,0,0.0027272727,0,0.029090909,0,10.218182,4.1445456,172.99727,0.010909091,1.5254545,1.5218182,0,0,0.66636366,0,0,0,0,0,0,1.2936363,0,0.0036363637,0.32636362,0,0.0090909088,0,4.6881819,218.0891,0.00090909092,0,0,68.809998,0,0.0018181818,0.0027272727,0,7.2645454,0,3.2190909,0.79000002,0.16545455,55.089092,20.586363,0,0.45909092,0.033636365,0.014545455,0.050909091,0,0,0.020909091,0.00090909092,0,0,2.4127274,2.5218182,0.047272727,0.43272728,7.2472725,0.0054545454,0.023636363,0,0,0.0018181818
"Zimbabwe",18.6,0.40000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.700001,0,8.3000002,8.9971132,0.402886,17.700001,9.6000004,0.72000003,3.54,0,0,0,2.3,0,0,6.8000002,0.029999999,0,0,0,0,0,0,0,1.5700001,1.6,0.54000002,0.55000001,0,0,0,0,0,0,0,0.0040000002,0,0,0,0,0,0,0.0049999999,0,0.0060000001,0,0,0,0,0,0,0,0,0,0.123,0,0,0,0,0,0,0,0,19.839001,0,15.214,0,0,0,0,0,0,0.0080000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.700001,0.039999999,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0.88999999,0,0.029999999,0,0,0
"Malawi",15.414,5.9840002,0,0,0,0,0,0.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099999998,0,0,0,0,0,79.620003,0.229,17.868999,3.885988,0.1740125,10.259,2.1240001,1.29,0.90600002,0,0,0,1.919,0,0,4.8920002,0,0,1.59,0.07,0.18000001,0,0,0,1.11,7.0469999,1.54,4.8319998,0.0049999999,0,0,0,0,0.017999999,0,0,0,0,0,0,0,0,0,0,0.0020000001,0,0,0,0,0,0,0,0,0,0.99599999,0.33000001,0,0,0,0,0,0,2.073,9.1920004,15.795,0,163.45799,0,0,0,0,0,0.061000001,0,0,0,0,0,0,3.553,0,0,0,0,0,0,1.999,0,0,0,0,10.66,0,0,0,0,0,0,0,0,0.80000001,31.086,5.0110002,0,0.32300001,0,0,0.0089999996,0,0,0,0,0,0,0.81999999,1.37,0,0,1.929,0,1.686,0,0,0
"South Africa",2463.3,170.10001,0.31,0,0,0,0,0,0.0040000002,0,0,0,0,2.7,0.029999999,0.001,0,0,0.25,0,0.5,2.3,0,0,0.80000001,14.24,103.06,0,0.48800001,6.5999999,15.57,11.294,2328.8,22.799999,262.20001,241.7735,10.82649,964.20001,297.89999,94.660004,26.34,0,0,0,84.5,0,0,587.79999,0.31999999,0,0,4.6799998,0,0,0,0,51.310001,179.60001,96,57.93,0.050000001,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405,0,2.0546317,0.30000001,0,0.037,0,0,0,0,0,0,0,0,7.21,0,9.1140003,0,0,0,0,0,0,3.28,0,0,0,0,0,0,0,0.28999999,0,0,0,0,0,79.199997,0,0,0,0,0,9.1199999,0,0,0,0,0,0,0,1.7,1811,0,0,0,0,0,18.65,0,0,0.81,0,0,0,0.18000001,0,0.51999998,0,131.33,0.0020000001,13.7,0,0.063000001,0
"Lesotho",7.9000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89999998,0,0.89999998,1.43571,0.0642903,0,2.3,0.039999999,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.0099999998,0.1,0.02,0.55000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040000002,0,0,0,0,0,0,0,0,0,0,0,0.071000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30000001,0.2,0.76999998,0,4.3600001,0,0,0,0,0,0,0,0,0,0,0,0.059999999,0,0,0,0,0,0,0
"Botswana",6.0999999,0,0,0,0,0,0,0.029999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0999999,0.07,0.40000001,1.244282,0.055718299,0.80000001,0,0.14,0.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80000001,0.039999999,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049999999,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0.41600001,0,0,0,0,0,0,0,0,0.026000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.30000001,1.62,0,0.07,0,0,0,0,0,0.029999999,0,0,0,0,0,0,0,0,0,0,0,0,0
"Swaziland",6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0.12,0.1,0.28714189,0.0128581,0.1,0,0.02,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28999999,1.3,0,0.51999998,0,0,0,0,0,0,0,0.016000001,0,0,0,0,0,0,0,0,0.077,0,0,0,0,0,0,0,0,0,2.1059999,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5.6999998,3.9000001,0,0.51999998,0.029999999,0,0,0,0,0.079999998,0,0,0,0.039999999,0,0.079999998,0,0,0,0,0,0,0
"Madagascar",21.136999,7.2030001,0,0,0,0,0,0,0,0,0,0,0,0,0.028999999,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,18.771999,0.19,12.013,17.99423,0.80577213,248.401,9.4469995,6.3239999,0,0,3.776,0.107,1.9,0,0,22.749001,0,0,0.103,0.0099999998,0,0,0.26800001,3.109,0.0099999998,5.8299999,0.27000001,0.36000001,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.020352259,0,0,1.3559999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75099999,0.212,0,0.055,0.41499999,0,0,0,0.12800001,0,28.267,0,0,0,0,0,3.7049999,0,0,0,0,10.17,9.6999998,0,0,8.8990002,0,0,0,0.1,32.504002,0.88099998,0,5.9460001,0.1,0,0,0,0,0.252,0,0,0,2.5569999,2.54,0,0,0.74000001,0,0,0,0,0
"Comoros",0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5999999,0,0.30000001,0.66999781,0.030002199,21.4,0,0,0.0099999998,0,0,0,0,0,0,0.40000001,0,0,0,0,0,0,0,0,0,0.2,0.02,0.059999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6210001,0,1.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30000001,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029999999,0,0,0,0,0
"Mauritius",27.952,1.147,0,0,0,0,0.003,0.001,0,0,0,0,0,0.0080000004,0.0020000001,0,0,0,0,0.018999999,0,0,0,0,0,1.3609999,1.798,0,0,0.0040000002,0.056000002,0.0020000001,70.913002,0.81300002,6.052,3.8189881,0.1710123,65.578003,4.882,5.3169999,0.28299999,0,0.018999999,0.013,0.47600001,0.35299999,0.118,17.445,0.018999999,0.001,0.056000002,0.023,0,0.052000001,0.039999999,0.34200001,0.02,1.8430001,0.163,2.878,0,0,0.001,0,0,0,0,0.001,0,0,0,0.149,0,0,0,0,0.204,0,0,0,0,0,0,0,0,0,20.615999,0.234,0,0,0,0,0.97299999,0,0.359,0.001,2.3299999,0.27000001,82.615997,0,0.50099999,0.229,1.034,0.227,0,0.80900002,0.417,0,0,0.014,0,0.014,1.7970001,0,0.29699999,0,0,0,4.0240002,1.725,0,10.727,0.045000002,66.373001,0,0,0,0,17.058001,0,8.1899996,0,4.4099998,31.944,30.238001,0,5.9499998,0.0020000001,0.36000001,0.433,0,2.1440001,0.62900001,0,0,0.003,9.5769997,9.6160002,0.176,0.72600001,35.499001,0.0070000002,12.921,0,0,0
"Seychelles",2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.6,0.2,1.4,0.38285589,0.017144101,2.5,0.2,0.02,0,0,0,0,0.1,0,0,1.6,0,0,0,0,0,0,0,0,0.039999999,0.2,0.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9000001,0.69999999,0,0,0.001,0,0,0,0,0,0.1,0,9.8999996,0,0,0.69999999,0,0,0.89999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.299999,0,0,0,0,1,0,0.30000001,0.1,0.30000001,4.6999998,2,0,0.89999998,0,0,0.057,0,0,1.2,0,0,0,1.2,7.1999998,0.059999999,0,1.7,0,0.2,0,0,0
"Morocco",276.69,81.419998,0,0,0.95999998,1.95,0,0.0099999998,0,0,0,0,0,0.34,0,0,0,0,0.19,0,4.0999999,4.8600001,0.75800002,0,0.13,0,82.860001,0,0.98000002,0,5.25,0.15000001,126.15,6,102.11,86.046867,3.8531339,1058.74,35.080002,355.54001,22.9,0,20.719999,53.189999,13.02,4.98,9.4300003,243.32001,0.13,0,23.950001,4.3200002,0,12.07,14.48,152.14,11.45,66.980003,4.8400002,16.02,0,0,0,0.39500001,0,0,0.0099999998,2.48,0.35299999,0.47999999,0,33.599998,0,0.29800001,0,0,0.0020000001,0.07,2.1300001,0.28999999,11.55,0,0,0.23,2.8699999,0,0.44999999,0.18000001,0,0,0,0,0,0,0,0,0,0,0,0,2.6199999,0,2.54,0,0.029999999,0,0,0,2.4200001,1.27,0,0,6.5500002,402.92999,3.1800001,0.12,4.5700002,0.14,0,324.73999,0,0,0.16,0,0,69.989998,0,0,38.459999,0,18.219999,0,5.5599999,56.049999,6.2199998,0,0.60000002,2.8800001,0,0.039999999,0,0.70999998,32.759998,0,0,0,6.6999998,2.8599999,11.44,8.1400003,1.08,0,3.5599999,0,0,0
"Algeria",750.17999,315.34,0.029999999,116.74,0,2.3099999,0,0,0,0,0,0,0,21.92,0,0,0,0.36000001,0,0.94,65.459999,0,0.001,0,0.81,1.84,107.37,0,5.0599999,0,54.619999,1.01,376.35001,32.52,295.57001,640.53699,28.682911,2444.5,191.23,547.63,8.3100004,0,56.34,50.970001,141.97,38.439999,46.43,1250.98,0.69999999,6.3099999,65.919998,69.730003,0.70999998,14.41,99.040001,53.23,95.160004,122.54,10.07,27.809999,3.8499999,0,0,0,0,0,0.11,1.03,1,0,1.37,88.07,0,0.63999999,2.49,0,0.0040000002,0,0,0.31999999,1.51,0,0,1.25,4.25,0,0.47999999,9.1300001,0,0,0,0,1.98,73.160004,0.0099999998,10.94,0,0,0,0.02,4.1799998,0.050000001,24.26,0,0,0,0,0,56.189999,11.64,1.8,0,7.2199998,1.5700001,1.6799999,20.26,4.0599999,0.49000001,0,27.99,0,0,0.039999999,0,0,0,0,0,47.75,0.050000001,1.51,1.14,0.050000001,454.45001,7.21,0,1.89,2.6400001,0.0099999998,0.58999997,0.72000003,0,0.13,0,0,0.18000001,13.89,20.85,20.870001,1.6900001,14.36,0,1.11,0,0.050000001,0
"Tunisia",207.27,61.169998,0,9.4899998,0.029999999,0.14,0.0040000002,0,0.001,0,0,0,0,0.34999999,2.95,0,0,0,1.24,0.079999998,0.31999999,0.75999999,0,0.02,0,0,30.790001,0,2.6900001,2.1199999,12.93,0,69.589996,12.09,87.589996,92.478851,4.1411538,885.71997,41.959999,116.46,16.219999,0,16.190001,22.01,31.540001,25.01,12.48,555.17999,0.07,0,23.709999,193.83,0.023,14.46,1.84,28.58,24.51,37.849998,1.23,6.27,0.039999999,0,0,0,0,0,1.6900001,0.46000001,0,0,0,6.04,0,1.98,9.1199999,0,0,0,1.08,0,1.08,0,0,3.3900001,0.02,0,0.02,0,0,0,0,0,0.34,0,2.49,1.36,0,0,0,0,0,0,0.2,0.02,0,0,14.6,7.2199998,0,10.14,3.28,6.2399998,30.040001,10.6,11.71,7.2399998,1.3099999,0,0,304.79001,0,0,1.33,0,0,6.5,0,0,19.690001,0,1.77,0.090000004,2.95,41.07,5.3899999,0,0.81999999,0.67000002,0.02,5.2399998,0,0.029999999,1.88,0,0,0,3.24,0.73000002,0.14,2.95,0.31999999,0,2.6700001,0,0,0
"Libya",426.20001,43,0,35.099998,0,0,0,0,0,0,0,0,0,0.1,0,0.40000001,0,0,1.8,0.69999999,0.5,0,1.2,0,1.7,0,1.2,0,0,0,1.0700001,0,471.79999,123.1,127,83.079727,3.7202671,458.10001,51.200001,298.39999,2.4000001,0,6.8000002,39.599998,100,36,15.2,2001.7,39.099998,2,81.800003,137,22.6,84.699997,52.299999,68.699997,23,82.599998,6.1999998,27.299999,0,0,0,0,0,0,0,0,0,0,35.540001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6,6.7259998,0,0,0,0,0,0,0,0,0.032000002,0,0,0,0,0,0,0,0,0,0,5.5999999,1.8,17,0,0.40000001,0,53.299999,0.1,0,2.9000001,16.9,0.31,0,0.1,0.021,0,0,0,0,0.5,0,0,11.4,0,11.2,0,174.10001,511.20001,50.900002,0,3.5,0.090000004,0,10.1,0,0,0.029999999,0,0,0,1.84,1.6,4.8000002,0.5,71.900002,0,1.13,0,0,0
"Sudan",126.614,1.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,73.912003,0,0,2.1800001,0.0099999998,0,187.562,0.94599998,49.346001,41.894009,1.8759919,142.884,11.87,5.9099998,1.73,0,0,30.327999,12.858,1.184,13.354,34.754002,0.16,0,15.172,9.5080004,0.20200001,0.94199997,3.198,1.016,0.41600001,8.4099998,8.4359999,10.998,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0.0080000004,0,0,0,0,0.38,0,0,0,1.874,4.1139998,0.20200001,0,0,0.0060000001,0,5.4860001,0,0.026000001,0,0,0,0,0,0,0,0.057999998,0,0,0,0,0,0.38,0.40000001,0,0,9.2299995,0,26.902,2.312,1.192,0.31799999,0,221.11,0.0060000001,0.066,123.058,6.5700002,0.0060000001,0.056000002,0.0080000004,0,52.118,0,8.5719995,0,33.706001,54.633999,32.838001,0,17.766001,32.043999,0,0.012,0,0,0.18000001,0,0,0,0.118,5.836,0.12,0.0099999998,3.5,0,0.86000001,0,0,0
"Iran",23,47,0,0,0,0,0,0,0,0,0,0,0,0,0.037999999,0,0,0,0,0,0.5,0,0,0,0,19,43,0,0,10.3,15,32,791,24,334,263.21341,11.78656,526,450,234,0.68000001,0,40,92,355,93,79,601,0.60000002,0,69,108,5,154,207,819,138,239,19,118,0,0,0,0,0,0,0,0,0,0,0,0.61000001,0,0,0,0,0.011,0,0,0,0,1,0,0,0,0,3,0.67000002,0,0,5.0599999,0,0,0,68,0,6,0,0,0,0,0,0,0,0,0,9.5900002,0,4,0,1.13,0,111,0,0.02,1,8,0.14,0,7,0,0,102,35,3,461,15,0.43399999,42,0,24,14,424,1061,68,0,68,8,0,11,0,0,100,0,0,0,6,74,2,0.69999999,139,0,80,0,0.0099999998,0
"Turkey",442.42001,59.779999,17.469999,0.039999999,0,0,0.035999998,0,0,0,0,0,0,2.4000001,0.017999999,0,0,0,0,0,9.6599998,4.71,0,0,0,0.13,38.610001,0,0,15.16,6.9299998,0.25999999,316.76001,1.28,204.64999,151.4865,6.7834868,376.60999,347.63,86.019997,6.6700001,0,17.74,31.91,126.63,58.779999,66.75,299.69,5.4499998,4.79,73.440002,64.68,0.029999999,135.55,261.12,180.67,43.830002,55.560001,20.360001,8.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6999998,0,0.97000003,0,0.0049999999,0,0,0,0,0,0,0,0.090000004,0.090000004,0,0,0,0,0,0,0,0,0,0,5.2600002,0,0,0,0.029999999,0,0,0,17.41,0.30000001,18.549999,715.95001,0.02,770.64001,0,1150.89,8.9499998,17.290001,15.56,19.870001,31.9,76.730003,0,0,114.44,0.60000002,0.25,69.5,0,0,0.2,0,2.3099999,0,18.790001,112.95,4.5100002,0,15.72,6.6900001,0,0.15000001,0,0,0.02,0,0,0,18.93,18.66,0.23999999,0.17,13.74,0,0,0,0,0
"Iraq",724.5,124.5,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.029999999,2.8,0.061999999,0,0,0,288.89999,0,0,0,11.53,0,748.09998,11.75,249.8,325.71469,14.58533,1072.1,211.60001,193.84,34.099998,0,0,127.7,173,120.3,159.923,942.5,0.1,0,306.51001,67.400002,10.38,0,274.5,0,156.03999,360.60001,35.52,132.7,0.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.079,0.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.15000001,1.4299999,0,0,0,134.78999,0,0.07,29.780001,0,94.870003,0,20.299999,0,0,420.10001,0,22.780001,40.200001,0.40000001,0,124.4,0,0,0,34.599998,2193.2,68.550003,0,32.09,18.940001,0,37.013,0,0,38.389999,0,0,0,50.48,60.93,49.130001,37.099998,200.52,0,48.73,0,0,0
"Egypt",937.58002,42.279999,8,28.459999,0,0,0.0099999998,0,0,0,0,0,0,0.13,0.07,0,0,0,0,0.38,0.0099999998,0.38,0.0040000002,0,0,0.12,59.509998,0,0,1.76,24.610001,3.0999999,296.57999,9.1899996,98.940002,101.5621,4.5478978,496.97,85.410004,119.05,1.36,0,29.83,22.459999,27.860001,14.45,50.77,327.10001,0.17,1.12,106.17,108.05,0.38999999,54.029999,155.09,76.599998,87.019997,94.440002,2.8199999,18.91,0.02,0,0,0,0,0,0,0,0,0,0.018999999,0.1,0,0.23999999,0.0049999999,0,0.92000002,0,2.6700001,2.5699999,0.059999999,0,0,0.28540495,0.0099999998,2.5999999,8.1400003,0.52999997,0,0,0.027000001,0,2,0,0,0.64999998,0,1.12,0.0099999998,0,0,0,0,0,0.015,0,0.66000003,0.0099999998,0.82999998,0.77999997,13.66,0.059999999,16.68,3.03,0,6.5300002,25.59,0.52999997,1.02,47.18,0.0070000002,0,3.02,0.07,0.23999999,3.78,0.050000001,0,30.48,0,33.459999,1.38,52.73,227.53,42.540001,0,1.5,5.52,0,22.4,0,0,5.8800001,0,0,0,1.46,47.59,2.54,4.96,83.059998,0,3.4400001,0,0.0060000001,0
"Syria",220.11,19.26,0.029999999,8.2799997,0,0,0.0049999999,0,0,0,0,0,0,0,0,0.53399998,0,0,1.215,0,2.52,0,0,0,0,0,21.549999,0,0.016000001,0,8.8000002,0,136.85001,4.3200002,91.169998,73.115913,3.274092,252.35001,46.040001,138.64,3.74,0,55.720001,26.73,84.199997,57.759998,55.130001,360.35999,0.19,0,29.1,64.029999,24.790001,73.169998,183.07001,45.41,28.01,62.66,4.6700001,13.31,0.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67000002,0,0,0,0,0,0,0,0,0,1.266,0.048999999,0,0,0,0,0.198,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,0.11,7.4299998,93.230003,6.4499998,2.5699999,72.949997,734.92999,7.5300002,0,88.660004,49.389999,0,11.33,0.44999999,0.20999999,12.6,0.0099999998,0.31999999,0.47999999,0.039999999,0,56.900002,0,0,0,26.4,159.17999,12,0,9.6800003,13.03,0,16.34,0,0,9.6899996,0,0,0,6.2600002,8.8000002,0.30000001,0,4.2399998,0,2,0,0,0
"Lebanon",303,34.5,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0.52600002,0,0.67000002,0,0.001,0,0,0,0,0,0,0,10.14,0.026000001,164.3,6.3200002,72.300003,104.424,4.6760502,347.20001,141.39999,75.900002,8.0600004,0,0,51.049999,37.700001,42.630001,53.437,468.79999,0.34,0,27.190001,63.07,52.845001,0,202.98,0,17.83,30.5,14.55,16.959999,0,0,0,0,0,0,0,0.054000001,0,0,0.264,0.88,0,0.0049999999,0.78899997,0,0.22499999,6.823,0,0,0,0,0,0,0,0,0.093000002,0,0,0,0.017999999,0,0.30000001,0,0,0.0040000002,0,0,0,0,0,0,0,0,0.014,0,4.21,0.14,0.43000001,0.1,7.1919999,0,72.919998,0,18.01,12.66,0,7.3099999,0,391.5,0.0070000002,0,19,0.0099999998,0,10.1,0.0099999998,0,0,0,0,0,16.5,192.8,6.9699998,0,1.28,0,0.26499999,0.68000001,0,0,3.9400001,0,0,0,1.15,15.9,2.8,0,1.17,0,0.28999999,0,0,0
"Jordan",206.11,6.6100001,0,0.13,0,0,0,0,0,0,0.017000001,0,0,0,0,0,0,0,0.70999998,0,0.0099999998,0,0,0,0,1.0700001,63.720001,1.25,0,0,0.85000002,0,186.36,7.7399998,49.48,45.646,2.044004,173.00999,18.200001,51.349998,1.79,0,2.9200001,7.7399998,21.08,8.4399996,13.96,152.28,0.12,0,13.28,50.950001,9.4499998,22.190001,46.330002,18.280001,4.1199999,15.97,1.72,14.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039999999,4.4200001,0.14,0,0,0,0,0.059999999,0,25.5,0,0,0,0,0,0,0,0,0,0,0,1.38,0.0099999998,3.0799999,0.5,2.8099999,1.71,30.27,7.2800002,16.129999,40.16,73.989998,0,0,408.07999,0.059,0,23.299999,0.029999999,0.0099999998,0.56,0.02,0,33.509998,0,42.310001,0.2,30.870001,171.81,6.4899998,0,1.02,0,0,8.3900003,0,0,1.6799999,0,0,0,2.78,5.4699998,0.17,0.07,0.12,0.043000001,7.2600002,0,0,0
