"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Mexico","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Solomon Islands","Fiji","Samoa"
"Guyana",81.718002,12.118,0,0.31,0.003,0.003,4.2579999,88.657997,0.62300003,0.0040000002,0.0099999998,0.26300001,0.03185185,0.59799999,0.60799998,0,0,0,0.39899999,0.185,0.396,0.55299997,0,0.26499999,0.0040000002,0.0099999998,4.4120002,0,0,0,0.38800001,0,73.462997,0.056000002,5.223,2.4119921,0.1080077,2.8469999,0.60799998,0.068999998,0.064000003,0,3.3150001,0.0099999998,4.197,0.032000002,0.082000002,1.618,0,0,0.0020000001,0.0080000004,0,0,0.131,0.088,0.061000001,0.64700001,1.722,0.40000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0,0,0,0,0.001,0,0,0.0070000002,0,0,0,0,0,0,0,0,0,0,0.248,0.001,0,0,0.0020000001,0.015,0.015,0,0.001,0,0.001,0,0.0080000004,0.0020000001,0,0,0,0,0,0,0,0,1.3,0,0.39500001,0.32499999,0.27900001,6.823,0.838,0,0.011,1.822,0,0,0,0.001,0,0,0,0,0.114,0.121,0,0.0020000001,1.988,0,2.1470001,0,0,0
"Suriname",152.86099,2.7309999,0.125,0.25799999,0.0020000001,2.783,2.082,120.521,1.39,0,0.0089999996,0.43799999,0,0.79699999,0.27500001,1.334,0,0,0.329,4.2909999,1.617,0.57599998,0.88099998,0,0,0.37799999,14.773,0,0,0,0.098999999,0,13.939,0.034000002,73.399002,0.1052854,0.0047145998,3.421,1.1900001,3.4460001,0.15000001,0,0.021,0.068999998,0.057999998,0.155,0.15800001,3.299,0,0,0,0.021,0,0,0.0040000002,0.030999999,0.039999999,1.351,0.82200003,1.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.627,0,0,3.8010001,5.9000001,26.305,0.43799999,0,0.02,0,0,0,0,0,0.017000001,0,0,0,1.61,0,0.5,0.1,0.098999999,0.046999998,0.061999999,0,0,0
"Ecuador",801.26001,57.02,4.6599998,0,0,0,0.029999999,2.9200001,0.0020000001,0,0,0,0,37.84,1.39,0.02,1.86,0.029999999,1.4,3.9300001,52.43,23.35,0.055,0,0,56.82,49.790001,11.64,0,24.41,13.53,0.91000003,67.459999,1.01,19.860001,11.66753,0.522466,28.370001,46.450001,41.98,1.4,0,2.1800001,25.82,6.27,0.25999999,7.3099999,79.75,0.02,0,8.2700005,0.07,0,0.83999997,1.33,5.8400002,3.8299999,28.120001,42.720001,5.9499998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.809999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1999998,0,0,0,0,0,0,0,0,0,19.879999,0,24.969999,0,19,266.95001,0.11,0,0.07,0,0,0.94700003,0,0,0,0,0,0,6.2600002,3.53,0.0099999998,0.38999999,7.9099998,0,0.34,0,0,0
"Peru",853.64001,28.629999,0.02,0,0,0,0,2.0699999,0.0020000001,0,0,0,0,18.870001,0.050000001,0.0099999998,0.029999999,0.25999999,0.28999999,14.27,24.84,31.280001,0.079999998,0,6.04,0,89.400002,12.52,0.25999999,37.380001,78.809998,8.2700005,95.379997,3.27,24.58,65.937363,2.9526401,41.84,37.200001,4.4200001,1.08,0,0.039999999,28.690001,6.3299999,3.8,4.73,65.07,0.079999998,0,0.61000001,6.6500001,0,1.4,0.60000002,0.98000002,4.75,86.93,3.51,5.6199999,0.43000001,0,0,0,0,0,0,0,0,0,0,0.050000001,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,12.44,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,1.8099999,0,0,0,0,0,0,0,0,0,0.23,0,37.98,0.23,1.86,230.05,5.2600002,0,6.1399999,0,0,1.809,0,0,0.02,0,0,0,0.23999999,9.3900003,0.07,0.2,7.6399999,0,16.27,0,0,0
"Brazil",5097.1689,1083.775,36.949001,0,0.011,0.033,0.0020000001,23.683001,0.026000001,0,0,0,0,514.95398,0.53899997,1.166,0.264,0,2.4089999,53.185001,10.604,657.448,3.4319999,16.302,40.073002,143.47301,0,51.865002,108.592,507.74899,924.737,223.02499,531.43201,14.498,289.66299,184.1441,8.2458773,791.39502,384.08701,240.306,52.283001,0,106.491,92.311996,26.51,11.385,28.434999,456.918,0,0,2.2550001,1.793,0,7.0619998,43.450001,40.237999,86.471001,182.864,102.135,34.881001,2.1340001,0,0,0,0,0,0,0,0,0,0,0.308,0,0,0.003,0,3.388,0,0,98.802002,341.86899,0,0,93.279999,63.448002,0,0,0,0,0,0,0,0,124.146,0.011,5.1370001,0.16500001,0,250.18401,0,0,0,0.022,0,0,0.16500001,60.411999,91.608002,3.289,153.56,0.022,842.534,0.74800003,4342.8989,1.133,0.0099999998,0,0,43.966999,2394.3701,0,0,877.12903,1.705,221.32001,232.672,0,0,289.63,0,14.652,0,3.674,1311.53,2.937,0,11.253,11.319,28.347,0.11,0,0,12.034,0,0,0,8.1730003,101.64,17.589001,83.776001,43.692001,0.14300001,1.265,0,0.47600001,0
"Bolivia",231.689,5.7779999,0,0,0,0,0,0,0.015,0,0,0,0,2.6040001,0.62199998,0,0,0,1.683,0.70499998,3.3369999,0.48800001,0,0,0.977,44.352001,53.548,0,0.48800001,30.924999,89.598999,1.058,24.087999,2.4200001,9.5220003,28.350479,1.26952,4.3940001,7.8940001,8.5500002,5.6399999,0,0,0,6.8000002,0,0,11.637,0,0,0.090000004,0,0,0,0,0,0.050000001,15.706,0.69999999,2.9000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25999999,0,0,0,0,0,0.13,0,0,0,0,0,0.40000001,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4000001,78.776001,0.31999999,0,0.02,0,0,0.43200001,0,0,0,0,0,0,0.050000001,0,0,0,0.039999999,0,0,0,0,0
"Paraguay",56.508999,0.287,0.090000004,0,0,0,0.611,0.1,0,0,0,0,0,0.546,0,0.001,0,0,0,0.090000004,0.223,0.014,0,0,0.37900001,0.145,154.55499,0.078000002,0,4.7270002,117.086,16.447001,31.726999,0.016000001,2.369,1.722852,0.0771484,13.233,3.194,6.052,0.12,0,0,0,2.342,0,0,5.178,0,0,0.012,0.0070000002,0,0,0,0,0.69700003,3.9200001,0.296,0.39399999,0,0,0,0,0,0,0,0.0040000002,0,0,0,0,0,0,0,0,0,0,0,1.377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713,0,0,0,0,0,0,0,0,40.790001,0,0,0,0,0.0070000002,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,6.4439998,0,6.4439998,0,1.229,46.234001,0.46399999,0,0.0020000001,0,0,0,0,0,0,0,0,0,0.090000004,0.18000001,0.0070000002,0,0.17,0,0,0,0,0
"Chile",1464.3,76.599998,8.9899998,0,0,0.67000002,0,0,0,0,0,0,0,28.200001,0.26699999,0,0.23800001,0,1.6799999,91.699997,17.799999,257.10001,0.46399999,0,210.2,40.599998,394.79999,26.299999,7.3000002,0,157.39999,21.6,141.7,5.0999999,72.199997,33.691319,1.50868,195.60001,118.1,143.60001,5.3600001,0,0,0,10.1,0,0,103.8,0.15000001,0,6.25,0.029999999,0,0,0.54000002,0,3.27,28.6,12.36,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.60001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.55000001,0,0,0,0,0,18.5,0,0,0,0,0,0,0,0,0,21.1,0,44.299999,0,30,370.29999,1.72,0,0.090000004,2.2,0,4.1999998,0,0,2.8,0,0,0,9.1999998,13.51,1.2,0,19.15,0.078000002,1.12,0,0.003,0
"Argentina",2380.3501,109.77,1.24,0.31,0.001,0.16,0.197,4.8800001,0,0,0.11,0,0,71.739998,0.16,0.51999998,0.039999999,0.090000004,2.1400001,90.849998,52.130001,71.529999,1.6799999,0,61.119999,69.610001,1072.4,252.38,84.580002,254.7,0,148.14,343.37,10.67,232.58,152.13741,6.8126321,374.23001,216.17999,399.07999,6.73,0,14.63,22.18,45.880001,6.04,16.58,576.88,0.16,0,2.73,1.91,0.003,7.0100002,13.58,14.59,75.360001,139.89,23.620001,42.84,0.0080000004,0,0,0,0,0,0,0.017999999,0,0,0,0.2,0,0,0.079999998,0,0.0070000002,0,0.51999998,37.439999,0.02,0,0,20,0.20999999,0,0.001,0.30500001,0,0,0,0,0,21.34,0,0.42699999,0.02,0,53.389999,0,0,0,0.029999999,0,0,0,0,5.9899998,1.35,5.9099998,0.0099999998,0,0.31,127.53,0.039999999,0.07,0.02,0,17.57,338.72,0,0,5.71,0,0,0,0,0,32.709999,0,97.779999,0.039999999,50.459999,978.34003,6.5100002,0,0.81,0.82999998,0,1.63,0,0,0.14,0,0,0,2.8199999,50.73,1.84,0.16,83.709999,0,9.8999996,0,0,0
"Uruguay",161.06599,13.552,0.134,0,0,0.37400001,1.796,2.655,0,0,0,0,0,11.603,0.011,0.236,0.037,0,0.142,7.1170001,1.45,72.755997,0,0,6.2779999,10.771,283.979,1.8660001,19.472,19.606001,174.065,0,69.074997,0.66600001,15.099,7.1402631,0.3197372,29.737,16.952999,19.128,0.31,0,1.474,9.191,4.888,1.237,10.578,46.652,0.015,0,0.113,0.204,0,2.654,1.159,3.326,1.327,7.5349998,2.125,15.24,0,0,0,0,0,0,0,0.0049999999,0,0,0,0.82999998,0,0,0,0,0,1.97,0,134.351,0.054000001,0,0,0.43799999,0,0,0.045000002,0,0,0,0,0,0,0,0,0,0,0,8.3500004,0,0,0,0.108,0,0,0,0.39199999,0,1.8430001,0,0,0,0.011,211.07899,0,0,0,0,2.3640001,0,0,0,0,0,0,0,0,0,3.158,0,11.111,0.011,5.7059999,67.925003,6.3530002,0,0.068999998,1.145,0,0.59299999,0,0,0.163,0,0,0,6.4660001,3.2449999,0.037,0.119,2.3570001,0,0.48699999,0,0,0
"United Kingdom",14037.1,3281.8,137.39999,60.900002,2.0999999,11.1,222.10001,81.5,17.700001,21.299999,12.1,21.4,17.1,259.39999,55,8.6000004,6.6999998,3.5,12.6,9.6999998,79.699997,273.29999,109.6,46.900002,20.6,180.10001,688.90002,77.099998,3,293.5,265.60001,39.200001,0,4124,7917.7002,5308.2969,237.7028,8959,4413,1849,778.79999,0,204.8,452.10001,714.09998,100.7,204.10001,5357,108.3,0.2,132,307,298.39999,33.5,150.60001,977,1843.4,3429.1001,3349.8,2564.7,190.7,0,0.2,0,0,5.5999999,26.299999,35.900002,6.5999999,21.9,0.40000001,124.5,25,6.5999999,20.200001,152.7,243,17.200001,22.799999,352.20001,24.799999,3.4000001,0.60000002,7.9000001,122.2,71.400002,245,84.800003,4.4000001,10.8,0.30000001,0.69999999,23.9,193.2,26.5,219.89999,66.5,106.1,1757.9,0.80000001,9.3999996,70.699997,9.6000004,0.80000001,337.5,1.4,145.39999,265.10001,40.799999,108.1,31.1,249.10001,114.4,1237.5,782.20001,28.4,21.1,18.9,549.90002,4479.7002,1.1,13.2,1522.3,58.200001,103.8,1129.3,66.800003,46.900002,356.60001,4.6999998,543.59998,0.89999998,568.40002,3978.8999,734,0,135.5,169.8,12.5,124.8,0,5.1999998,120.9,0.2,0.1,0.2,434.70001,535,230.10001,132.39999,1125.1,53.099998,963.59998,9.1000004,85.400002,1.3
"Ireland",975.54999,150.28999,20.379999,2.9100001,0.0099999998,0.07,0.41999999,21.860001,16.030001,0,0,0,0,3.3,0.14,0.20999999,0.1,0.11,0.63999999,0.38,10.39,0.63999999,0.050000001,0,11.19,0.93000001,37.07,0.0099999998,0.5,0.46000001,5.1399999,0.2,5663.7402,0,314.12,212.6286,9.5213966,580.12,68.940002,94.209999,33.52,0,8.3299999,62.099998,35.610001,5.3000002,15.85,268.04001,1.26,0.0099999998,4.2600002,10.19,9.4499998,0.63999999,3.9300001,48.630001,111.29,179.37,47.040001,78.839996,0.30000001,0,0,0,0,0.12,0.07,7.75,0.27000001,0.92000002,0,15.13,0,0,0.2,0.19,17.870001,0.62,0.33000001,18.780001,0,0.02,0.16,0.14,4.6700001,0.039999999,12.33,4.73,0,0.0099999998,0.029999999,0.02,0.079999998,0,1.27,0.026000001,3.01,3.1199999,24.129999,0,0.5,0.25,0.07,0,9.0500002,0.11,6.4099998,5.2600002,5.3200002,0.58999997,0.079999998,82.400002,6.3099999,59.459999,1.92,0.0099999998,0.050000001,0.0099999998,31.469999,248.3,0,0,70.239998,0.059999999,0.079999998,58.599998,0.059999999,0.36000001,13.27,0,19.559999,0.81,34.869999,284.51999,37.439999,0,4.9000001,1.17,0.029999999,5.5599999,0,0,13.85,0,0,0,23.74,13.58,9.71,3.9000001,9.96,0.85000002,18.48,0.25999999,0.1,0
"Netherlands",6761,578.79999,168.7,71.099998,1.6,4.5,2.7,58.299999,0.075999998,0.0049999999,1.755,0,0.0062962961,108.9,33.400002,14,39.900002,8,14.8,21.9,239.7,172.8,1.5,94.099998,52.200001,28,752.79999,18,30.200001,138.60001,433.29999,35.599998,6280,396.79999,0,9901.5156,443.3847,5148.7002,1004.8,687.40002,212.10001,0,196.7,165.7,446.5,123.5,182.10001,2429.2,25.799999,5.1999998,196.2,302.60001,11.9,30.1,317.79999,1258.1,599,1420.4,1073.7,667.90002,13.2,0,6.0999999,0.40000001,10.8,0.30000001,5.3000002,2.8,12.6,2.5,11.597,181.2,2.4000001,0.1,56,14.7,76.599998,69.900002,213.39999,2902.8,28.700001,0.2,0.30000001,54.400002,23,24.9,35.5,26.9,3.2,1.4,0.056000002,0,5.6999998,46.099998,14.1,13.9,17.5,24.200001,187.3,0,0,2.5999999,2,0.1,8.6000004,0,128.5,394.79999,95.400002,254,3.5999999,301.39999,96.900002,125.9,92.900002,25.6,2.5999999,0.1,205.39999,4182.5,0.1,13.2,1419.2,18,736.59998,468.79999,92.699997,5.3000002,272.70001,1.2,367.10001,0.1,298,1456.1,147.5,0,46.299999,20.9,6,25.6,0,0,474.60001,0,0,0.60000002,268.79999,204.39999,142.3,273.79999,184.89999,19.1,35.5,2,2,2.2
"Belgium",5274.127,511.97409,55.896969,37.615589,10.43282,23.832781,2.009994,13.20853,0.28714189,0,2.4885631,0.095714003,0,36.179878,14.16567,10.71996,5.7428389,8.805686,11.58139,15.50566,55.80125,216.60069,1.531424,3.3499889,11.19853,86.142578,296.80911,54.556969,7.6571178,215.5479,149.21809,15.21852,5546.5288,257.08771,11276.45,0,0,9928.5059,1890.447,590.45947,151.2281,13519.79,138.49809,182.90939,258.2363,35.605598,74.752617,2465.8789,24.789921,0.4785699,65.085503,104.9982,5.7428389,22.301359,37.902729,1065.201,208.5607,1002.412,574.85822,318.72751,9.3799696,0,0.38285589,0.38285589,0.095714003,0.38285589,22.492781,6.1256952,0.095714003,25.172779,0.66999781,57.33268,1.339996,2.2971361,72.934052,12.53853,23.162781,21.344219,35.127029,416.1644,32.447041,22.588499,2.2971361,44.79414,1183.5031,2.392849,15.69709,19.90851,26.417061,10.91139,1.339996,0,4.1157012,9.4756832,5.359982,55.035542,7.6571178,3.158561,424.39581,0.5742839,0,1.148568,4.402843,0.095714003,10.33711,0,133.9039,199.1808,67.669777,56.854099,6.412837,259.86349,71.115494,407.1673,52.7384,14.3571,5.5514112,4.402843,225.6936,3963.708,0,0.095714003,229.52209,10.81568,131.89391,301.8819,11.58139,4.7856989,181.9523,0.095714003,0,0.28714189,98.585403,1375.123,217.0793,0,32.73418,17.99423,11.86853,4.5942712,0,0.38285589,102.7011,0,0,0,117.8239,69.77549,40.10416,82.888313,210.9536,14.54852,103.9454,0.095714003,0.86142582,0
"Luxembourg",236.1727,22.92593,2.503037,1.684407,0.46717629,1.067219,0.0900065,0.59147102,0.0128581,0,0.1114366,0.004286,0,1.620116,0.63433123,0.48003441,0.25716129,0.39431399,0.51860863,0.69433558,2.4987509,9.6992674,0.068576403,0.15001079,0.50146449,3.857419,13.29095,2.443033,0.34288171,9.6521206,6.6819081,0.68147743,248.3707,11.51225,504.9534,0,0,444.59329,84.653214,26.44047,6.771914,605.40918,6.2018728,8.190588,11.56369,1.5944,3.347383,110.4208,1.11008,0.021430099,2.914495,4.701766,0.25716129,0.99864298,1.697265,47.699139,9.339241,44.887508,25.74185,14.27245,0.42003009,0,0.017144101,0.017144101,0.004286,0.017144101,1.007215,0.2743054,0.004286,1.127224,0.030002199,2.567327,0.060004301,0.1028645,3.265949,0.56146878,1.037217,0.95578277,1.57297,18.63562,1.452961,1.011501,0.1028645,2.0058579,52.996658,0.1071505,0.70290762,0.89149249,1.182942,0.48860651,0.060004301,0,0.1842989,0.42431611,0.24001721,2.464463,0.34288171,0.14143869,19.004219,0.0257161,0,0.0514323,0.197157,0.004286,0.46289039,0,5.9961438,8.9192114,3.0302169,2.545897,0.28716341,11.63655,3.184514,18.23274,2.361598,0.64290333,0.24858931,0.197157,10.10644,177.49271,0,0.004286,10.27788,0.48432049,5.9061379,13.51811,0.51860863,0.21430109,8.147728,0.004286,0,0.0128581,4.4146018,61.577271,9.7206974,0,1.465819,0.80577213,0.53146672,0.2057291,0,0.017144101,4.5989008,0,0,0,5.276093,3.12451,1.795843,3.711695,9.4463921,0.65147531,4.6546202,0.004286,0.0385742,0
"France",10730,1042.7,70.699997,65.800003,36.700001,17.299999,1.1,74.5,1.4,0,0.40000001,0,0.0048148148,422.39999,23.9,8.6000004,23.9,24.4,38.599998,9.6000004,145.5,361.10001,12.2,18.6,45.700001,83.599998,1192.3,43.900002,28.1,276.5,296.5,22.9,7280.7998,755.59998,7302.7998,10786.77,483.02609,0,3030.3999,3891.5,510.29999,0,274.39999,586.90002,645.29999,195.10001,178.5,12683.7,17,9.3999996,278.79999,457.89999,6.9000001,46.599998,407,3556.3999,709.70001,2066.6001,1261.5,862.70001,29.1,0,3.0999999,4.4000001,0.40000001,6.9000001,38.900002,187.8,14,76,370.39999,785.70001,43,15,125.4,4.5,22.700001,62.5,393.70001,3000.5,629.59998,40.900002,12.9,28.799999,174.3,64.800003,35.400002,12,8.3999996,3.7,1.4,6.6999998,38.299999,1.3,10.6,226.7,36.299999,8.3999996,1203.5,0.5,0,3.3,98.699997,4.6999998,52.400002,0.2,773.09998,1718.3,389.10001,666,50.900002,692.79999,213.2,5596.7998,126.4,120.5,19.9,0.2,308.5,8686.2002,0.1,0,828.09998,0.2,679.5,1902.4,23.299999,7.5999999,467.39999,1.1,399.70001,19.299999,381,2766.8999,353.89999,0,94.599998,26.799999,4.4000001,33.700001,0,1.4,232,0,0.60000002,4.8000002,472.39999,329.79999,206.8,326,584,15.3,169.7,0.2,0.1,0
"Switzerland",2452.5,202,1.9,7.1999998,2.5,1.2,0.30000001,1,0.80000001,0,0,0,0,50.200001,34.900002,25.1,11.5,10.6,29.799999,183.89999,69.400002,9,0.003,0.5,8.8000002,26.6,158,1.5,12.4,6.5999999,69.199997,12.4,3015.3,89.699997,1472.7,1431.02,64.080307,4459.2002,0,344.89999,107.2,0,40.900002,142.89999,1306.6,99.099998,115.7,3491.6001,1.7,1.9,104.2,39.900002,3,24.5,35.799999,971.20001,205.5,734,137,304,28.700001,0,0.30000001,2.5580001,0,7.0999999,1.4,1,0,2.0999999,0,21.5,0.1,0.66299999,1.1,0.2,28.700001,4.8000002,12.3,210.7,3,1.6,0.1,2.4000001,12.7,2.0999999,20.200001,2.4000001,0,0.1,1.187,0,2.3,6.9000001,3,13,5.1999998,0.89999998,127.4,0,0,0,2.5999999,0.2,1.9,0,27.4,41.200001,7.0999999,306.10001,2.7,82.699997,67.699997,0.2,46.599998,22.200001,52.400002,0,124.5,153.8,0.0070000002,0.30000001,27.4,1,12.9,403.89999,0.69999999,12.9,76.800003,0,97.900002,49.099998,68.199997,1194.1,76.699997,0,24.200001,0.89999998,0.89999998,8.5,0,0.40000001,116.3,0,0,0.60000002,31.4,59.700001,18.1,37,50.5,1,13.3,0.1,0.014,0.80000001
"Spain",4463.6099,269.63,57.119999,91.389999,1.91,28.040001,58.419998,3.3199999,0.039999999,0,0.28999999,0,0,1272.04,11.32,17.75,17.66,17.49,4.27,33.34,166.46001,605.22998,8.46,6.8899999,22.76,22.280001,596.07001,1.54,32.529999,134.87,241.41,12.4,1604.47,122.81,735.82001,519.99487,23.285101,2822.8899,534.59998,0,162.64999,0,43.610001,103.23,130.84,24.65,43.5,1686.3,0.88999999,2.03,20.83,42.810001,0.77999997,25.84,76.599998,443.51999,146.00999,382.29001,95.540001,177.10001,33.23,0,0.44,1.92,2.4100001,0.33000001,0.31999999,7.4299998,0.07,17.32,0.61000001,175.22,70.57,0.34999999,44.290001,0.73000002,21.049999,12.57,51.869999,258.17999,224.60001,6.8800001,6.8499999,113.27,14.05,50.509998,6.6900001,3.6099999,0.11,0.34,0.07,0.0099999998,3.6800001,32.889999,5.2600002,0.2,12.88,2.48,215.84,0.18000001,0.57999998,2.2,24.299999,0,0.47,0.02,213.31,546.84998,13.51,1265.45,7.02,1070.09,42.060001,1561.36,184.64999,7.1100001,1.39,0.50999999,41.880001,3215.96,0.17,13.8,263.57001,0,331.66,916.14001,0.02,1.0599999,117.92,0,113.43,1.4,90.419998,839.21997,34.150002,0,19.93,14.35,2.25,16.5,0,0,29.219999,0,0,3.3699999,144.21001,32.630001,53.209999,90.260002,125.89,49.630001,30.870001,0,0.0099999998,0
"Portugal",1017.89,84.260002,0.37,22.48,0.0099999998,8.6599998,0.039999999,0.0099999998,0,0,0,0,0,7.71,8.2200003,1.54,1.85,0.62,1.15,3.5599999,13.39,129.55,0.69,2.9100001,1.9,7.9299998,148.53,0.88999999,28.629999,5.1100001,56.959999,4.3400002,814.65002,16.889999,266.66,275.3978,12.33217,671.71997,309.75,512.96002,0,0,12.41,16.65,53.470001,2.25,16.280001,483.31,0.19,0.23,15.62,10.47,0.079999998,12.96,7.0300002,157.42999,42.5,211.67,44.73,53.419998,46.279999,0,1.45,3.4300001,0,0.73000002,5.96,8.21,0,4.7600002,0.029999999,39.77,0.039999999,1.14,3.8,0.16,0.001,0,6.5,170.71001,4.8200002,0.41,16.360001,12.32,0.92000002,0.69,1.26,9.6099997,1.55,0,0.0040000002,0,1.17,14.97,21.66,5.6300001,16.889999,1.38,54.389999,0,0,0,3.6500001,0,0,0.0099999998,34.880001,15.99,0.94,6.3699999,16.379999,58.68,36.599998,766.44,8.3299999,0.050000001,0.029999999,0.0099999998,56.150002,324.28,0,0,0,0.0099999998,0,338.26001,38.189999,0,7.3699999,0,10.02,0.27000001,9.2200003,283.01001,19.99,0,9.7399998,3.6900001,0,2.96,0,0,10.57,0,0,0,26.49,8.8699999,12.43,22.65,20.049999,0.11,6.9899998,0,0,0
"German Federal Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12910.48,578.12433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"German Democratic Republic",478.39999,4.1999998,0,0,0,0,0,0,0,0,0,0,0,21.200001,0,0,0,0,0,0,40.549999,19.299999,1.493,9.6110001,8.7399998,24.16,85.379997,0,0,14.7,35.439999,7.9549999,218.7,9.1899996,204.10001,123.3753,5.524682,315.89999,131.39999,26.299999,5.6599998,0,0,1169.71,227.60001,588.29999,1388.698,140.3,0.56,0,329.44,50.709999,1.776,0,673.90997,0,88.269997,157.3,23.280001,100.06,0.50599998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0089999996,0,0.12800001,0,0.73199999,0,0,0,0,0,0.011,0.0070000002,0,0,0.0099999998,0,1.896,0,0,2.4460001,0,0,0,0,0,0,0.079999998,0,0,0,10.25,69.139999,3.0599999,30.5,0,0,21.26,0,19.309999,1.6799999,0,0,0.1,0,0,0,0,0,0,0,0,14.585,169.2,0,0,0,0.89999998,139.2,60.450001,0,1.97,0.30000001,0.022,1.025,0,0,0.68000001,0,0,0,13.23,4.9299998,4.8000002,13.2,19.48,0,8.0900002,0,0.001,0
"Poland",846.88,300.87,0,54.919998,0.097999997,0,0,0,0,0,0.176,0,0,8.6999998,0,0,0,0,0,0.106,63.060001,0.89999998,0,0,0.76999998,36.779999,559.96997,0,0,0,87.639999,6.5209999,731.40002,13.71,239.35001,207.4505,9.2895241,880,396.39001,54.240002,5.0500002,0,1386.3,0,629.08002,645.28998,1205.11,422.64999,12.23,30.4,282.98999,83.110001,1.35,448.12,432.64999,6959.8999,65.669998,277.13,70.580002,69.720001,22.540001,0,0,0,0,0.016000001,0,0,0,0,0,3.73,0,0,0.003,0,0.0080000004,5.7519999,0.30399999,171.96001,6.0619998,0,0,0.31427675,0,0,0.81800002,0.96499997,0,0,0,0,1.911,0,0,0.66799998,0,0,0,0,0,0,0.054000001,0,0,0,52.5,4.0999999,5.2399998,103.19,8.5179996,129.22,97.120003,392.76001,28.07,0,0,11.61,0,0,0,0,0,0,0,0,0,0.329,146.46001,9.04,0,42.169998,4.5,252.27,76.400002,0,8.9799995,7.8800001,0,9.052,0,0,0.5,0,0,15.82,43.400002,33.639999,3.7,6.46,114.01,0,20.049999,0,0,0
