"","United States of America","Canada","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Mexico","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Ethiopia","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Madagascar","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Kuwait","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Pakistan","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Republic of Vietnam","Malaysia","Singapore","Philippines","Indonesia","Australia","New Zealand"
"France",1200.1,125.1,10.2,5.4000001,1.7,0.40000001,1.1,0,42.299999,4.6999998,1.4,0.60000002,1,2,1.7,6.5,45.200001,2.4000001,6.5999999,30.700001,88.599998,0.5,2.5,40.5,81.599998,13.8,585.20001,23,585.20001,987.45209,48.3479,0,284.20001,170.2,33.200001,0,25.9,41.5,41.099998,26.299999,28.200001,950.90002,0.1,0.40000001,29.5,33.5,2.9000001,11.8,42.400002,171.60001,79.699997,259.29999,54.099998,69.599998,3.4000001,0.1,0.89999998,119.7,8.8999996,17.299999,23.4,145.2,2.3,2.7,10.8,0.2,4.9000001,17.9,68.699997,73.300003,62.200001,11.6,12.5,6.9000001,55.099998,2.7,4,1.7,0.30000001,0.30000001,0.5,4.4000001,65.5,1.9,1.3,75.699997,0,0,46.200001,227.39999,563.5,60.799999,129.8,12.4,97.300003,36.200001,190,15,9,7.3000002,0.1,17,54.900002,0.80000001,143.3,0.80000001,53.900002,0.80000001,1,0,3.7,78.099998,35.200001,30.200001,3.7,5.5,0,0.2,12.7,9.6000004,0,9.8000002,0,58.599998,0,9.5,26.1,164.7,69.900002
"Switzerland",357.60001,37,3.5999999,1.6,0.30000001,1.8,0.89999998,0,10.1,7.3000002,6.8000002,1.1,0.5,3.7,0.40000001,5.0999999,1.3,3.0999999,4.5999999,13.6,18,0,1.2,5,22,5.9000001,299.60001,3.3,138.39999,134.22791,6.572103,558,0,35.599998,11.1,0,8.1999998,13.5,126.8,18.1,24.9,392.79999,0.30000001,0,15,5.5999999,0.2,3.2,7.5,20.700001,11.4,93.699997,16.700001,57.700001,0.2,0.69999999,0.1,0.60000002,0.1,0,0,1,2.5,0,0,0.60000002,3,0,1.2,17.799999,0.5,0,0,1.3,3.2,1.3,1.2,0.5,0,0,0,0.69999999,10.1,4,0,6.5999999,0,0,0.2,2.0999999,15.6,2.2,10,0.89999998,9.1000004,9.1000004,0,4.8000002,0.30000001,1.7,0,12.9,1,0.1,1.5,2.0999999,16,0,3.9000001,0.2,1.6,56.200001,11.9,1.7,0.60000002,2,0,0,2.4000001,0.1,0,0,0,4.4000001,0,2.5999999,9.1000004,8.8000002,2.3
"Spain",609.20001,46.400002,38.200001,0.1,3.4000001,0.5,0.30000001,0,17.4,6.5999999,0.60000002,0.80000001,0.2,1.3,0.69999999,26.1,35.5,2,0.60000002,22.200001,28.4,1.1,2.8,16,113.7,10.4,335.10001,4.5999999,116.4,79.697807,3.9021859,397,101.3,0,18.1,0,4.8000002,11.6,19.5,3,7.4000001,221,2,0,2.5999999,8.3999996,8.6999998,5.1999998,7.9000001,7,20.1,91.300003,24.1,31.299999,4,0.40000001,0.1,0.89999998,0.0040000002,1.1,0.1,5.4000001,4.9000001,0,0.2,0.1,1.5,0,4.1999998,4,0.80000001,0,0,0.2,8.1000004,5.0999999,2.5,2.9000001,0,0,0,1.5,8.6999998,2.3,1,28.1,0,0,1.3,26,10.4,2.3,42.900002,3.2,2.4000001,16.799999,43,9.6999998,2.0999999,0.60000002,0.30000001,9.8999996,120.4,0.1,30.200001,0.1,3.5999999,0,0.69999999,0,0.1,35.099998,3,8.1999998,1.3,2.5999999,0,0,3.4000001,1.4,0,0.40000001,0,20.1,1.4,7.5999999,0.89999998,17.4,5.5999999
"Portugal",79.300003,5.5999999,0.2,0,0.1,0,0,0,7.8000002,5.3000002,0.1,0.1,8.5,0,0,0,0.2,0,0,1.9,7.4000001,0,0,0.1,3.8,0.80000001,138.89999,1.1,28.299999,32.984982,1.61502,75.800003,37.200001,25.4,0,0,0.30000001,4.9000001,9.6999998,0.80000001,2.0999999,56,0.1,0,0,8.1000004,0,0,1.5,0,5,32.700001,5,8.1000004,4.0999999,4,0,5.6999998,0,0,1.6,0,0,0,0,0,0,0,0,8.8000002,0,0,0,0,0.1,0,0,0,0,0,0,0,2.5,2,0.1,4.5,0,0,0.1,4.9000001,0,0,0,0.1,2.7,10.1,24.5,1.1,0,0.1,0,4.6999998,0,0,0.40000001,0,0.2,0,0,0,0.1,8.8000002,0.30000001,3.9000001,0,0.30000001,0,0,2.3,0,0,0,0,2.3,0.1,0.1,0.2,2.3,3.3
"German Federal Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1336.559,65.440964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"German Democratic Republic",25,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6999998,0,0,0,10.7,18.700001,0,0,0,4.8000002,1,46,0.1,21.5,22.78442,1.115577,62.400002,12.5,9.3000002,0.69999999,0,0,0,30.4,0,0,19.6,0,0,64.400002,9,1.6,0,66.730003,0,15,35.200001,6.4000001,21.1,1.4,0,0,0,0,0,0,0.2,0,0,0,0,5.1999998,0,0,0.1,0,0,0,0.1,0,0.5,0.1,1.2,0,0,0,0,0,1.1,0,0,0,0,0,5.4000001,0.5,1.2,0,1.4,1.8,13.2,0.40000001,24.200001,0.5,1.4,0,0.40000001,0,0,0,0,0,0,0,0,0,2.7,26.299999,0,1.4,4,0,0,0,1.1,0,0,0,0,0,0,0,3.0999999,0
"Poland",53,34.700001,0,0,0,0,0,0,6.5999999,0,0,0,0,0.5,0,5,0,0,0,6.6999998,8.8999996,0,0,3.3,23.5,5.8000002,101.6,0.69999999,13.4,14.29985,0.70015299,67.300003,17.9,14.1,1.4,0,0,0,35.5,0,0,63.900002,0,0,56.299999,11.5,0.30000001,0,41.32,0,22,30.700001,11.8,26.700001,3.2,0,0,0,0,0,0,1.2,0,0,0,0,4,0,0.5,3.7,0.30000001,0,0,0.40000001,0,4.6999998,1.2,2.5,0,0,0,0,2.5999999,0,0,0,0,0,0,6.5,0.40000001,3.2,0,4.1999998,5.5,6.9000001,1.3,12.9,3,0.60000002,0,8.3000002,0,0,0,0.1,0,0,0,0,0,3.4000001,20.6,9.6000004,0.30000001,5.1999998,0,0,1.7,2.5999999,0,0,0,0,0,0,0,21.1,2.3
"Austria",100.9,17.4,0.1,0.1,0.2,0.1,0.1,0,4.5,2.7,3.7,0.89999998,0.80000001,1.5,0.40000001,2,0.1,0.1,5.3000002,6.3000002,17.4,0,0.5,2.2,9.1000004,5.1999998,133.5,0.69999999,71,36.03561,1.7643861,95.699997,139.39999,8.5,8.6999998,0,25.1,42.5,0,37.799999,35.099998,176,0.2,0.5,44.900002,6.5999999,0.2,16.6,16.6,48.799999,6.5999999,43.799999,9.6999998,28.9,0.1,0.1,0,0,0.1,0,0,0.69999999,5,0,0,0,4,0,0.2,0.80000001,0.80000001,0,0,0.1,0.30000001,0.69999999,1,0.1,0,0,0,0.40000001,2.4000001,1.7,0,11.2,0,0,0.2,4.3000002,0.2,0.30000001,0,0.80000001,5.8000002,10.8,0,2.8,0.5,1.3,0,3.9000001,0,0,0,1.3,9.1999998,0.1,0.60000002,0,1.7,12.2,2.2,1.6,0.30000001,1.4,0,0,2.3,0,0,0.1,0,3.5,0.1,3.2,2,9.3000002,1.2
"Hungary",10,3.0999999,0,0,0,0,0,0,1.1,0,0,0,0,0,0,2,0,0,0.95999998,0.2,12.3,0,0,0.40000001,13.2,1,29.299999,0.2,11,10.86788,0.53211617,25.200001,14.8,7,0.89999998,0,0,0,38.900002,0,0,37.299999,0,0,29.5,8.6000004,0.30000001,0,32.939999,0,7,11.6,3,5.1999998,0.30000001,0,0,0,0,0.2,0,1,0,0,0,0,1.4,0,0.60000002,1.7,0.30000001,0,0.1,0.30000001,0,0.80000001,0.40000001,0.30000001,0,0,0,0.1,2.9000001,0,0,0,0,0,0.5,6.6999998,0,0.69999999,0,2.2,2.9000001,16.299999,0.1,17.4,6.3000002,0.1,0,5.4000001,0,0,0,0,0,0,0,0,0,2.8,16.6,2.5999999,0.60000002,0.30000001,0,0,0.2,0,0,0,0,0,0,0,0,2.5999999,0
"Czechoslovakia",37,4.9000001,0,0,0,0,0,0,0.30000001,0,0,0.1,0,0.1,0,1.2,0.1,0,0,0.89999998,18.9,0,0,0.2,7.8000002,1.8,52.200001,0.5,19.5,20.97311,1.026891,63.200001,21.9,8.6999998,1.9,0,0,0,44,0,0,53.700001,0,0,67.699997,9.6000004,1.2,0,92.290001,0,12,22.5,7.6999998,10.2,1.2,0,0,0,0,0,0,0,0,0,0,0,5.3000002,0,0,2.8,0,0,0,0.2,0,0,1.4,0.30000001,0,0,0,0,2.7,0,0,0,0,0,0,8.5,0.80000001,2,0,4.5,7.9000001,10.7,0.60000002,60.299999,1.3,1.4,0.60000002,0.5,0,0,0,2.0999999,0,0,0,0,0,4.3000002,37.099998,3.2,1.9,1,0,0,3.5,1.3,0,0,0,0,0,0,0,8.8999996,2
"Italy",1049.2,126.3,8.8999996,4.5,1.9,0.1,1.6,0,61.099998,8,5.3000002,2,3.9000001,2,2,7.3000002,27.1,0.60000002,16.200001,30.299999,123.5,0,1.7,35.599998,305.60001,18.700001,402.20001,3,319.60001,218.883,10.71701,867.09998,200.89999,56.299999,21.4,0,24.299999,64.5,170.3,60.599998,42.099998,0,1,1.8,163.10001,21.799999,3.5999999,46.5,81.699997,190,49.299999,157,47.700001,81.699997,6.4000001,2.5,0.1,3.2,1.3,13.5,1.2,35.900002,2.5999999,0.1,14.9,4.0999999,12.1,2.7,11.3,41.299999,1.3,1.5,0.1,5,51.299999,4.6999998,3.8,4.8000002,0.2,0,19.700001,12.1,54.099998,8.6000004,0,68.5,0,0,3.2,27.1,34.900002,23.9,113.8,26,89.099998,45.900002,123.9,34.700001,8.3999996,5.9000001,1.5,9.6999998,243,1.6,328,0.60000002,56.5,0,2.7,0,1.5,71.5,22.6,13.7,3.8,6.9000001,0,0,16.6,1.1,0,1.4,0,47.200001,0.60000002,10.5,14.8,146.2,30.9
"Malta",4.6999998,2.3,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0,0,0,0.30000001,0,41.599998,0.60000002,5.5999999,1.429985,0.070015296,3.3,0.69999999,1,0.029999999,0,0.2,0.30000001,0.89999998,0.5,1.3,14.9,0,0,0.079999998,0.30000001,0,1,1.4,0.30000001,0.40000001,0.40000001,0.40000001,1.8,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.12,0,0.30000001,0.40000001,0.30000001,0.40000001,0.80000001,0,0.2,1.1,0.2,0,0.60000002,0,0,0,0,0.69999999,0,0,0,0.1,2.5999999,0.5,0.1,0,0.30000001,0,0,0,0,0,0,0,0,0,0,0.5,3.5999999,0.40000001
"Albania",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099999998,0,0,0,0,0,0.1,0,0.1,0,0.2,0.095332302,0.0046676998,0.60000002,0.1,0,0,0,0,0,0.2,0,0,8,0,0,2.0999999,0,0,0,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0.40000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yugoslavia",199.8,4,9.1999998,0,0,0.104,0,0,0.1,0,0,0,0,0,0.2,1.5,0.80000001,0.2,0,7.0999999,18.1,0,0,7.1999998,11.3,1.9,86.400002,0,23.299999,15.82516,0.774836,46.700001,28.5,4.3000002,0.1,0,87.900002,72.199997,38.299999,35.099998,93.199997,168.5,0,2.0999999,0,29.1,0.1,36.599998,22.4,147.2,1.1,12.4,4.8000002,3.8,0.1,0,1.2,0,0,0,0,0.1,3.8,0.2,0,0,6,0.69999999,0.2,0.30000001,0,0,2.5,0,0,0,0,1,0,0,0,1.1,0,0,0,0.30000001,0,0,0.2,2.5,1.3,5.4000001,0.5,0.80000001,9.3000002,4.5999999,9.5,24.5,0.60000002,0.80000001,3.9000001,11.2,0,0,0,0,2,0.69999999,0,0,0,39.799999,25.5,5.4000001,1.8,0.40000001,0,0,1.2,0.2,0,0,0,1.6,0,0,5.9000001,17.5,1.4
"Greece",131.2,9.6999998,0.1,0,0,0,0,0,0.30000001,0,0,0,0.1,0,0.2,0,0.60000002,0,0.050000001,0.60000002,10,0,0.1,0.89999998,15.8,6.3000002,120,0.40000001,40.5,41.469551,2.0304439,86,19.5,3.3,3.2,0,9.1999998,7.9000001,22.9,9.3000002,15.4,122.7,0.30000001,0,24.4,0,0.2,13.3,7.5,38.099998,12.5,40.700001,10.8,13.5,1.6,0,0,0.89999998,0,0.1,0,1.2,0.1,0,1.8,0,2,0.1,0,0.5,0.80000001,0,0.40000001,0.2,0,0.1,1,0.40000001,0,0,0.5,1.6,5.4000001,0,0,3.4000001,0,0,0.40000001,3.8,0.5,5,0,1.5,13,6.0999999,0.30000001,6.9000001,0.5,0.60000002,0,6.5999999,27.799999,0,0.69999999,0,0.5,0,0.2,0,0.1,47.299999,1.5,1.9,0,0.30000001,0,0,0.80000001,0,0,0,0,2.4000001,0,0,0.2,8.8000002,5
"Cyprus",7.3000002,0.40000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.89999998,0,0,0,0.1,0.1,48.799999,1.3,4.9000001,3.622628,0.1773721,7.4000001,1.2,0.5,2,0,1.3,0.5,1.4,0.40000001,1.7,14.3,0.1,0,1.9,5.9000001,0,0.30000001,0.89999998,4.3000002,1.1,2.5999999,0.40000001,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.30000001,0.5,0.2,0,0,0,0.1,0,0.30000001,0.1,0.1,0,0,0,0,0,0,0,0.1,0.60000002,0.40000001,0.1,0.30000001,0.30000001,1.6,0,3.0999999,0.2,0,0,0,0,0,0,0,0,5.4000001,1.6,0.69999999,0,0.1,0,0,0.1,0,0,0,0,0.1,0.1,0,0,0.60000002,1.5
"Bulgaria",4,7.1999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,10.7,0,0,0.2,2.8,0,20.799999,0,19.6,8.0079136,0.3920857,42.599998,10.2,6.8000002,0,0,0,0,24.9,0,0,37.900002,0,0,17.6,18.6,0.1,0,17.4,0,0.80000001,10.9,4.8000002,4.5,0,0,0,0,0,0,0,0.2,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69999999,0,0,0,0,0,0,0,2.5,1.7,2.4000001,0,0.80000001,0.1,5.5,0,5.8000002,1.7,0.2,0,3.0999999,0,0,0,0,0,0,0,0,0,24.6,4.5999999,2.4000001,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.1,0
"Romania",29.41,0.22,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2.4000001,0,0,0,0.41999999,0,50.189999,0,20.43,10.19102,0.49897569,62.490002,19.110001,5.6799998,1.85,0,92.82,48.009998,33.52,34.029999,76.629997,53.560001,0,2.95,18.83,9.21,0.73000002,16.5,0,433.57999,4.0300002,14.61,0.5,2.5899999,0.86000001,0,0,0,0,0,0,0,0,0,0,0,1.34,0,0.5,0,0,0,0,0,0,2.7,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0.25999999,0,0,0.89999998,4.2199998,3.54,0,21.01,8.6599998,1.1900001,0,2.99,0,0,0,0,34.91,0.92000002,0,3.3900001,0,25.540001,8.1000004,2.3,0,3.78,0,0,0.40000001,0,0,0,0,0,0,0,2.46,0.059999999,0
"Russia",42,296.60001,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,31.6,0,0,0.2,88.099998,6.5,141.10001,0,25.200001,25.26306,1.236937,75.599998,22.200001,6,0,0,0,0,59.299999,0,0,90.099998,0,0,193.8,28.299999,4.6999998,0,409.87,0,213.5,39.299999,14.5,22,9.8999996,0,0,0,0,0,0,0.5,0,0,0,0,25.4,0,0.30000001,0.69999999,0,0,0,0.5,0,0.2,1,1.6,0,0,0,2.2,5.6999998,0,0,0,0,0,0,11.1,3.0999999,4.9000001,0.2,7.9000001,16.700001,18.5,2.3,142.60001,18.4,2.7,0,1.9,0,0,0,23.700001,0,0,0,0,0,215,183.7,22.9,0.80000001,17.200001,0,0,0,0.5,0,0,0,0,0,0,25.9,33.099998,14.5
"Finland",97.400002,8.1000004,5.1999998,0.0049999999,0.1,0.30000001,0,0,1.1,3.8,0.40000001,1.4,0.1,3,0.5,12.8,1.8,0,0.30000001,2.8,22.1,0.1,0.016000001,2.7,5.1999998,0.2,238.89999,0.69999999,54.099998,29.45768,1.442315,73.699997,44.799999,7.8000002,5.6999998,0,14.8,29,15.5,7,10.7,42.5,0,0,1,3.0999999,0.80000001,1.6,3.7,262.60001,0,221.7,35.700001,54.799999,5.1999998,0.30000001,0,0,0,0.2,0,0.30000001,0.1,0,0,0,0.40000001,0,0.1,0.40000001,0,0,0,0,0,0.40000001,2.7,0.1,0,0,0,0.5,2.4000001,0.30000001,0.2,4.6999998,0,0,0.1,3.5,0.2,0.2,0,1.2,13.4,0.80000001,0.1,2.5,0,0.2,0,6.1999998,0,0,0,0,8.5,0,0,0,0.1,25.6,1.3,0.40000001,0.30000001,0.2,0,0,0.30000001,0,0,0,0,6.8000002,0,2.4000001,0.80000001,2.7,3
"Sweden",427.29999,46.5,7.8000002,0.1,0.40000001,4,21.6,0,2.0999999,3.9000001,1.6,0.5,0.30000001,4.8000002,2.2,23.700001,52.400002,0.40000001,2.9000001,10.3,62.599998,0.30000001,0.2,38,19.9,0.89999998,700.59998,3.0999999,247.89999,121.4534,5.9466329,196.8,103.5,31.799999,21.200001,0,26.799999,43.099998,61.200001,14.2,21.299999,155.2,0.30000001,0,16,5.4000001,0.5,2.8,7.6999998,85.599998,128.60001,0,251.60001,287.5,12,0,0,0.60000002,0.1,0,0.2,0.30000001,0,0.60000002,2,0,3.0999999,0,0.5,11.1,0.60000002,0,0.1,0.30000001,0.40000001,1.9,6,2.7,0,0.2,0,0.80000001,19.700001,0.2,0.30000001,11.4,0,0,0.5,7.8000002,9.6000004,2.8,0.1,0.69999999,8.3000002,10.3,7.9000001,2.5999999,0.89999998,2.4000001,0,10.3,13.5,0,5.6999998,0.60000002,14.4,0,1.7,0,10.2,58.200001,5.5999999,3.8,3.7,4.3000002,0,0,2.5,0,0,0,0,9.3999996,0.1,17.299999,3.5999999,14.5,5.4000001
"Norway",179.60001,93.300003,2.3,0.40000001,1.6,10.7,1.9,0,1,1.3,1.3,0.5,0.1,0.2,0.80000001,5.9000001,24.9,6.4000001,1,2,27.4,0,0.001,1.9,9.3000002,0.1,329,1.3,106.1,51.193451,2.5065479,74.5,42.299999,18,6.5,0,8.3000002,13.5,16.799999,5.0999999,11.9,48.400002,0,0,1.5,2.5,0.30000001,0.60000002,0.5,31.5,27,451.39999,0,139.60001,3.9000001,0,0,2.4000001,0,0,0,0.60000002,9.1999998,0,0.80000001,0,8.3000002,0.1,0.1,1.5,0,0,0,0,0.2,0.1,0.89999998,0.2,0,0,0,1.2,0.30000001,0.69999999,0.2,5.8000002,0,0,0.1,3,0.5,0.2,9.6000004,1.1,1.5,5.6999998,11.2,1.3,0,0.40000001,0,3.5,5.6999998,0,0.89999998,0,4.9000001,0,0.2,0,0.40000001,116.2,3.5,0.2,1.4,0.2,0,0,1.4,0,0,0,0,2.0999999,0.1,5.3000002,2.5,7.5999999,2
"Denmark",214.39999,8.3000002,0.2,0.60000002,0.2,0.30000001,0.80000001,0,0.80000001,0.69999999,0.1,1.2,0.60000002,0.40000001,7.8000002,3.9000001,2.7,0.1,0.1,1.8,40.5,0.1,0.2,0.69999999,8.6000004,1,501.60001,1,130.7,78.458504,3.841506,108.7,100,15.3,14.2,0,26.799999,34.099998,27.799999,7.4000001,17.1,101.6,0,0,4.1999998,1.4,0.60000002,1.2,1.2,38.799999,82,426.29999,116.2,0,7.9000001,0,0,0.80000001,0.1,0,0,1.9,0.1,0.1,0,0.30000001,0.2,0,0.1,8.5,0.80000001,0,0.1,0.2,0,0.30000001,2.9000001,2.7,0,0,0,0.40000001,4.1999998,0.69999999,0.2,1.3,0,0,0.2,3.9000001,0.40000001,0.60000002,11.4,0.40000001,8.3000002,6,0.80000001,2.8,0.40000001,7.9000001,0,6.1999998,15.7,0,22.5,0,6.9000001,0,0.30000001,0,0.2,46.799999,4.5999999,0.60000002,8.3999996,0.5,0,0,2.0999999,0,0,0,0,1,0.5,5.1999998,2.9000001,3.9000001,1.4
"Iceland",21.700001,5.8000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,1.7,0,0,0,0.1,0,21.299999,0.2,7.9000001,3.2412989,0.1587013,2,1.4,0.89999998,0.5,0,0.89999998,2.9000001,0.30000001,0.2,2.5,2.0999999,0,0,0,0,0,0,0.40000001,11,3.8,10.9,15.8,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.30000001,0,0,0,0,0,0,0.30000001,0,0,0,0,0.1,0,0,0,0,6.0999999,0.2,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0.1
"Gambia",0.245,0.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,7.1469998,0,0.63300002,0.123932,0.0060680001,0.52200001,0.017000001,0.071999997,0.017999999,0,0.57599998,0.118,0.0060000001,0.35499999,0.42500001,0.088,0,0,0.0040000002,0,0.028999999,0.022,0.083999999,0.003,0,0.108,0.003,0.052999999,0,0,0,0.041999999,0,0,0,0,0,0,0,0.243,0.102,0,0,0.059999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0,0,0,0,0.034000002,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,1.046,0,0.028999999,0,0,3.763,0.237,0.39899999,0.94599998,0.003,0,0,0,0.068999998,0,0,0,0.001,0,0,0.0080000004,0.014,0.021
"Mali",0.69999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,1.3,0,0,0,0.69999999,0.60000002,0.1,0.8579908,0.042009201,7.5999999,0,0,0,0,0,0.69999999,0,0,0.60000002,0.40000001,0,0,0.40000001,0,0,0.2,0,4.5999999,0,0,0,0.1,0,0,0,1.1,0.30000001,0.1,0.1,2.8,0.2,0.2,0.1,0.1,0.40000001,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69999999,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,10.3,0,0.2,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Senegal",7.1999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,1.5,0,0,0,0,0,1.5,0,5,3.2412989,0.1587013,82.199997,0.80000001,0.69999999,0,0,0,0,0.30000001,0,0,5.1999998,0,0,0.1,0,0,0,0,0,0.2,0.40000001,0.2,0.30000001,0,0.0040000002,2.5999999,0,0.071000002,0,0,7.4000001,0,0,0,0,0,0,0.1,0.1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,2.8,1.7,2.3,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,7.0999999,0,0,0,0,0.80000001,0.2,0,0,0,0,0,0,5.9000001,0,0,0,0,0,0,0,0,0
"Benin",1.601,0.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0.027000001,0,0,0,0.0060000001,0,1.147,0,1.76,1.172588,0.057412501,17.414,0.035999998,0.16,0,0,0.18700001,0.198,0.016000001,0.026000001,0.068000004,1.012,0,0,0,0,0,0,0.071999997,0.53799999,0,0.097000003,0.1,0.16599999,0,0,0,1.471,0,0,0.046999998,0.41800001,0,0.30000001,0,0,0.0060000001,0.56800002,0.054000001,0.69499999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017000001,0.322,0.162,0.088,0,0,0.081,0,0.29800001,0,0,0,0,0,0,0,0,0,0.64499998,0,0,0,0,0.273,0.025,0.021,0,0,0,0,0,0.034000002,0,0,0,0,0,0,0,0,0
"Mauritania",4,0.40000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.30000001,0.1,0.1,0.28599691,0.0140031,12.2,0.1,0.80000001,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.2,0.30000001,0,0,0,0,0,0,0.60000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.69999999,0,0,0,0.89999998,0,0,0,0,0,0.1,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Niger",1.7,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,1.5,0,1.2,1.048656,0.0513446,23.200001,0,0.2,0,0,0.1,0,0,0,0,0.69999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1.6,0.30000001,0,0,1.9,0,0.1,0,0,0.40000001,0,0,0.69999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0.1,0,0.2,0,0.30000001,0.1,0,0,0,0,0,0,0.2,0,2.5,0,0.1,0,0,1.6,0,0.30000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
